platform,source_event_id,source_market_id,source_selection_id,player_name,team,sport,stat_type,prop_category,line,over_american_odds,under_american_odds,game_id,game_start_time,status,pulled_at,resolved_stat_key,model_status,season_avg,recent_form,games_played,games_remaining,model_mean,model_sigma,prob_over,prob_under,implied_prob_over,implied_prob_under,implied_prob_includes_field_vig,edge_over,edge_under
draftkings,34118042,334612412.0,0QA334612412#2151925101_13L88808Q1-1063669179Q20,Rhamondre Stevenson,,NFL,2+ TDs,player_touchdown,,650.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.6428571428571429,1.7499999999999998,14.0,,1.1964285714285714,,0.3360815191131882,,0.16280695532644127,,False,0.1732745637867469,
draftkings,34118042,334612412.0,0QA334612412#2151924484_13L88808Q1627777345Q20,Jadarian Price,,NFL,2+ TDs,player_touchdown,,900.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,,no_player_match,,,,,,,,,,,,,
draftkings,34118042,334612412.0,0QA334612412#2151924295_13L88808Q1491696445Q20,Jaxon Smith-Njigba,,NFL,2+ TDs,player_touchdown,,900.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.5882352941176471,0.36,17.0,,0.47411764705882353,,0.08245902591483362,,0.12210521649483096,,False,-0.03964619057999734,
draftkings,34118042,334612412.0,0QA334612412#2169981617_13L88808Q11605556466Q20,A.J. Brown,,NFL,2+ TDs,player_touchdown,,1400.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.4666666666666667,0.36,15.0,,0.41333333333333333,,0.0651623047762474,,0.08140347766322063,,False,-0.01624117288697323,
draftkings,34118042,334612412.0,0QA334612412#2151924782_13L88808Q1-155115197Q20,George Holani,,NFL,2+ TDs,player_touchdown,,1500.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.1,0.25,10.0,,0.175,,0.013638000596181366,,0.07631576030926934,,False,-0.06267775971308798,
draftkings,34118042,334612412.0,0QA334612412#2151924548_13L88808Q1-1777293312Q20,A.J. Barner,,NFL,2+ TDs,player_touchdown,,2200.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,,no_player_match,,,,,,,,,,,,,
draftkings,34118042,334612412.0,0QA334612412#2151925232_13L88808Q11740203848Q20,Hunter Henry,,NFL,2+ TDs,player_touchdown,,2500.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.4117647058823529,0.45,17.0,,0.4308823529411765,,0.0700189495710945,,0.046963544805704215,,False,0.023055404765390287,
draftkings,34118042,334612412.0,0QA334612412#2151924643_13L88808Q1-1758481335Q20,Cooper Kupp,,NFL,2+ TDs,player_touchdown,,2500.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.125,0.08,16.0,,0.10250000000000001,,0.004907589897399506,,0.046963544805704215,,False,-0.04205595490830471,
draftkings,34118042,334612412.0,0QA334612412#2151925197_13L88808Q1652552487Q20,Romeo Doubs,,NFL,2+ TDs,player_touchdown,,3000.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.375,0.33,16.0,,0.35250000000000004,,0.04928910933100367,,0.0393887795144616,,False,0.00990032981654207,
draftkings,34118042,334612412.0,0QA334612412#2151924713_13L88808Q1153409926Q20,Rashid Shaheed,,NFL,2+ TDs,player_touchdown,,3500.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.1111111111111111,0.0,18.0,,0.05555555555555555,,0.0014872272650809579,,0.033918115693008594,,False,-0.032430888427927636,
draftkings,34118042,334612412.0,0QA334612412#2151925331_13L88808Q11724982079Q20,Drake Maye,,NFL,2+ TDs,player_touchdown,,5000.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,passing_tds+rushing_tds+receiving_tds,estimated,2.0588235294117645,2.4000000000000004,17.0,,2.2294117647058824,,0.6525420957786652,,0.02394219931271195,,False,0.6285998964659533,
draftkings,34118042,334612412.0,0QA334612412#2151925549_13L88808Q1-882075231Q20,,SEA Seahawks D/ST,NFL,2+ TDs,player_touchdown,,5000.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,,no_player_match,,,,,,,,,,,,,
draftkings,34118042,334612412.0,0QA334612412#2151925582_14L88808Q1-38248061Q20,,NE Patriots D/ST,NFL,2+ TDs,player_touchdown,,6000.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,,no_player_match,,,,,,,,,,,,,
draftkings,34118042,334612412.0,0QA334612412#2151924395_13L88808Q1-1357951342Q20,Emanuel Wilson,,NFL,2+ TDs,player_touchdown,,6000.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.17647058823529413,0.0,17.0,,0.08823529411764706,,0.003671150877198631,,0.020017248605709994,,False,-0.016346097728511363,
draftkings,34118042,334612412.0,0QA334612412#2265020961_13L88808Q1-1896860447Q20,Corey Kiner,,NFL,2+ TDs,player_touchdown,,8000.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.0,0.0,4.0,,0.0,,4.999838054850042e-13,,0.015074718085781598,,False,-0.015074718085281614,
draftkings,34118042,334612412.0,0QA334612412#2151925483_13L88808Q1573901773Q20,Demario Douglas,,NFL,2+ TDs,player_touchdown,,9000.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.1875,0.0,16.0,,0.09375,,0.00412929224058764,,0.013418155658772633,,False,-0.009288863418184993,
draftkings,34118042,334612412.0,0QA334612412#2151924960_13L88808Q12143586947Q20,Elijah Arroyo,,NFL,2+ TDs,player_touchdown,,11000.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.07692307692307693,0.0,13.0,,0.038461538461538464,,0.0007209504689251883,,0.011000469954489275,,False,-0.010279519485564086,
draftkings,34118042,334612412.0,0QA334612412#2233956191_13L88808Q11556454751Q20,Tory Horton,,NFL,2+ TDs,player_touchdown,,11000.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.625,0.82,8.0,,0.7224999999999999,,0.1636626980970981,,0.011000469954489275,,False,0.15266222814260882,
draftkings,34118042,334612412.0,0QA334612412#2151924870_13L88808Q11096856495Q20,Sam Darnold,,NFL,2+ TDs,player_touchdown,,12000.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,passing_tds+rushing_tds+receiving_tds,estimated,1.4705882352941178,0.89,17.0,,1.180294117647059,,0.33023899125367157,,0.010091340206184378,,False,0.3201476510474872,
draftkings,34118042,334612412.0,0QA334612412#2151925399_13L88808Q1-1861138499Q20,Mack Hollins,,NFL,2+ TDs,player_touchdown,,12000.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.14285714285714285,0.0,14.0,,0.07142857142857142,,0.0024327360314042173,,0.010091340206184378,,False,-0.00765860417478016,
draftkings,34118042,334612412.0,0QA334612412#2151925445_13L88808Q1-389849513Q20,Kyle Williams,,NFL,2+ TDs,player_touchdown,,13000.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.21428571428571427,0.28,14.0,,0.24714285714285716,,0.025945124275067122,,0.009321008892735187,,False,0.016624115382331935,
draftkings,34118042,334612412.0,0QA334612412#2151925528_13L88808Q1-781410997Q20,Eli Raridon,,NFL,2+ TDs,player_touchdown,,17000.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,,no_player_match,,,,,,,,,,,,,
draftkings,34118042,334612412.0,0QA334612412#2266364707_13L88808Q1-1184898101Q20,Montorie Foster Jr.,,NFL,2+ TDs,player_touchdown,,18000.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,,no_player_match,,,,,,,,,,,,,
draftkings,34118042,334612412.0,0QA334612412#2252728016_13L88808Q1-25275232Q20,Efton Chism III,,NFL,2+ TDs,player_touchdown,,19000.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.125,0.25,8.0,,0.1875,,0.01552792216077456,,0.006392943271980678,,False,0.00913497888879388,
draftkings,34118042,334612412.0,0QA334612412#2267174621_13L88808Q11653649534Q20,Cameron Latu,,NFL,2+ TDs,player_touchdown,,20000.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.0,0.0,10.0,,0.0,,4.999838054850042e-13,,0.006074886392777659,,False,-0.0060748863922776754,
draftkings,34118042,334612412.0,0QA334612412#2254559045_13L88808Q11422663338Q20,Nick Kallerup,,NFL,2+ TDs,player_touchdown,,20000.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.0,0.0,4.0,,0.0,,4.999838054850042e-13,,0.006074886392777659,,False,-0.0060748863922776754,
draftkings,34118042,334612412.0,0QA334612412#2254559046_13L88808Q1-524828223Q20,Eric Saubert,,NFL,2+ TDs,player_touchdown,,25000.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.0,0.0,9.0,,0.0,,4.999838054850042e-13,,0.0048647496611486435,,False,-0.00486474966064866,
draftkings,34118042,334612412.0,0QA334612412#2271495555_13L88808Q1958463439Q20,Reggie Gilliam,,NFL,2+ TDs,player_touchdown,,25000.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.0,0.0,11.0,,0.0,,4.999838054850042e-13,,0.0048647496611486435,,False,-0.00486474966064866,
draftkings,34118042,334612412.0,0QA334612412#2271825165_13L88808Q1-355670445Q20,Tanner Arkin,,NFL,2+ TDs,player_touchdown,,25000.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,,no_player_match,,,,,,,,,,,,,
draftkings,34118042,334613199.0,0QA334613199#2151928221_13L88808Q1-1828996474Q20,Rhamondre Stevenson,,NFL,Anytime TD Scorer,player_touchdown,,105.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.6428571428571429,1.7499999999999998,14.0,,1.1964285714285714,,0.6977281713035653,,0.09529977005564076,,False,0.6024284012479246,
draftkings,34118042,334613199.0,0QA334613199#2151928211_13L88808Q11896367839Q20,Jaxon Smith-Njigba,,NFL,Anytime TD Scorer,player_touchdown,,130.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.5882352941176471,0.36,17.0,,0.47411764705882353,,0.37756597927183444,,0.08494109939741894,,False,0.2926248798744155,
draftkings,34118042,334613199.0,0QA334613199#2151928213_13L88808Q1-1714648594Q20,Jadarian Price,,NFL,Anytime TD Scorer,player_touchdown,,130.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,,no_player_match,,,,,,,,,,,,,
draftkings,34118042,334613199.0,0QA334613199#2169981631_13L88808Q11457589561Q20,A.J. Brown,,NFL,Anytime TD Scorer,player_touchdown,,170.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.4666666666666667,0.36,15.0,,0.41333333333333333,,0.3385582345114958,,0.07235723282002354,,False,0.26620100169147226,
draftkings,34118042,334613199.0,0QA334613199#2151928217_13L88808Q12121391530Q20,George Holani,,NFL,Anytime TD Scorer,player_touchdown,,205.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.1,0.25,10.0,,0.175,,0.16054297923079264,,0.06405394380788969,,False,0.09648903542290295,
draftkings,34118042,334613199.0,0QA334613199#2151928215_13L88808Q1-37446320Q20,A.J. Barner,,NFL,Anytime TD Scorer,player_touchdown,,245.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,,no_player_match,,,,,,,,,,,,,
draftkings,34118042,334613199.0,0QA334613199#2151928214_13L88808Q1-1216598181Q20,Cooper Kupp,,NFL,Anytime TD Scorer,player_touchdown,,260.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.125,0.08,16.0,,0.10250000000000001,,0.09742185024707439,,0.05426792461501766,,False,0.043153925632056736,
draftkings,34118042,334613199.0,0QA334613199#2151928224_13L88808Q1-1762786291Q20,Hunter Henry,,NFL,Anytime TD Scorer,player_touchdown,,275.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.4117647058823529,0.45,17.0,,0.4308823529411765,,0.35006463073827776,,0.05209720763041695,,False,0.29796742310786084,
draftkings,34118042,334613199.0,0QA334613199#2151928223_13L88808Q1-349638135Q20,Romeo Doubs,,NFL,Anytime TD Scorer,player_touchdown,,320.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.375,0.33,16.0,,0.35250000000000004,,0.29707143018928184,,0.046515363955729416,,False,0.2505560662335524,
draftkings,34118042,334613199.0,0QA334613199#2151928216_13L88808Q1-1094222466Q20,Rashid Shaheed,,NFL,Anytime TD Scorer,player_touchdown,,360.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.1111111111111111,0.0,18.0,,0.05555555555555555,,0.05404053109323459,,0.04247054969870947,,False,0.011569981394525121,
draftkings,34118042,334613199.0,0QA334613199#2151928226_13L88808Q1-725127430Q20,Drake Maye,,NFL,Anytime TD Scorer,player_touchdown,,450.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,passing_tds+rushing_tds+receiving_tds,estimated,2.0588235294117645,2.4000000000000004,17.0,,2.2294117647058824,,0.8924082992392952,,0.03552082338437519,,False,0.85688747585492,
draftkings,34118042,334613199.0,0QA334613199#2151928212_13L88808Q11707072676Q20,Emanuel Wilson,,NFL,Anytime TD Scorer,player_touchdown,,550.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.17647058823529413,0.0,17.0,,0.08823529411764706,,0.08445457107634469,,0.030056081325240548,,False,0.05439848975110414,
draftkings,34118042,334613199.0,0QA334613199#2151928231_13L88808Q1-2022653256Q20,,SEA Seahawks D/ST,NFL,Anytime TD Scorer,player_touchdown,,550.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,,no_player_match,,,,,,,,,,,,,
draftkings,34118042,334613199.0,0QA334613199#2151928232_14L88808Q11720647838Q20,,NE Patriots D/ST,NFL,Anytime TD Scorer,player_touchdown,,600.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T18:54:43.225945+00:00,,no_player_match,,,,,,,,,,,,,
