platform,source_event_id,source_market_id,source_selection_id,player_name,team,sport,stat_type,prop_category,line,over_american_odds,under_american_odds,game_id,game_start_time,status,pulled_at,resolved_stat_key,model_status,season_avg,recent_form,games_played,games_remaining,model_mean,model_sigma,prob_over,prob_under,implied_prob_over,implied_prob_under,implied_prob_includes_field_vig,edge_over,edge_under
draftkings,34118042,334612412.0,0QA334612412#2151925101_13L88808Q1-1063669179Q20,Rhamondre Stevenson,,NFL,2+ TDs,player_touchdown,,700.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T14:58:03.081222+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.6428571428571429,1.7499999999999998,14.0,,1.1964285714285714,,0.3360815191131882,,0.150732588268881,,False,0.18534893084430717,
draftkings,34118042,334612412.0,0QA334612412#2151924484_13L88808Q1627777345Q20,Jadarian Price,,NFL,2+ TDs,player_touchdown,,850.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T14:58:03.081222+00:00,,no_player_match,,,,,,,,,,,,,
draftkings,34118042,334612412.0,0QA334612412#2151924295_13L88808Q1491696445Q20,Jaxon Smith-Njigba,,NFL,2+ TDs,player_touchdown,,1000.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T14:58:03.081222+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.5882352941176471,0.36,17.0,,0.47411764705882353,,0.08245902591483362,,0.10962370055918619,,False,-0.02716467464435257,
draftkings,34118042,334612412.0,0QA334612412#2169981617_13L88808Q11605556466Q20,A.J. Brown,,NFL,2+ TDs,player_touchdown,,1300.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T14:58:03.081222+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.4666666666666667,0.36,15.0,,0.41333333333333333,,0.0651623047762474,,0.08613290758221771,,False,-0.02097060280597031,
draftkings,34118042,334612412.0,0QA334612412#2151924782_13L88808Q1-155115197Q20,George Holani,,NFL,2+ TDs,player_touchdown,,1400.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T14:58:03.081222+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.1,0.25,10.0,,0.175,,0.013638000596181366,,0.0803907137434032,,False,-0.06675271314722184,
draftkings,34118042,334612412.0,0QA334612412#2151924643_13L88808Q1-1758481335Q20,Cooper Kupp,,NFL,2+ TDs,player_touchdown,,2200.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T14:58:03.081222+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.125,0.08,16.0,,0.10250000000000001,,0.004907589897399506,,0.05242872635439339,,False,-0.047521136456993886,
draftkings,34118042,334612412.0,0QA334612412#2151924548_13L88808Q1-1777293312Q20,A.J. Barner,,NFL,2+ TDs,player_touchdown,,2200.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T14:58:03.081222+00:00,,no_player_match,,,,,,,,,,,,,
draftkings,34118042,334612412.0,0QA334612412#2151925232_13L88808Q11740203848Q20,Hunter Henry,,NFL,2+ TDs,player_touchdown,,2800.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T14:58:03.081222+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.4117647058823529,0.45,17.0,,0.4308823529411765,,0.0700189495710945,,0.04158140366038097,,False,0.028437545910713534,
draftkings,34118042,334612412.0,0QA334612412#2151925197_13L88808Q1652552487Q20,Romeo Doubs,,NFL,2+ TDs,player_touchdown,,2800.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T14:58:03.081222+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.375,0.33,16.0,,0.35250000000000004,,0.04928910933100367,,0.04158140366038097,,False,0.0077077056706226985,
draftkings,34118042,334612412.0,0QA334612412#2151924713_13L88808Q1153409926Q20,Rashid Shaheed,,NFL,2+ TDs,player_touchdown,,3500.0,,34118042,2026-09-10T00:20:00.0000000Z,,2026-09-09T14:58:03.081222+00:00,passing_tds+rushing_tds+receiving_tds,estimated,0.1111111111111111,0.0,18.0,,0.05555555555555555,,0.0014872272650809579,,0.033496130726418,,False,-0.03200890346133704,
