series_ticker,market_ticker,city_label,station_id,target_date,strike_type,floor_strike,cap_strike,yes_bid,yes_ask,no_bid,no_ask,forecast_kind,forecast_value_f,lead_days,model_sigma_f,sigma_source,model_prob_yes,model_status,pulled_at
KXHIGHTPHX,KXHIGHTPHX-26SEP24-T96,Phoenix High Temperature Daily,KPHX,2026-09-24,less,,96.0,0.55,0.58,0.42,0.45,max,99.0,0,1.85,real_measured,0.0526,estimated,2026-09-24T09:58:56.597003+00:00
KXHIGHTPHX,KXHIGHTPHX-26SEP24-T103,Phoenix High Temperature Daily,KPHX,2026-09-24,greater,103.0,,0.0,0.01,0.99,1.0,max,99.0,0,1.85,real_measured,0.0154,estimated,2026-09-24T09:58:56.597003+00:00
KXHIGHTPHX,KXHIGHTPHX-26SEP24-B98.5,Phoenix High Temperature Daily,KPHX,2026-09-24,between,98.0,99.0,0.11,0.14,0.86,0.89,max,99.0,0,1.85,real_measured,0.2054,estimated,2026-09-24T09:58:56.597003+00:00
KXHIGHTPHX,KXHIGHTPHX-26SEP24-B96.5,Phoenix High Temperature Daily,KPHX,2026-09-24,between,96.0,97.0,0.2,0.26,0.74,0.8,max,99.0,0,1.85,real_measured,0.0874,estimated,2026-09-24T09:58:56.597003+00:00
KXHIGHTPHX,KXHIGHTPHX-26SEP24-B102.5,Phoenix High Temperature Daily,KPHX,2026-09-24,between,102.0,103.0,0.02,0.03,0.97,0.98,max,99.0,0,1.85,real_measured,0.0372,estimated,2026-09-24T09:58:56.597003+00:00
KXHIGHTPHX,KXHIGHTPHX-26SEP24-B100.5,Phoenix High Temperature Daily,KPHX,2026-09-24,between,100.0,101.0,0.06,0.07,0.93,0.94,max,99.0,0,1.85,real_measured,0.1545,estimated,2026-09-24T09:58:56.597003+00:00
KXHIGHTHOU,KXHIGHTHOU-26SEP24-T99,Daily High Temperature Houston,KHOU,2026-09-24,greater,99.0,,0.0,0.01,0.99,1.0,max,95.0,0,1.85,real_measured,0.0154,estimated,2026-09-24T09:58:56.597003+00:00
KXHIGHTHOU,KXHIGHTHOU-26SEP24-T92,Daily High Temperature Houston,KHOU,2026-09-24,less,,92.0,0.01,0.02,0.98,0.99,max,95.0,0,1.85,real_measured,0.0526,estimated,2026-09-24T09:58:56.597003+00:00
KXHIGHTHOU,KXHIGHTHOU-26SEP24-B98.5,Daily High Temperature Houston,KHOU,2026-09-24,between,98.0,99.0,0.02,0.03,0.97,0.98,max,95.0,0,1.85,real_measured,0.0372,estimated,2026-09-24T09:58:56.597003+00:00
KXHIGHTHOU,KXHIGHTHOU-26SEP24-B96.5,Daily High Temperature Houston,KHOU,2026-09-24,between,96.0,97.0,0.28,0.29,0.71,0.72,max,95.0,0,1.85,real_measured,0.1545,estimated,2026-09-24T09:58:56.597003+00:00
KXHIGHTHOU,KXHIGHTHOU-26SEP24-B94.5,Daily High Temperature Houston,KHOU,2026-09-24,between,94.0,95.0,0.55,0.6,0.4,0.45,max,95.0,0,1.85,real_measured,0.2054,estimated,2026-09-24T09:58:56.597003+00:00
KXHIGHTHOU,KXHIGHTHOU-26SEP24-B92.5,Daily High Temperature Houston,KHOU,2026-09-24,between,92.0,93.0,0.08,0.11,0.89,0.92,max,95.0,0,1.85,real_measured,0.0874,estimated,2026-09-24T09:58:56.597003+00:00
KXLOWTSEA,KXLOWTSEA-26SEP24-T52,Low Temperature Seattle,KSEA,2026-09-24,greater,52.0,,0.06,0.16,0.84,0.94,min,50.0,0,1.85,real_measured,0.14,estimated,2026-09-24T09:58:56.597003+00:00
KXLOWTSEA,KXLOWTSEA-26SEP24-T45,Low Temperature Seattle,KSEA,2026-09-24,less,,45.0,0.0,0.02,0.98,1.0,min,50.0,0,1.85,real_measured,0.0035,estimated,2026-09-24T09:58:56.597003+00:00
KXLOWTSEA,KXLOWTSEA-26SEP24-B51.5,Low Temperature Seattle,KSEA,2026-09-24,between,51.0,52.0,0.54,0.65,0.35,0.46,min,50.0,0,1.85,real_measured,0.1545,estimated,2026-09-24T09:58:56.597003+00:00
KXLOWTSEA,KXLOWTSEA-26SEP24-B49.5,Low Temperature Seattle,KSEA,2026-09-24,between,49.0,50.0,0.29,0.4,0.6,0.71,min,50.0,0,1.85,real_measured,0.2054,estimated,2026-09-24T09:58:56.597003+00:00
KXLOWTSEA,KXLOWTSEA-26SEP24-B47.5,Low Temperature Seattle,KSEA,2026-09-24,between,47.0,48.0,0.01,0.05,0.95,0.99,min,50.0,0,1.85,real_measured,0.0874,estimated,2026-09-24T09:58:56.597003+00:00
KXLOWTSEA,KXLOWTSEA-26SEP24-B45.5,Low Temperature Seattle,KSEA,2026-09-24,between,45.0,46.0,0.01,0.03,0.97,0.99,min,50.0,0,1.85,real_measured,0.0119,estimated,2026-09-24T09:58:56.597003+00:00
KXHIGHDEN,KXHIGHDEN-26SEP24-T71,Highest temperature in Denver,KDEN,2026-09-24,greater,71.0,,0.73,0.74,0.26,0.27,max,75.0,0,1.85,real_measured,0.9846,estimated,2026-09-24T09:58:56.597003+00:00
KXHIGHDEN,KXHIGHDEN-26SEP24-T64,Highest temperature in Denver,KDEN,2026-09-24,less,,64.0,0.01,0.02,0.98,0.99,max,75.0,0,1.85,real_measured,0.0,estimated,2026-09-24T09:58:56.597003+00:00
KXHIGHDEN,KXHIGHDEN-26SEP24-B70.5,Highest temperature in Denver,KDEN,2026-09-24,between,70.0,71.0,0.16,0.18,0.82,0.84,max,75.0,0,1.85,real_measured,0.0119,estimated,2026-09-24T09:58:56.597003+00:00
KXHIGHDEN,KXHIGHDEN-26SEP24-B68.5,Highest temperature in Denver,KDEN,2026-09-24,between,68.0,69.0,0.09,0.1,0.9,0.91,max,75.0,0,1.85,real_measured,0.0005,estimated,2026-09-24T09:58:56.597003+00:00
KXHIGHDEN,KXHIGHDEN-26SEP24-B66.5,Highest temperature in Denver,KDEN,2026-09-24,between,66.0,67.0,0.01,0.03,0.97,0.99,max,75.0,0,1.85,real_measured,0.0,estimated,2026-09-24T09:58:56.597003+00:00
KXHIGHDEN,KXHIGHDEN-26SEP24-B64.5,Highest temperature in Denver,KDEN,2026-09-24,between,64.0,65.0,0.01,0.02,0.98,0.99,max,75.0,0,1.85,real_measured,0.0,estimated,2026-09-24T09:58:56.597003+00:00
KXLOWTAUS,KXLOWTAUS-26SEP24-T77,Lowest temperature in Austin,KAUS,2026-09-24,greater,77.0,,0.0,0.01,0.99,1.0,min,74.0,0,1.85,real_measured,0.0526,estimated,2026-09-24T09:58:56.597003+00:00
