series_ticker,market_ticker,city_label,station_id,target_date,strike_type,floor_strike,cap_strike,yes_bid,yes_ask,no_bid,no_ask,forecast_kind,forecast_value_f,lead_days,model_sigma_f,sigma_source,model_prob_yes,model_status,pulled_at
KXLOWTSAN,KXLOWTSAN-26SEP25-T71,Low Temperature San Diego,KSAN,2026-09-25,greater,71.0,,0.0,0.01,0.99,1.0,min,70.0,0,1.85,real_measured,0.2946,estimated,2026-09-25T10:11:58.273685+00:00
KXLOWTSAN,KXLOWTSAN-26SEP25-T64,Low Temperature San Diego,KSAN,2026-09-25,less,,64.0,0.01,0.1,0.9,0.99,min,70.0,0,1.85,real_measured,0.0006,estimated,2026-09-25T10:11:58.273685+00:00
KXLOWTSAN,KXLOWTSAN-26SEP25-B70.5,Low Temperature San Diego,KSAN,2026-09-25,between,70.0,71.0,0.0,0.01,0.99,1.0,min,70.0,0,1.85,real_measured,0.2054,estimated,2026-09-25T10:11:58.273685+00:00
KXLOWTSAN,KXLOWTSAN-26SEP25-B68.5,Low Temperature San Diego,KSAN,2026-09-25,between,68.0,69.0,0.58,0.69,0.31,0.42,min,70.0,0,1.85,real_measured,0.1545,estimated,2026-09-25T10:11:58.273685+00:00
KXLOWTSAN,KXLOWTSAN-26SEP25-B66.5,Low Temperature San Diego,KSAN,2026-09-25,between,66.0,67.0,0.28,0.43,0.57,0.72,min,70.0,0,1.85,real_measured,0.0372,estimated,2026-09-25T10:11:58.273685+00:00
KXLOWTSAN,KXLOWTSAN-26SEP25-B64.5,Low Temperature San Diego,KSAN,2026-09-25,between,64.0,65.0,0.02,0.08,0.92,0.98,min,70.0,0,1.85,real_measured,0.0029,estimated,2026-09-25T10:11:58.273685+00:00
KXLOWTBOS,KXLOWTBOS-26SEP25-T57,Low Temperature Boston,KBOS,2026-09-25,greater,57.0,,0.0,0.01,0.99,1.0,min,55.0,0,1.85,real_measured,0.14,estimated,2026-09-25T10:11:58.273685+00:00
KXLOWTBOS,KXLOWTBOS-26SEP25-T50,Low Temperature Boston,KBOS,2026-09-25,less,,50.0,0.07,0.34,0.66,0.93,min,55.0,0,1.85,real_measured,0.0035,estimated,2026-09-25T10:11:58.273685+00:00
KXLOWTBOS,KXLOWTBOS-26SEP25-B56.5,Low Temperature Boston,KBOS,2026-09-25,between,56.0,57.0,0.0,0.01,0.99,1.0,min,55.0,0,1.85,real_measured,0.1545,estimated,2026-09-25T10:11:58.273685+00:00
KXLOWTBOS,KXLOWTBOS-26SEP25-B54.5,Low Temperature Boston,KBOS,2026-09-25,between,54.0,55.0,0.0,0.01,0.99,1.0,min,55.0,0,1.85,real_measured,0.2054,estimated,2026-09-25T10:11:58.273685+00:00
