series_ticker,market_ticker,city_label,station_id,target_date,strike_type,floor_strike,cap_strike,yes_bid,yes_ask,no_bid,no_ask,forecast_kind,forecast_value_f,lead_days,model_sigma_f,sigma_source,model_prob_yes,model_status,pulled_at
KXLOWTOKC,KXLOWTOKC-26SEP24-T67,Low Temperature Oklahoma City,KOKC,2026-09-24,greater,67.0,,0.66,0.77,0.23,0.34,min,67.0,0,1.85,real_measured,0.5,estimated,2026-09-24T01:23:25.470894+00:00
KXLOWTOKC,KXLOWTOKC-26SEP24-T60,Low Temperature Oklahoma City,KOKC,2026-09-24,less,,60.0,0.0,0.02,0.98,1.0,min,67.0,0,1.85,real_measured,0.0001,estimated,2026-09-24T01:23:25.470894+00:00
KXLOWTOKC,KXLOWTOKC-26SEP24-B66.5,Low Temperature Oklahoma City,KOKC,2026-09-24,between,66.0,67.0,0.15,0.23,0.77,0.85,min,67.0,0,1.85,real_measured,0.2054,estimated,2026-09-24T01:23:25.470894+00:00
KXLOWTOKC,KXLOWTOKC-26SEP24-B64.5,Low Temperature Oklahoma City,KOKC,2026-09-24,between,64.0,65.0,0.07,0.13,0.87,0.93,min,67.0,0,1.85,real_measured,0.0874,estimated,2026-09-24T01:23:25.470894+00:00
KXLOWTOKC,KXLOWTOKC-26SEP24-B62.5,Low Temperature Oklahoma City,KOKC,2026-09-24,between,62.0,63.0,0.0,0.02,0.98,1.0,min,67.0,0,1.85,real_measured,0.0119,estimated,2026-09-24T01:23:25.470894+00:00
KXLOWTOKC,KXLOWTOKC-26SEP24-B60.5,Low Temperature Oklahoma City,KOKC,2026-09-24,between,60.0,61.0,0.0,0.02,0.98,1.0,min,67.0,0,1.85,real_measured,0.0005,estimated,2026-09-24T01:23:25.470894+00:00
KXLOWTOKC,KXLOWTOKC-26SEP23-T63,Low Temperature Oklahoma City,KOKC,2026-09-23,greater,63.0,,0.99,1.0,0.0,0.01,min,,-1,,,,target_date_passed,2026-09-24T01:23:25.470894+00:00
KXLOWTOKC,KXLOWTOKC-26SEP23-T56,Low Temperature Oklahoma City,KOKC,2026-09-23,less,,56.0,0.0,0.01,0.99,1.0,min,,-1,,,,target_date_passed,2026-09-24T01:23:25.470894+00:00
KXLOWTOKC,KXLOWTOKC-26SEP23-B62.5,Low Temperature Oklahoma City,KOKC,2026-09-23,between,62.0,63.0,0.0,0.01,0.99,1.0,min,,-1,,,,target_date_passed,2026-09-24T01:23:25.470894+00:00
KXLOWTOKC,KXLOWTOKC-26SEP23-B60.5,Low Temperature Oklahoma City,KOKC,2026-09-23,between,60.0,61.0,0.0,0.01,0.99,1.0,min,,-1,,,,target_date_passed,2026-09-24T01:23:25.470894+00:00
KXLOWTOKC,KXLOWTOKC-26SEP23-B58.5,Low Temperature Oklahoma City,KOKC,2026-09-23,between,58.0,59.0,0.0,0.01,0.99,1.0,min,,-1,,,,target_date_passed,2026-09-24T01:23:25.470894+00:00
KXLOWTOKC,KXLOWTOKC-26SEP23-B56.5,Low Temperature Oklahoma City,KOKC,2026-09-23,between,56.0,57.0,0.0,0.01,0.99,1.0,min,,-1,,,,target_date_passed,2026-09-24T01:23:25.470894+00:00
KXLOWTNYC,KXLOWTNYC-26SEP24-T57,Lowest temperature in NYC,KNYC,2026-09-24,greater,57.0,,0.0,0.02,0.98,1.0,min,52.0,0,1.85,real_measured,0.0035,estimated,2026-09-24T01:23:25.470894+00:00
KXLOWTNYC,KXLOWTNYC-26SEP24-T50,Lowest temperature in NYC,KNYC,2026-09-24,less,,50.0,0.06,0.13,0.87,0.94,min,52.0,0,1.85,real_measured,0.14,estimated,2026-09-24T01:23:25.470894+00:00
KXLOWTNYC,KXLOWTNYC-26SEP24-B56.5,Lowest temperature in NYC,KNYC,2026-09-24,between,56.0,57.0,0.01,0.06,0.94,0.99,min,52.0,0,1.85,real_measured,0.0119,estimated,2026-09-24T01:23:25.470894+00:00
KXLOWTNYC,KXLOWTNYC-26SEP24-B54.5,Lowest temperature in NYC,KNYC,2026-09-24,between,54.0,55.0,0.06,0.17,0.83,0.94,min,52.0,0,1.85,real_measured,0.0874,estimated,2026-09-24T01:23:25.470894+00:00
KXLOWTNYC,KXLOWTNYC-26SEP24-B52.5,Lowest temperature in NYC,KNYC,2026-09-24,between,52.0,53.0,0.4,0.56,0.44,0.6,min,52.0,0,1.85,real_measured,0.2054,estimated,2026-09-24T01:23:25.470894+00:00
KXLOWTNYC,KXLOWTNYC-26SEP24-B50.5,Lowest temperature in NYC,KNYC,2026-09-24,between,50.0,51.0,0.16,0.29,0.71,0.84,min,52.0,0,1.85,real_measured,0.1545,estimated,2026-09-24T01:23:25.470894+00:00
KXLOWTNYC,KXLOWTNYC-26SEP23-T57,Lowest temperature in NYC,KNYC,2026-09-23,greater,57.0,,0.0,0.01,0.99,1.0,min,,-1,,,,target_date_passed,2026-09-24T01:23:25.470894+00:00
KXLOWTNYC,KXLOWTNYC-26SEP23-T50,Lowest temperature in NYC,KNYC,2026-09-23,less,,50.0,0.0,0.03,0.97,1.0,min,,-1,,,,target_date_passed,2026-09-24T01:23:25.470894+00:00
KXLOWTNYC,KXLOWTNYC-26SEP23-B56.5,Lowest temperature in NYC,KNYC,2026-09-23,between,56.0,57.0,0.0,0.03,0.97,1.0,min,,-1,,,,target_date_passed,2026-09-24T01:23:25.470894+00:00
KXLOWTNYC,KXLOWTNYC-26SEP23-B54.5,Lowest temperature in NYC,KNYC,2026-09-23,between,54.0,55.0,0.92,0.98,0.02,0.08,min,,-1,,,,target_date_passed,2026-09-24T01:23:25.470894+00:00
KXLOWTNYC,KXLOWTNYC-26SEP23-B52.5,Lowest temperature in NYC,KNYC,2026-09-23,between,52.0,53.0,0.03,0.1,0.9,0.97,min,,-1,,,,target_date_passed,2026-09-24T01:23:25.470894+00:00
KXLOWTNYC,KXLOWTNYC-26SEP23-B50.5,Lowest temperature in NYC,KNYC,2026-09-23,between,50.0,51.0,0.0,0.03,0.97,1.0,min,,-1,,,,target_date_passed,2026-09-24T01:23:25.470894+00:00
KXLOWTSATX,KXLOWTSATX-26SEP24-T77,Lowest Temperature SATX,KSAT,2026-09-24,greater,77.0,,0.02,0.11,0.89,0.98,min,76.0,0,1.85,real_measured,0.2946,estimated,2026-09-24T01:23:25.470894+00:00
KXLOWTSATX,KXLOWTSATX-26SEP24-T70,Lowest Temperature SATX,KSAT,2026-09-24,less,,70.0,0.0,0.01,0.99,1.0,min,76.0,0,1.85,real_measured,0.0006,estimated,2026-09-24T01:23:25.470894+00:00
KXLOWTSATX,KXLOWTSATX-26SEP24-B76.5,Lowest Temperature SATX,KSAT,2026-09-24,between,76.0,77.0,0.62,0.64,0.36,0.38,min,76.0,0,1.85,real_measured,0.2054,estimated,2026-09-24T01:23:25.470894+00:00
KXLOWTSATX,KXLOWTSATX-26SEP24-B74.5,Lowest Temperature SATX,KSAT,2026-09-24,between,74.0,75.0,0.26,0.37,0.63,0.74,min,76.0,0,1.85,real_measured,0.1545,estimated,2026-09-24T01:23:25.470894+00:00
KXLOWTSATX,KXLOWTSATX-26SEP24-B72.5,Lowest Temperature SATX,KSAT,2026-09-24,between,72.0,73.0,0.02,0.04,0.96,0.98,min,76.0,0,1.85,real_measured,0.0372,estimated,2026-09-24T01:23:25.470894+00:00
KXLOWTSATX,KXLOWTSATX-26SEP24-B70.5,Lowest Temperature SATX,KSAT,2026-09-24,between,70.0,71.0,0.0,0.06,0.94,1.0,min,76.0,0,1.85,real_measured,0.0029,estimated,2026-09-24T01:23:25.470894+00:00
KXLOWTSATX,KXLOWTSATX-26SEP23-T77,Lowest Temperature SATX,KSAT,2026-09-23,greater,77.0,,0.0,0.01,0.99,1.0,min,,-1,,,,target_date_passed,2026-09-24T01:23:25.470894+00:00
KXLOWTSATX,KXLOWTSATX-26SEP23-T70,Lowest Temperature SATX,KSAT,2026-09-23,less,,70.0,0.0,0.07,0.93,1.0,min,,-1,,,,target_date_passed,2026-09-24T01:23:25.470894+00:00
KXLOWTSATX,KXLOWTSATX-26SEP23-B76.5,Lowest Temperature SATX,KSAT,2026-09-23,between,76.0,77.0,0.0,0.02,0.98,1.0,min,,-1,,,,target_date_passed,2026-09-24T01:23:25.470894+00:00
