series_ticker,market_ticker,city_label,station_id,target_date,strike_type,floor_strike,cap_strike,yes_bid,yes_ask,no_bid,no_ask,forecast_kind,forecast_value_f,lead_days,model_sigma_f,sigma_source,model_prob_yes,model_status,pulled_at
KXLOWTHOU,KXLOWTHOU-26SEP19-T77,Low Temperature Houston,KHOU,2026-09-19,greater,77.0,,0.0,0.01,0.99,1.0,min,76.0,0,1.92,real_measured,0.3015,estimated,2026-09-19T09:29:01.574637+00:00
KXLOWTHOU,KXLOWTHOU-26SEP19-T70,Low Temperature Houston,KHOU,2026-09-19,less,,70.0,0.0,0.03,0.97,1.0,min,76.0,0,1.92,real_measured,0.0009,estimated,2026-09-19T09:29:01.574637+00:00
KXLOWTHOU,KXLOWTHOU-26SEP19-B76.5,Low Temperature Houston,KHOU,2026-09-19,between,76.0,77.0,0.5,0.62,0.38,0.5,min,76.0,0,1.92,real_measured,0.1985,estimated,2026-09-19T09:29:01.574637+00:00
KXLOWTHOU,KXLOWTHOU-26SEP19-B74.5,Low Temperature Houston,KHOU,2026-09-19,between,74.0,75.0,0.38,0.44,0.56,0.62,min,76.0,0,1.92,real_measured,0.1524,estimated,2026-09-19T09:29:01.574637+00:00
KXLOWTHOU,KXLOWTHOU-26SEP19-B72.5,Low Temperature Houston,KHOU,2026-09-19,between,72.0,73.0,0.03,0.11,0.89,0.97,min,76.0,0,1.92,real_measured,0.0406,estimated,2026-09-19T09:29:01.574637+00:00
KXLOWTHOU,KXLOWTHOU-26SEP19-B70.5,Low Temperature Houston,KHOU,2026-09-19,between,70.0,71.0,0.01,0.04,0.96,0.99,min,76.0,0,1.92,real_measured,0.0038,estimated,2026-09-19T09:29:01.574637+00:00
KXHIGHTDAL,KXHIGHTDAL-26SEP19-T97,Dallas Maximum Temperature,KDFW,2026-09-19,less,,97.0,0.18,0.2,0.8,0.82,max,98.0,0,1.92,real_measured,0.3015,estimated,2026-09-19T09:29:01.574637+00:00
KXHIGHTDAL,KXHIGHTDAL-26SEP19-T104,Dallas Maximum Temperature,KDFW,2026-09-19,greater,104.0,,0.0,0.01,0.99,1.0,max,98.0,0,1.92,real_measured,0.0009,estimated,2026-09-19T09:29:01.574637+00:00
KXHIGHTDAL,KXHIGHTDAL-26SEP19-B99.5,Dallas Maximum Temperature,KDFW,2026-09-19,between,99.0,100.0,0.16,0.17,0.83,0.84,max,98.0,0,1.92,real_measured,0.1524,estimated,2026-09-19T09:29:01.574637+00:00
KXHIGHTDAL,KXHIGHTDAL-26SEP19-B97.5,Dallas Maximum Temperature,KDFW,2026-09-19,between,97.0,98.0,0.61,0.64,0.36,0.39,max,98.0,0,1.92,real_measured,0.1985,estimated,2026-09-19T09:29:01.574637+00:00
KXHIGHTDAL,KXHIGHTDAL-26SEP19-B103.5,Dallas Maximum Temperature,KDFW,2026-09-19,between,103.0,104.0,0.0,0.01,0.99,1.0,max,98.0,0,1.92,real_measured,0.0038,estimated,2026-09-19T09:29:01.574637+00:00
KXHIGHTDAL,KXHIGHTDAL-26SEP19-B101.5,Dallas Maximum Temperature,KDFW,2026-09-19,between,101.0,102.0,0.01,0.02,0.98,0.99,max,98.0,0,1.92,real_measured,0.0406,estimated,2026-09-19T09:29:01.574637+00:00
KXLOWTSAN,KXLOWTSAN-26SEP19-T65,Low Temperature San Diego,KSAN,2026-09-19,greater,65.0,,0.51,0.68,0.32,0.49,min,65.0,0,1.92,real_measured,0.5,estimated,2026-09-19T09:29:01.574637+00:00
KXLOWTSAN,KXLOWTSAN-26SEP19-T58,Low Temperature San Diego,KSAN,2026-09-19,less,,58.0,0.0,0.1,0.9,1.0,min,65.0,0,1.92,real_measured,0.0001,estimated,2026-09-19T09:29:01.574637+00:00
KXLOWTSAN,KXLOWTSAN-26SEP19-B64.5,Low Temperature San Diego,KSAN,2026-09-19,between,64.0,65.0,0.03,0.29,0.71,0.97,min,65.0,0,1.92,real_measured,0.1985,estimated,2026-09-19T09:29:01.574637+00:00
KXLOWTSAN,KXLOWTSAN-26SEP19-B62.5,Low Temperature San Diego,KSAN,2026-09-19,between,62.0,63.0,0.02,0.1,0.9,0.98,min,65.0,0,1.92,real_measured,0.0898,estimated,2026-09-19T09:29:01.574637+00:00
KXLOWTSAN,KXLOWTSAN-26SEP19-B60.5,Low Temperature San Diego,KSAN,2026-09-19,between,60.0,61.0,0.0,0.04,0.96,1.0,min,65.0,0,1.92,real_measured,0.0141,estimated,2026-09-19T09:29:01.574637+00:00
KXLOWTSAN,KXLOWTSAN-26SEP19-B58.5,Low Temperature San Diego,KSAN,2026-09-19,between,58.0,59.0,0.0,0.04,0.96,1.0,min,65.0,0,1.92,real_measured,0.0008,estimated,2026-09-19T09:29:01.574637+00:00
KXHIGHTHOU,KXHIGHTHOU-26SEP19-T99,Daily High Temperature Houston,KHOU,2026-09-19,greater,99.0,,0.0,0.01,0.99,1.0,max,94.0,0,1.92,real_measured,0.0047,estimated,2026-09-19T09:29:01.574637+00:00
