series_ticker,market_ticker,city_label,station_id,target_date,strike_type,floor_strike,cap_strike,yes_bid,yes_ask,no_bid,no_ask,forecast_kind,forecast_value_f,lead_days,model_sigma_f,sigma_source,model_prob_yes,model_status,pulled_at
KXLOWTEWR,KXLOWTEWR-26SEP21-T61,"Newark, NJ (EWR) Daily Low Temp",KEWR,2026-09-21,greater,61.0,,0.18,0.36,0.64,0.82,min,60.0,1,1.73,real_measured,0.2813,estimated,2026-09-20T14:43:18.684852+00:00
KXLOWTEWR,KXLOWTEWR-26SEP21-T54,"Newark, NJ (EWR) Daily Low Temp",KEWR,2026-09-21,less,,54.0,0.01,0.1,0.9,0.99,min,60.0,1,1.73,real_measured,0.0003,estimated,2026-09-20T14:43:18.684852+00:00
KXLOWTEWR,KXLOWTEWR-26SEP21-B60.5,"Newark, NJ (EWR) Daily Low Temp",KEWR,2026-09-21,between,60.0,61.0,0.23,0.41,0.59,0.77,min,60.0,1,1.73,real_measured,0.2187,estimated,2026-09-20T14:43:18.684852+00:00
KXLOWTEWR,KXLOWTEWR-26SEP21-B58.5,"Newark, NJ (EWR) Daily Low Temp",KEWR,2026-09-21,between,58.0,59.0,0.16,0.31,0.69,0.84,min,60.0,1,1.73,real_measured,0.1579,estimated,2026-09-20T14:43:18.684852+00:00
KXLOWTEWR,KXLOWTEWR-26SEP21-B56.5,"Newark, NJ (EWR) Daily Low Temp",KEWR,2026-09-21,between,56.0,57.0,0.04,0.22,0.78,0.96,min,60.0,1,1.73,real_measured,0.0309,estimated,2026-09-20T14:43:18.684852+00:00
KXLOWTEWR,KXLOWTEWR-26SEP21-B54.5,"Newark, NJ (EWR) Daily Low Temp",KEWR,2026-09-21,between,54.0,55.0,0.01,0.11,0.89,0.99,min,60.0,1,1.73,real_measured,0.0016,estimated,2026-09-20T14:43:18.684852+00:00
KXLOWTEWR,KXLOWTEWR-26SEP20-T63,"Newark, NJ (EWR) Daily Low Temp",KEWR,2026-09-20,greater,63.0,,0.94,0.99,0.01,0.06,min,62.0,0,1.84,real_measured,0.2934,estimated,2026-09-20T14:43:18.684852+00:00
KXLOWTEWR,KXLOWTEWR-26SEP20-T56,"Newark, NJ (EWR) Daily Low Temp",KEWR,2026-09-20,less,,56.0,0.0,0.07,0.93,1.0,min,62.0,0,1.84,real_measured,0.0006,estimated,2026-09-20T14:43:18.684852+00:00
KXLOWTEWR,KXLOWTEWR-26SEP20-B62.5,"Newark, NJ (EWR) Daily Low Temp",KEWR,2026-09-20,between,62.0,63.0,0.01,0.04,0.96,0.99,min,62.0,0,1.84,real_measured,0.2066,estimated,2026-09-20T14:43:18.684852+00:00
KXLOWTEWR,KXLOWTEWR-26SEP20-B60.5,"Newark, NJ (EWR) Daily Low Temp",KEWR,2026-09-20,between,60.0,61.0,0.0,0.1,0.9,1.0,min,62.0,0,1.84,real_measured,0.1549,estimated,2026-09-20T14:43:18.684852+00:00
KXLOWTEWR,KXLOWTEWR-26SEP20-B58.5,"Newark, NJ (EWR) Daily Low Temp",KEWR,2026-09-20,between,58.0,59.0,0.0,0.1,0.9,1.0,min,62.0,0,1.84,real_measured,0.0367,estimated,2026-09-20T14:43:18.684852+00:00
KXLOWTEWR,KXLOWTEWR-26SEP20-B56.5,"Newark, NJ (EWR) Daily Low Temp",KEWR,2026-09-20,between,56.0,57.0,0.0,0.09,0.91,1.0,min,62.0,0,1.84,real_measured,0.0027,estimated,2026-09-20T14:43:18.684852+00:00
KXHIGHTSATX,KXHIGHTSATX-26SEP21-T96,San Antonio Daily Maximum Temperature,KSAT,2026-09-21,less,,96.0,0.36,0.44,0.56,0.64,max,98.0,1,1.73,real_measured,0.1234,estimated,2026-09-20T14:43:18.684852+00:00
KXHIGHTSATX,KXHIGHTSATX-26SEP21-T103,San Antonio Daily Maximum Temperature,KSAT,2026-09-21,greater,103.0,,0.0,0.01,0.99,1.0,max,98.0,1,1.73,real_measured,0.0019,estimated,2026-09-20T14:43:18.684852+00:00
KXHIGHTSATX,KXHIGHTSATX-26SEP21-B98.5,San Antonio Daily Maximum Temperature,KSAT,2026-09-21,between,98.0,99.0,0.09,0.2,0.8,0.91,max,98.0,1,1.73,real_measured,0.2187,estimated,2026-09-20T14:43:18.684852+00:00
KXHIGHTSATX,KXHIGHTSATX-26SEP21-B96.5,San Antonio Daily Maximum Temperature,KSAT,2026-09-21,between,96.0,97.0,0.38,0.45,0.55,0.62,max,98.0,1,1.73,real_measured,0.1579,estimated,2026-09-20T14:43:18.684852+00:00
KXHIGHTSATX,KXHIGHTSATX-26SEP21-B102.5,San Antonio Daily Maximum Temperature,KSAT,2026-09-21,between,102.0,103.0,0.02,0.03,0.97,0.98,max,98.0,1,1.73,real_measured,0.0084,estimated,2026-09-20T14:43:18.684852+00:00
KXHIGHTSATX,KXHIGHTSATX-26SEP21-B100.5,San Antonio Daily Maximum Temperature,KSAT,2026-09-21,between,100.0,101.0,0.03,0.08,0.92,0.97,max,98.0,1,1.73,real_measured,0.0822,estimated,2026-09-20T14:43:18.684852+00:00
KXHIGHTSATX,KXHIGHTSATX-26SEP20-T96,San Antonio Daily Maximum Temperature,KSAT,2026-09-20,less,,96.0,0.66,0.71,0.29,0.34,max,97.0,0,1.84,real_measured,0.2934,estimated,2026-09-20T14:43:18.684852+00:00
KXHIGHTSATX,KXHIGHTSATX-26SEP20-T103,San Antonio Daily Maximum Temperature,KSAT,2026-09-20,greater,103.0,,0.0,0.01,0.99,1.0,max,97.0,0,1.84,real_measured,0.0006,estimated,2026-09-20T14:43:18.684852+00:00
