series_ticker,market_ticker,city_label,station_id,target_date,strike_type,floor_strike,cap_strike,yes_bid,yes_ask,no_bid,no_ask,forecast_kind,forecast_value_f,lead_days,model_sigma_f,sigma_source,model_prob_yes,model_status,pulled_at
KXLOWTSEA,KXLOWTSEA-26SEP14-T55,Low Temperature Seattle,KSEA,2026-09-14,greater,55.0,,0.2,0.29,0.71,0.8,min,54.0,0,1.98,real_measured,0.3069,estimated,2026-09-14T01:04:33.724550+00:00
KXLOWTSEA,KXLOWTSEA-26SEP14-T48,Low Temperature Seattle,KSEA,2026-09-14,less,,48.0,0.0,0.01,0.99,1.0,min,54.0,0,1.98,real_measured,0.0012,estimated,2026-09-14T01:04:33.724550+00:00
KXLOWTSEA,KXLOWTSEA-26SEP14-B54.5,Low Temperature Seattle,KSEA,2026-09-14,between,54.0,55.0,0.47,0.55,0.45,0.53,min,54.0,0,1.98,real_measured,0.1931,estimated,2026-09-14T01:04:33.724550+00:00
KXLOWTSEA,KXLOWTSEA-26SEP14-B52.5,Low Temperature Seattle,KSEA,2026-09-14,between,52.0,53.0,0.2,0.28,0.72,0.8,min,54.0,0,1.98,real_measured,0.1505,estimated,2026-09-14T01:04:33.724550+00:00
KXLOWTSEA,KXLOWTSEA-26SEP14-B50.5,Low Temperature Seattle,KSEA,2026-09-14,between,50.0,51.0,0.03,0.17,0.83,0.97,min,54.0,0,1.98,real_measured,0.0433,estimated,2026-09-14T01:04:33.724550+00:00
KXLOWTSEA,KXLOWTSEA-26SEP14-B48.5,Low Temperature Seattle,KSEA,2026-09-14,between,48.0,49.0,0.0,0.02,0.98,1.0,min,54.0,0,1.98,real_measured,0.0046,estimated,2026-09-14T01:04:33.724550+00:00
KXLOWTSEA,KXLOWTSEA-26SEP13-T55,Low Temperature Seattle,KSEA,2026-09-13,greater,55.0,,0.0,0.01,0.99,1.0,min,,-1,,,,target_date_passed,2026-09-14T01:04:33.724550+00:00
KXLOWTSEA,KXLOWTSEA-26SEP13-T48,Low Temperature Seattle,KSEA,2026-09-13,less,,48.0,0.0,0.01,0.99,1.0,min,,-1,,,,target_date_passed,2026-09-14T01:04:33.724550+00:00
KXLOWTSEA,KXLOWTSEA-26SEP13-B54.5,Low Temperature Seattle,KSEA,2026-09-13,between,54.0,55.0,0.89,0.98,0.02,0.11,min,,-1,,,,target_date_passed,2026-09-14T01:04:33.724550+00:00
KXLOWTSEA,KXLOWTSEA-26SEP13-B52.5,Low Temperature Seattle,KSEA,2026-09-13,between,52.0,53.0,0.03,0.11,0.89,0.97,min,,-1,,,,target_date_passed,2026-09-14T01:04:33.724550+00:00
KXLOWTSEA,KXLOWTSEA-26SEP13-B50.5,Low Temperature Seattle,KSEA,2026-09-13,between,50.0,51.0,0.0,0.01,0.99,1.0,min,,-1,,,,target_date_passed,2026-09-14T01:04:33.724550+00:00
KXLOWTSEA,KXLOWTSEA-26SEP13-B48.5,Low Temperature Seattle,KSEA,2026-09-13,between,48.0,49.0,0.0,0.01,0.99,1.0,min,,-1,,,,target_date_passed,2026-09-14T01:04:33.724550+00:00
KXLOWTCHI,KXLOWTCHI-26SEP14-T57,Lowest Temperature Chicago,KMDW,2026-09-14,greater,57.0,,0.03,0.2,0.8,0.97,min,55.0,0,1.98,real_measured,0.1564,estimated,2026-09-14T01:04:33.724550+00:00
KXLOWTCHI,KXLOWTCHI-26SEP14-T50,Lowest Temperature Chicago,KMDW,2026-09-14,less,,50.0,0.0,0.01,0.99,1.0,min,55.0,0,1.98,real_measured,0.0058,estimated,2026-09-14T01:04:33.724550+00:00
KXLOWTCHI,KXLOWTCHI-26SEP14-B56.5,Lowest Temperature Chicago,KMDW,2026-09-14,between,56.0,57.0,0.5,0.59,0.41,0.5,min,55.0,0,1.98,real_measured,0.1505,estimated,2026-09-14T01:04:33.724550+00:00
KXLOWTCHI,KXLOWTCHI-26SEP14-B54.5,Lowest Temperature Chicago,KMDW,2026-09-14,between,54.0,55.0,0.27,0.34,0.66,0.73,min,55.0,0,1.98,real_measured,0.1931,estimated,2026-09-14T01:04:33.724550+00:00
KXLOWTCHI,KXLOWTCHI-26SEP14-B52.5,Lowest Temperature Chicago,KMDW,2026-09-14,between,52.0,53.0,0.06,0.07,0.93,0.94,min,55.0,0,1.98,real_measured,0.0914,estimated,2026-09-14T01:04:33.724550+00:00
KXLOWTCHI,KXLOWTCHI-26SEP14-B50.5,Lowest Temperature Chicago,KMDW,2026-09-14,between,50.0,51.0,0.0,0.03,0.97,1.0,min,55.0,0,1.98,real_measured,0.0159,estimated,2026-09-14T01:04:33.724550+00:00
KXLOWTCHI,KXLOWTCHI-26SEP13-T64,Lowest Temperature Chicago,KMDW,2026-09-13,greater,64.0,,0.0,0.01,0.99,1.0,min,,-1,,,,target_date_passed,2026-09-14T01:04:33.724550+00:00
KXLOWTCHI,KXLOWTCHI-26SEP13-T57,Lowest Temperature Chicago,KMDW,2026-09-13,less,,57.0,0.02,0.08,0.92,0.98,min,,-1,,,,target_date_passed,2026-09-14T01:04:33.724550+00:00
KXLOWTCHI,KXLOWTCHI-26SEP13-B63.5,Lowest Temperature Chicago,KMDW,2026-09-13,between,63.0,64.0,0.0,0.01,0.99,1.0,min,,-1,,,,target_date_passed,2026-09-14T01:04:33.724550+00:00
KXLOWTCHI,KXLOWTCHI-26SEP13-B61.5,Lowest Temperature Chicago,KMDW,2026-09-13,between,61.0,62.0,0.03,0.21,0.79,0.97,min,,-1,,,,target_date_passed,2026-09-14T01:04:33.724550+00:00
KXLOWTCHI,KXLOWTCHI-26SEP13-B59.5,Lowest Temperature Chicago,KMDW,2026-09-13,between,59.0,60.0,0.4,0.72,0.28,0.6,min,,-1,,,,target_date_passed,2026-09-14T01:04:33.724550+00:00
KXLOWTCHI,KXLOWTCHI-26SEP13-B57.5,Lowest Temperature Chicago,KMDW,2026-09-13,between,57.0,58.0,0.26,0.35,0.65,0.74,min,,-1,,,,target_date_passed,2026-09-14T01:04:33.724550+00:00
KXLOWTDC,KXLOWTDC-26SEP14-T66,Lowest Temperature DC ,KDCA,2026-09-14,greater,66.0,,0.01,0.12,0.88,0.99,min,70.0,0,1.98,real_measured,0.9782,estimated,2026-09-14T01:04:33.724550+00:00
KXLOWTDC,KXLOWTDC-26SEP14-T59,Lowest Temperature DC ,KDCA,2026-09-14,less,,59.0,0.0,0.01,0.99,1.0,min,70.0,0,1.98,real_measured,0.0,estimated,2026-09-14T01:04:33.724550+00:00
KXLOWTDC,KXLOWTDC-26SEP14-B65.5,Lowest Temperature DC ,KDCA,2026-09-14,between,65.0,66.0,0.26,0.34,0.66,0.74,min,70.0,0,1.98,real_measured,0.0159,estimated,2026-09-14T01:04:33.724550+00:00
KXLOWTDC,KXLOWTDC-26SEP14-B63.5,Lowest Temperature DC ,KDCA,2026-09-14,between,63.0,64.0,0.39,0.43,0.57,0.61,min,70.0,0,1.98,real_measured,0.001,estimated,2026-09-14T01:04:33.724550+00:00
KXLOWTDC,KXLOWTDC-26SEP14-B61.5,Lowest Temperature DC ,KDCA,2026-09-14,between,61.0,62.0,0.04,0.1,0.9,0.96,min,70.0,0,1.98,real_measured,0.0,estimated,2026-09-14T01:04:33.724550+00:00
