series_ticker,market_ticker,city_label,station_id,target_date,strike_type,floor_strike,cap_strike,yes_bid,yes_ask,no_bid,no_ask,forecast_kind,forecast_value_f,lead_days,model_sigma_f,sigma_source,model_prob_yes,model_status,pulled_at
KXLOWTDAL,KXLOWTDAL-26SEP19-T78,Lowest temperature Dallas,KDFW,2026-09-19,greater,78.0,,0.04,0.17,0.83,0.96,min,77.0,1,1.75,real_measured,0.2834,estimated,2026-09-18T19:36:14.318309+00:00
KXLOWTDAL,KXLOWTDAL-26SEP19-T71,Lowest temperature Dallas,KDFW,2026-09-19,less,,71.0,0.0,0.01,0.99,1.0,min,77.0,1,1.75,real_measured,0.0003,estimated,2026-09-18T19:36:14.318309+00:00
KXLOWTDAL,KXLOWTDAL-26SEP19-B77.5,Lowest temperature Dallas,KDFW,2026-09-19,between,77.0,78.0,0.45,0.56,0.44,0.55,min,77.0,1,1.75,real_measured,0.2166,estimated,2026-09-18T19:36:14.318309+00:00
KXLOWTDAL,KXLOWTDAL-26SEP19-B75.5,Lowest temperature Dallas,KDFW,2026-09-19,between,75.0,76.0,0.28,0.36,0.64,0.72,min,77.0,1,1.75,real_measured,0.1574,estimated,2026-09-18T19:36:14.318309+00:00
KXLOWTDAL,KXLOWTDAL-26SEP19-B73.5,Lowest temperature Dallas,KDFW,2026-09-19,between,73.0,74.0,0.01,0.04,0.96,0.99,min,77.0,1,1.75,real_measured,0.0319,estimated,2026-09-18T19:36:14.318309+00:00
KXLOWTDAL,KXLOWTDAL-26SEP19-B71.5,Lowest temperature Dallas,KDFW,2026-09-19,between,71.0,72.0,0.01,0.04,0.96,0.99,min,77.0,1,1.75,real_measured,0.0018,estimated,2026-09-18T19:36:14.318309+00:00
KXLOWTDAL,KXLOWTDAL-26SEP18-T80,Lowest temperature Dallas,KDFW,2026-09-18,greater,80.0,,0.0,0.01,0.99,1.0,min,78.0,0,1.92,real_measured,0.1491,estimated,2026-09-18T19:36:14.318309+00:00
KXLOWTDAL,KXLOWTDAL-26SEP18-T73,Lowest temperature Dallas,KDFW,2026-09-18,less,,73.0,0.0,0.01,0.99,1.0,min,78.0,0,1.92,real_measured,0.0047,estimated,2026-09-18T19:36:14.318309+00:00
KXLOWTDAL,KXLOWTDAL-26SEP18-B79.5,Lowest temperature Dallas,KDFW,2026-09-18,between,79.0,80.0,0.0,0.01,0.99,1.0,min,78.0,0,1.92,real_measured,0.1524,estimated,2026-09-18T19:36:14.318309+00:00
KXLOWTDAL,KXLOWTDAL-26SEP18-B77.5,Lowest temperature Dallas,KDFW,2026-09-18,between,77.0,78.0,0.98,1.0,0.0,0.02,min,78.0,0,1.92,real_measured,0.1985,estimated,2026-09-18T19:36:14.318309+00:00
KXLOWTDAL,KXLOWTDAL-26SEP18-B75.5,Lowest temperature Dallas,KDFW,2026-09-18,between,75.0,76.0,0.0,0.02,0.98,1.0,min,78.0,0,1.92,real_measured,0.0898,estimated,2026-09-18T19:36:14.318309+00:00
KXLOWTDAL,KXLOWTDAL-26SEP18-B73.5,Lowest temperature Dallas,KDFW,2026-09-18,between,73.0,74.0,0.0,0.01,0.99,1.0,min,78.0,0,1.92,real_measured,0.0141,estimated,2026-09-18T19:36:14.318309+00:00
KXHIGHMIA,KXHIGHMIA-26SEP19-T91,Highest temperature in Miami,KMIA,2026-09-19,greater,91.0,,0.02,0.03,0.97,0.98,max,89.0,1,1.75,real_measured,0.1259,estimated,2026-09-18T19:36:14.318309+00:00
KXHIGHMIA,KXHIGHMIA-26SEP19-T84,Highest temperature in Miami,KMIA,2026-09-19,less,,84.0,0.01,0.02,0.98,0.99,max,89.0,1,1.75,real_measured,0.0021,estimated,2026-09-18T19:36:14.318309+00:00
KXHIGHMIA,KXHIGHMIA-26SEP19-B90.5,Highest temperature in Miami,KMIA,2026-09-19,between,90.0,91.0,0.19,0.2,0.8,0.81,max,89.0,1,1.75,real_measured,0.1574,estimated,2026-09-18T19:36:14.318309+00:00
