series_ticker,market_ticker,city_label,station_id,target_date,strike_type,floor_strike,cap_strike,yes_bid,yes_ask,no_bid,no_ask,forecast_kind,forecast_value_f,lead_days,model_sigma_f,sigma_source,model_prob_yes,model_status,pulled_at
KXLOWTDEN,KXLOWTDEN-26SEP12-T61,Lowest temperature in Denver,KDEN,2026-09-12,greater,61.0,,0.0,0.01,0.99,1.0,min,57.0,0,2.0,real_measured,0.023,estimated,2026-09-12T09:21:09.712881+00:00
KXLOWTDEN,KXLOWTDEN-26SEP12-T54,Lowest temperature in Denver,KDEN,2026-09-12,less,,54.0,0.33,0.8,0.2,0.67,min,57.0,0,2.0,real_measured,0.0673,estimated,2026-09-12T09:21:09.712881+00:00
KXLOWTDEN,KXLOWTDEN-26SEP12-B60.5,Lowest temperature in Denver,KDEN,2026-09-12,between,60.0,61.0,0.03,0.14,0.86,0.97,min,57.0,0,2.0,real_measured,0.0443,estimated,2026-09-12T09:21:09.712881+00:00
KXLOWTDEN,KXLOWTDEN-26SEP12-B58.5,Lowest temperature in Denver,KDEN,2026-09-12,between,58.0,59.0,0.02,0.3,0.7,0.98,min,57.0,0,2.0,real_measured,0.1497,estimated,2026-09-12T09:21:09.712881+00:00
KXLOWTDEN,KXLOWTDEN-26SEP12-B56.5,Lowest temperature in Denver,KDEN,2026-09-12,between,56.0,57.0,0.05,0.31,0.69,0.95,min,57.0,0,2.0,real_measured,0.191,estimated,2026-09-12T09:21:09.712881+00:00
KXLOWTDEN,KXLOWTDEN-26SEP12-B54.5,Lowest temperature in Denver,KDEN,2026-09-12,between,54.0,55.0,0.09,0.56,0.44,0.91,min,57.0,0,2.0,real_measured,0.092,estimated,2026-09-12T09:21:09.712881+00:00
KXHIGHTDAL,KXHIGHTDAL-26SEP12-T99,Dallas Maximum Temperature,KDFW,2026-09-12,less,,99.0,0.04,0.05,0.95,0.96,max,100.0,0,2.0,real_measured,0.309,estimated,2026-09-12T09:21:09.712881+00:00
KXHIGHTDAL,KXHIGHTDAL-26SEP12-T106,Dallas Maximum Temperature,KDFW,2026-09-12,greater,106.0,,0.0,0.01,0.99,1.0,max,100.0,0,2.0,real_measured,0.0014,estimated,2026-09-12T09:21:09.712881+00:00
KXHIGHTDAL,KXHIGHTDAL-26SEP12-B99.5,Dallas Maximum Temperature,KDFW,2026-09-12,between,99.0,100.0,0.35,0.42,0.58,0.65,max,100.0,0,2.0,real_measured,0.191,estimated,2026-09-12T09:21:09.712881+00:00
KXHIGHTDAL,KXHIGHTDAL-26SEP12-B105.5,Dallas Maximum Temperature,KDFW,2026-09-12,between,105.0,106.0,0.02,0.03,0.97,0.98,max,100.0,0,2.0,real_measured,0.0049,estimated,2026-09-12T09:21:09.712881+00:00
