series_ticker,market_ticker,city_label,station_id,target_date,strike_type,floor_strike,cap_strike,yes_bid,yes_ask,no_bid,no_ask,forecast_kind,forecast_value_f,lead_days,model_sigma_f,sigma_source,model_prob_yes,model_status,pulled_at
KXLOWTNYC,KXLOWTNYC-26SEP23-T57,Lowest temperature in NYC,KNYC,2026-09-23,greater,57.0,,0.03,0.05,0.95,0.97,min,55.0,1,1.74,real_measured,0.1255,estimated,2026-09-22T20:13:02.248914+00:00
KXLOWTNYC,KXLOWTNYC-26SEP23-T50,Lowest temperature in NYC,KNYC,2026-09-23,less,,50.0,0.03,0.05,0.95,0.97,min,55.0,1,1.74,real_measured,0.0021,estimated,2026-09-22T20:13:02.248914+00:00
KXLOWTNYC,KXLOWTNYC-26SEP23-B56.5,Lowest temperature in NYC,KNYC,2026-09-23,between,56.0,57.0,0.11,0.15,0.85,0.89,min,55.0,1,1.74,real_measured,0.1575,estimated,2026-09-22T20:13:02.248914+00:00
KXLOWTNYC,KXLOWTNYC-26SEP23-B54.5,Lowest temperature in NYC,KNYC,2026-09-23,between,54.0,55.0,0.4,0.5,0.5,0.6,min,55.0,1,1.74,real_measured,0.217,estimated,2026-09-22T20:13:02.248914+00:00
KXLOWTNYC,KXLOWTNYC-26SEP23-B52.5,Lowest temperature in NYC,KNYC,2026-09-23,between,52.0,53.0,0.21,0.29,0.71,0.79,min,55.0,1,1.74,real_measured,0.083,estimated,2026-09-22T20:13:02.248914+00:00
KXLOWTNYC,KXLOWTNYC-26SEP23-B50.5,Lowest temperature in NYC,KNYC,2026-09-23,between,50.0,51.0,0.03,0.04,0.96,0.97,min,55.0,1,1.74,real_measured,0.0088,estimated,2026-09-22T20:13:02.248914+00:00
KXLOWTNYC,KXLOWTNYC-26SEP22-T60,Lowest temperature in NYC,KNYC,2026-09-22,greater,60.0,,0.0,0.01,0.99,1.0,min,60.0,0,1.85,real_measured,0.5,estimated,2026-09-22T20:13:02.248914+00:00
KXLOWTNYC,KXLOWTNYC-26SEP22-T53,Lowest temperature in NYC,KNYC,2026-09-22,less,,53.0,0.0,0.03,0.97,1.0,min,60.0,0,1.85,real_measured,0.0001,estimated,2026-09-22T20:13:02.248914+00:00
KXLOWTNYC,KXLOWTNYC-26SEP22-B59.5,Lowest temperature in NYC,KNYC,2026-09-22,between,59.0,60.0,0.13,0.38,0.62,0.87,min,60.0,0,1.85,real_measured,0.2054,estimated,2026-09-22T20:13:02.248914+00:00
KXLOWTNYC,KXLOWTNYC-26SEP22-B57.5,Lowest temperature in NYC,KNYC,2026-09-22,between,57.0,58.0,0.19,0.57,0.43,0.81,min,60.0,0,1.85,real_measured,0.0874,estimated,2026-09-22T20:13:02.248914+00:00
KXLOWTNYC,KXLOWTNYC-26SEP22-B55.5,Lowest temperature in NYC,KNYC,2026-09-22,between,55.0,56.0,0.31,0.65,0.35,0.69,min,60.0,0,1.85,real_measured,0.0119,estimated,2026-09-22T20:13:02.248914+00:00
KXLOWTNYC,KXLOWTNYC-26SEP22-B53.5,Lowest temperature in NYC,KNYC,2026-09-22,between,53.0,54.0,0.0,0.11,0.89,1.0,min,60.0,0,1.85,real_measured,0.0005,estimated,2026-09-22T20:13:02.248914+00:00
KXLOWTEWR,KXLOWTEWR-26SEP23-T55,"Newark, NJ (EWR) Daily Low Temp",KEWR,2026-09-23,greater,55.0,,0.05,0.23,0.77,0.95,min,55.0,1,1.74,real_measured,0.5,estimated,2026-09-22T20:13:02.248914+00:00
KXLOWTEWR,KXLOWTEWR-26SEP23-T48,"Newark, NJ (EWR) Daily Low Temp",KEWR,2026-09-23,less,,48.0,0.01,0.05,0.95,0.99,min,55.0,1,1.74,real_measured,0.0,estimated,2026-09-22T20:13:02.248914+00:00
KXLOWTEWR,KXLOWTEWR-26SEP23-B54.5,"Newark, NJ (EWR) Daily Low Temp",KEWR,2026-09-23,between,54.0,55.0,0.28,0.42,0.58,0.72,min,55.0,1,1.74,real_measured,0.217,estimated,2026-09-22T20:13:02.248914+00:00
KXLOWTEWR,KXLOWTEWR-26SEP23-B52.5,"Newark, NJ (EWR) Daily Low Temp",KEWR,2026-09-23,between,52.0,53.0,0.24,0.41,0.59,0.76,min,55.0,1,1.74,real_measured,0.083,estimated,2026-09-22T20:13:02.248914+00:00
KXLOWTEWR,KXLOWTEWR-26SEP23-B50.5,"Newark, NJ (EWR) Daily Low Temp",KEWR,2026-09-23,between,50.0,51.0,0.07,0.25,0.75,0.93,min,55.0,1,1.74,real_measured,0.0088,estimated,2026-09-22T20:13:02.248914+00:00
KXLOWTEWR,KXLOWTEWR-26SEP23-B48.5,"Newark, NJ (EWR) Daily Low Temp",KEWR,2026-09-23,between,48.0,49.0,0.02,0.13,0.87,0.98,min,55.0,1,1.74,real_measured,0.0003,estimated,2026-09-22T20:13:02.248914+00:00
KXLOWTEWR,KXLOWTEWR-26SEP22-T60,"Newark, NJ (EWR) Daily Low Temp",KEWR,2026-09-22,greater,60.0,,0.0,0.01,0.99,1.0,min,59.0,0,1.85,real_measured,0.2946,estimated,2026-09-22T20:13:02.248914+00:00
KXLOWTEWR,KXLOWTEWR-26SEP22-T53,"Newark, NJ (EWR) Daily Low Temp",KEWR,2026-09-22,less,,53.0,0.0,0.02,0.98,1.0,min,59.0,0,1.85,real_measured,0.0006,estimated,2026-09-22T20:13:02.248914+00:00
