series_ticker,market_ticker,city_label,station_id,target_date,strike_type,floor_strike,cap_strike,yes_bid,yes_ask,no_bid,no_ask,forecast_kind,forecast_value_f,lead_days,model_sigma_f,sigma_source,model_prob_yes,model_status,pulled_at
KXLOWTATL,KXLOWTATL-26SEP21-T74,Low Temperature Atlanta,KATL,2026-09-21,greater,74.0,,0.02,0.04,0.96,0.98,min,73.0,0,1.84,real_measured,0.2934,estimated,2026-09-21T01:04:48.934286+00:00
KXLOWTATL,KXLOWTATL-26SEP21-T67,Low Temperature Atlanta,KATL,2026-09-21,less,,67.0,0.0,0.02,0.98,1.0,min,73.0,0,1.84,real_measured,0.0006,estimated,2026-09-21T01:04:48.934286+00:00
KXLOWTATL,KXLOWTATL-26SEP21-B73.5,Low Temperature Atlanta,KATL,2026-09-21,between,73.0,74.0,0.17,0.2,0.8,0.83,min,73.0,0,1.84,real_measured,0.2066,estimated,2026-09-21T01:04:48.934286+00:00
KXLOWTATL,KXLOWTATL-26SEP21-B71.5,Low Temperature Atlanta,KATL,2026-09-21,between,71.0,72.0,0.64,0.74,0.26,0.36,min,73.0,0,1.84,real_measured,0.1549,estimated,2026-09-21T01:04:48.934286+00:00
KXLOWTATL,KXLOWTATL-26SEP21-B69.5,Low Temperature Atlanta,KATL,2026-09-21,between,69.0,70.0,0.05,0.06,0.94,0.95,min,73.0,0,1.84,real_measured,0.0367,estimated,2026-09-21T01:04:48.934286+00:00
KXLOWTATL,KXLOWTATL-26SEP21-B67.5,Low Temperature Atlanta,KATL,2026-09-21,between,67.0,68.0,0.0,0.01,0.99,1.0,min,73.0,0,1.84,real_measured,0.0027,estimated,2026-09-21T01:04:48.934286+00:00
KXLOWTATL,KXLOWTATL-26SEP20-T74,Low Temperature Atlanta,KATL,2026-09-20,greater,74.0,,0.0,0.01,0.99,1.0,min,,-1,,,,target_date_passed,2026-09-21T01:04:48.934286+00:00
KXLOWTATL,KXLOWTATL-26SEP20-T67,Low Temperature Atlanta,KATL,2026-09-20,less,,67.0,0.0,0.02,0.98,1.0,min,,-1,,,,target_date_passed,2026-09-21T01:04:48.934286+00:00
KXLOWTATL,KXLOWTATL-26SEP20-B73.5,Low Temperature Atlanta,KATL,2026-09-20,between,73.0,74.0,0.0,0.01,0.99,1.0,min,,-1,,,,target_date_passed,2026-09-21T01:04:48.934286+00:00
KXLOWTATL,KXLOWTATL-26SEP20-B71.5,Low Temperature Atlanta,KATL,2026-09-20,between,71.0,72.0,0.98,1.0,0.0,0.02,min,,-1,,,,target_date_passed,2026-09-21T01:04:48.934286+00:00
KXLOWTATL,KXLOWTATL-26SEP20-B69.5,Low Temperature Atlanta,KATL,2026-09-20,between,69.0,70.0,0.0,0.05,0.95,1.0,min,,-1,,,,target_date_passed,2026-09-21T01:04:48.934286+00:00
