series_ticker,market_ticker,city_label,station_id,target_date,strike_type,floor_strike,cap_strike,yes_bid,yes_ask,no_bid,no_ask,forecast_kind,forecast_value_f,lead_days,model_sigma_f,sigma_source,model_prob_yes,model_status,pulled_at
KXHIGHDEN,KXHIGHDEN-26SEP23-T83,Highest temperature in Denver,KDEN,2026-09-23,greater,83.0,,0.0,0.01,0.99,1.0,max,78.0,1,1.74,real_measured,0.0021,estimated,2026-09-22T15:32:31.103340+00:00
KXHIGHDEN,KXHIGHDEN-26SEP23-T76,Highest temperature in Denver,KDEN,2026-09-23,less,,76.0,0.25,0.28,0.72,0.75,max,78.0,1,1.74,real_measured,0.1255,estimated,2026-09-22T15:32:31.103340+00:00
KXHIGHDEN,KXHIGHDEN-26SEP23-B82.5,Highest temperature in Denver,KDEN,2026-09-23,between,82.0,83.0,0.03,0.04,0.96,0.97,max,78.0,1,1.74,real_measured,0.0088,estimated,2026-09-22T15:32:31.103340+00:00
KXHIGHDEN,KXHIGHDEN-26SEP23-B80.5,Highest temperature in Denver,KDEN,2026-09-23,between,80.0,81.0,0.08,0.09,0.91,0.92,max,78.0,1,1.74,real_measured,0.083,estimated,2026-09-22T15:32:31.103340+00:00
KXHIGHDEN,KXHIGHDEN-26SEP23-B78.5,Highest temperature in Denver,KDEN,2026-09-23,between,78.0,79.0,0.26,0.3,0.7,0.74,max,78.0,1,1.74,real_measured,0.217,estimated,2026-09-22T15:32:31.103340+00:00
KXHIGHDEN,KXHIGHDEN-26SEP23-B76.5,Highest temperature in Denver,KDEN,2026-09-23,between,76.0,77.0,0.31,0.32,0.68,0.69,max,78.0,1,1.74,real_measured,0.1575,estimated,2026-09-22T15:32:31.103340+00:00
KXHIGHDEN,KXHIGHDEN-26SEP22-T84,Highest temperature in Denver,KDEN,2026-09-22,greater,84.0,,0.04,0.05,0.95,0.96,max,74.0,0,1.85,real_measured,0.0,estimated,2026-09-22T15:32:31.103340+00:00
KXHIGHDEN,KXHIGHDEN-26SEP22-T77,Highest temperature in Denver,KDEN,2026-09-22,less,,77.0,0.0,0.01,0.99,1.0,max,74.0,0,1.85,real_measured,0.9474,estimated,2026-09-22T15:32:31.103340+00:00
KXHIGHDEN,KXHIGHDEN-26SEP22-B83.5,Highest temperature in Denver,KDEN,2026-09-22,between,83.0,84.0,0.51,0.53,0.47,0.49,max,74.0,0,1.85,real_measured,0.0,estimated,2026-09-22T15:32:31.103340+00:00
KXHIGHDEN,KXHIGHDEN-26SEP22-B81.5,Highest temperature in Denver,KDEN,2026-09-22,between,81.0,82.0,0.37,0.39,0.61,0.63,max,74.0,0,1.85,real_measured,0.0001,estimated,2026-09-22T15:32:31.103340+00:00
KXHIGHDEN,KXHIGHDEN-26SEP22-B79.5,Highest temperature in Denver,KDEN,2026-09-22,between,79.0,80.0,0.06,0.07,0.93,0.94,max,74.0,0,1.85,real_measured,0.0029,estimated,2026-09-22T15:32:31.103340+00:00
KXHIGHDEN,KXHIGHDEN-26SEP22-B77.5,Highest temperature in Denver,KDEN,2026-09-22,between,77.0,78.0,0.01,0.02,0.98,0.99,max,74.0,0,1.85,real_measured,0.0372,estimated,2026-09-22T15:32:31.103340+00:00
KXLOWTPHIL,KXLOWTPHIL-26SEP23-T57,Lowest temperature in Philadelphia,KPHL,2026-09-23,greater,57.0,,0.15,0.25,0.75,0.85,min,56.0,1,1.74,real_measured,0.283,estimated,2026-09-22T15:32:31.103340+00:00
KXLOWTPHIL,KXLOWTPHIL-26SEP23-T50,Lowest temperature in Philadelphia,KPHL,2026-09-23,less,,50.0,0.0,0.01,0.99,1.0,min,56.0,1,1.74,real_measured,0.0003,estimated,2026-09-22T15:32:31.103340+00:00
KXLOWTPHIL,KXLOWTPHIL-26SEP23-B56.5,Lowest temperature in Philadelphia,KPHL,2026-09-23,between,56.0,57.0,0.19,0.39,0.61,0.81,min,56.0,1,1.74,real_measured,0.217,estimated,2026-09-22T15:32:31.103340+00:00
KXLOWTPHIL,KXLOWTPHIL-26SEP23-B54.5,Lowest temperature in Philadelphia,KPHL,2026-09-23,between,54.0,55.0,0.36,0.46,0.54,0.64,min,56.0,1,1.74,real_measured,0.1575,estimated,2026-09-22T15:32:31.103340+00:00
KXLOWTPHIL,KXLOWTPHIL-26SEP23-B52.5,Lowest temperature in Philadelphia,KPHL,2026-09-23,between,52.0,53.0,0.03,0.12,0.88,0.97,min,56.0,1,1.74,real_measured,0.0317,estimated,2026-09-22T15:32:31.103340+00:00
KXLOWTPHIL,KXLOWTPHIL-26SEP23-B50.5,Lowest temperature in Philadelphia,KPHL,2026-09-23,between,50.0,51.0,0.0,0.02,0.98,1.0,min,56.0,1,1.74,real_measured,0.0018,estimated,2026-09-22T15:32:31.103340+00:00
KXLOWTPHIL,KXLOWTPHIL-26SEP22-T60,Lowest temperature in Philadelphia,KPHL,2026-09-22,greater,60.0,,0.0,0.01,0.99,1.0,min,60.0,0,1.85,real_measured,0.5,estimated,2026-09-22T15:32:31.103340+00:00
KXLOWTPHIL,KXLOWTPHIL-26SEP22-T53,Lowest temperature in Philadelphia,KPHL,2026-09-22,less,,53.0,0.01,0.06,0.94,0.99,min,60.0,0,1.85,real_measured,0.0001,estimated,2026-09-22T15:32:31.103340+00:00
