series_ticker,market_ticker,city_label,station_id,target_date,strike_type,floor_strike,cap_strike,yes_bid,yes_ask,no_bid,no_ask,forecast_kind,forecast_value_f,lead_days,model_sigma_f,sigma_source,model_prob_yes,model_status,pulled_at
KXLOWTSFO,KXLOWTSFO-26SEP11-T62,Lowest Temperature San Francisco,KSFO,2026-09-11,greater,62.0,,0.0,0.01,0.99,1.0,min,60.0,0,1.99,real_measured,0.158,estimated,2026-09-11T09:40:57.841116+00:00
KXLOWTSFO,KXLOWTSFO-26SEP11-T55,Lowest Temperature San Francisco,KSFO,2026-09-11,less,,55.0,0.01,0.15,0.85,0.99,min,60.0,0,1.99,real_measured,0.0061,estimated,2026-09-11T09:40:57.841116+00:00
KXLOWTSFO,KXLOWTSFO-26SEP11-B61.5,Lowest Temperature San Francisco,KSFO,2026-09-11,between,61.0,62.0,0.0,0.01,0.99,1.0,min,60.0,0,1.99,real_measured,0.1501,estimated,2026-09-11T09:40:57.841116+00:00
KXLOWTSFO,KXLOWTSFO-26SEP11-B59.5,Lowest Temperature San Francisco,KSFO,2026-09-11,between,59.0,60.0,0.84,0.93,0.07,0.16,min,60.0,0,1.99,real_measured,0.1919,estimated,2026-09-11T09:40:57.841116+00:00
KXLOWTSFO,KXLOWTSFO-26SEP11-B57.5,Lowest Temperature San Francisco,KSFO,2026-09-11,between,57.0,58.0,0.02,0.17,0.83,0.98,min,60.0,0,1.99,real_measured,0.0917,estimated,2026-09-11T09:40:57.841116+00:00
KXLOWTSFO,KXLOWTSFO-26SEP11-B55.5,Lowest Temperature San Francisco,KSFO,2026-09-11,between,55.0,56.0,0.01,0.08,0.92,0.99,min,60.0,0,1.99,real_measured,0.0164,estimated,2026-09-11T09:40:57.841116+00:00
KXLOWTAUS,KXLOWTAUS-26SEP11-T77,Lowest temperature in Austin,KAUS,2026-09-11,greater,77.0,,0.27,0.37,0.63,0.73,min,74.0,0,1.99,real_measured,0.0663,estimated,2026-09-11T09:40:57.841116+00:00
KXLOWTAUS,KXLOWTAUS-26SEP11-T70,Lowest temperature in Austin,KAUS,2026-09-11,less,,70.0,0.01,0.03,0.97,0.99,min,74.0,0,1.99,real_measured,0.0225,estimated,2026-09-11T09:40:57.841116+00:00
KXLOWTAUS,KXLOWTAUS-26SEP11-B76.5,Lowest temperature in Austin,KAUS,2026-09-11,between,76.0,77.0,0.37,0.46,0.54,0.63,min,74.0,0,1.99,real_measured,0.0917,estimated,2026-09-11T09:40:57.841116+00:00
KXLOWTAUS,KXLOWTAUS-26SEP11-B74.5,Lowest temperature in Austin,KAUS,2026-09-11,between,74.0,75.0,0.21,0.23,0.77,0.79,min,74.0,0,1.99,real_measured,0.1919,estimated,2026-09-11T09:40:57.841116+00:00
KXLOWTAUS,KXLOWTAUS-26SEP11-B72.5,Lowest temperature in Austin,KAUS,2026-09-11,between,72.0,73.0,0.03,0.2,0.8,0.97,min,74.0,0,1.99,real_measured,0.1501,estimated,2026-09-11T09:40:57.841116+00:00
KXLOWTAUS,KXLOWTAUS-26SEP11-B70.5,Lowest temperature in Austin,KAUS,2026-09-11,between,70.0,71.0,0.02,0.04,0.96,0.98,min,74.0,0,1.99,real_measured,0.0438,estimated,2026-09-11T09:40:57.841116+00:00
KXHIGHTHOU,KXHIGHTHOU-26SEP11-T96,Daily High Temperature Houston,KHOU,2026-09-11,greater,96.0,,0.0,0.01,0.99,1.0,max,91.0,0,1.99,real_measured,0.0061,estimated,2026-09-11T09:40:57.841116+00:00
KXHIGHTHOU,KXHIGHTHOU-26SEP11-T89,Daily High Temperature Houston,KHOU,2026-09-11,less,,89.0,0.11,0.15,0.85,0.89,max,91.0,0,1.99,real_measured,0.158,estimated,2026-09-11T09:40:57.841116+00:00
KXHIGHTHOU,KXHIGHTHOU-26SEP11-B95.5,Daily High Temperature Houston,KHOU,2026-09-11,between,95.0,96.0,0.03,0.04,0.96,0.97,max,91.0,0,1.99,real_measured,0.0164,estimated,2026-09-11T09:40:57.841116+00:00
KXHIGHTHOU,KXHIGHTHOU-26SEP11-B93.5,Daily High Temperature Houston,KHOU,2026-09-11,between,93.0,94.0,0.06,0.1,0.9,0.94,max,91.0,0,1.99,real_measured,0.0917,estimated,2026-09-11T09:40:57.841116+00:00
KXHIGHTHOU,KXHIGHTHOU-26SEP11-B91.5,Daily High Temperature Houston,KHOU,2026-09-11,between,91.0,92.0,0.45,0.46,0.54,0.55,max,91.0,0,1.99,real_measured,0.1919,estimated,2026-09-11T09:40:57.841116+00:00
KXHIGHTHOU,KXHIGHTHOU-26SEP11-B89.5,Daily High Temperature Houston,KHOU,2026-09-11,between,89.0,90.0,0.35,0.37,0.63,0.65,max,91.0,0,1.99,real_measured,0.1501,estimated,2026-09-11T09:40:57.841116+00:00
KXHIGHCHI,KXHIGHCHI-26SEP11-T83,Highest temperature in Chicago,KMDW,2026-09-11,greater,83.0,,0.02,0.03,0.97,0.98,max,80.0,0,1.99,real_measured,0.0663,estimated,2026-09-11T09:40:57.841116+00:00
KXHIGHCHI,KXHIGHCHI-26SEP11-T76,Highest temperature in Chicago,KMDW,2026-09-11,less,,76.0,0.04,0.05,0.95,0.96,max,80.0,0,1.99,real_measured,0.0225,estimated,2026-09-11T09:40:57.841116+00:00
KXHIGHCHI,KXHIGHCHI-26SEP11-B82.5,Highest temperature in Chicago,KMDW,2026-09-11,between,82.0,83.0,0.21,0.22,0.78,0.79,max,80.0,0,1.99,real_measured,0.0917,estimated,2026-09-11T09:40:57.841116+00:00
KXHIGHCHI,KXHIGHCHI-26SEP11-B80.5,Highest temperature in Chicago,KMDW,2026-09-11,between,80.0,81.0,0.62,0.63,0.37,0.38,max,80.0,0,1.99,real_measured,0.1919,estimated,2026-09-11T09:40:57.841116+00:00
KXHIGHCHI,KXHIGHCHI-26SEP11-B78.5,Highest temperature in Chicago,KMDW,2026-09-11,between,78.0,79.0,0.1,0.11,0.89,0.9,max,80.0,0,1.99,real_measured,0.1501,estimated,2026-09-11T09:40:57.841116+00:00
KXHIGHCHI,KXHIGHCHI-26SEP11-B76.5,Highest temperature in Chicago,KMDW,2026-09-11,between,76.0,77.0,0.01,0.02,0.98,0.99,max,80.0,0,1.99,real_measured,0.0438,estimated,2026-09-11T09:40:57.841116+00:00
KXLOWTHOU,KXLOWTHOU-26SEP11-T78,Low Temperature Houston,KHOU,2026-09-11,greater,78.0,,0.0,0.01,0.99,1.0,min,77.0,0,1.99,real_measured,0.3081,estimated,2026-09-11T09:40:57.841116+00:00
KXLOWTHOU,KXLOWTHOU-26SEP11-T71,Low Temperature Houston,KHOU,2026-09-11,less,,71.0,0.0,0.05,0.95,1.0,min,77.0,0,1.99,real_measured,0.0013,estimated,2026-09-11T09:40:57.841116+00:00
