series_ticker,market_ticker,city_label,station_id,target_date,strike_type,floor_strike,cap_strike,yes_bid,yes_ask,no_bid,no_ask,forecast_kind,forecast_value_f,lead_days,model_sigma_f,sigma_source,model_prob_yes,model_status,pulled_at
KXLOWTOKC,KXLOWTOKC-26SEP26-T70,Low Temperature Oklahoma City,KOKC,2026-09-26,greater,70.0,,0.0,0.01,0.99,1.0,min,69.0,0,1.85,real_measured,0.2946,estimated,2026-09-26T09:52:05.343996+00:00
KXLOWTOKC,KXLOWTOKC-26SEP26-T63,Low Temperature Oklahoma City,KOKC,2026-09-26,less,,63.0,0.01,0.03,0.97,0.99,min,69.0,0,1.85,real_measured,0.0006,estimated,2026-09-26T09:52:05.343996+00:00
KXLOWTOKC,KXLOWTOKC-26SEP26-B69.5,Low Temperature Oklahoma City,KOKC,2026-09-26,between,69.0,70.0,0.26,0.45,0.55,0.74,min,69.0,0,1.85,real_measured,0.2054,estimated,2026-09-26T09:52:05.343996+00:00
KXLOWTOKC,KXLOWTOKC-26SEP26-B67.5,Low Temperature Oklahoma City,KOKC,2026-09-26,between,67.0,68.0,0.4,0.58,0.42,0.6,min,69.0,0,1.85,real_measured,0.1545,estimated,2026-09-26T09:52:05.343996+00:00
KXLOWTOKC,KXLOWTOKC-26SEP26-B65.5,Low Temperature Oklahoma City,KOKC,2026-09-26,between,65.0,66.0,0.03,0.22,0.78,0.97,min,69.0,0,1.85,real_measured,0.0372,estimated,2026-09-26T09:52:05.343996+00:00
KXLOWTOKC,KXLOWTOKC-26SEP26-B63.5,Low Temperature Oklahoma City,KOKC,2026-09-26,between,63.0,64.0,0.02,0.03,0.97,0.98,min,69.0,0,1.85,real_measured,0.0029,estimated,2026-09-26T09:52:05.343996+00:00
KXLOWTDAL,KXLOWTDAL-26SEP26-T73,Lowest temperature Dallas,KDFW,2026-09-26,greater,73.0,,0.0,0.01,0.99,1.0,min,73.0,0,1.85,real_measured,0.5,estimated,2026-09-26T09:52:05.343996+00:00
KXLOWTDAL,KXLOWTDAL-26SEP26-T66,Lowest temperature Dallas,KDFW,2026-09-26,less,,66.0,0.01,0.03,0.97,0.99,min,73.0,0,1.85,real_measured,0.0001,estimated,2026-09-26T09:52:05.343996+00:00
KXLOWTDAL,KXLOWTDAL-26SEP26-B72.5,Lowest temperature Dallas,KDFW,2026-09-26,between,72.0,73.0,0.05,0.49,0.51,0.95,min,73.0,0,1.85,real_measured,0.2054,estimated,2026-09-26T09:52:05.343996+00:00
KXLOWTDAL,KXLOWTDAL-26SEP26-B70.5,Lowest temperature Dallas,KDFW,2026-09-26,between,70.0,71.0,0.51,0.62,0.38,0.49,min,73.0,0,1.85,real_measured,0.0874,estimated,2026-09-26T09:52:05.343996+00:00
KXLOWTDAL,KXLOWTDAL-26SEP26-B68.5,Lowest temperature Dallas,KDFW,2026-09-26,between,68.0,69.0,0.03,0.15,0.85,0.97,min,73.0,0,1.85,real_measured,0.0119,estimated,2026-09-26T09:52:05.343996+00:00
KXLOWTDAL,KXLOWTDAL-26SEP26-B66.5,Lowest temperature Dallas,KDFW,2026-09-26,between,66.0,67.0,0.01,0.05,0.95,0.99,min,73.0,0,1.85,real_measured,0.0005,estimated,2026-09-26T09:52:05.343996+00:00
KXHIGHTOKC,KXHIGHTOKC-26SEP26-T95,Oklahoma City Maximum High Temperature,KOKC,2026-09-26,greater,95.0,,0.02,0.04,0.96,0.98,max,91.0,0,1.85,real_measured,0.0154,estimated,2026-09-26T09:52:05.343996+00:00
KXHIGHTOKC,KXHIGHTOKC-26SEP26-T88,Oklahoma City Maximum High Temperature,KOKC,2026-09-26,less,,88.0,0.04,0.05,0.95,0.96,max,91.0,0,1.85,real_measured,0.0526,estimated,2026-09-26T09:52:05.343996+00:00
KXHIGHTOKC,KXHIGHTOKC-26SEP26-B94.5,Oklahoma City Maximum High Temperature,KOKC,2026-09-26,between,94.0,95.0,0.12,0.15,0.85,0.88,max,91.0,0,1.85,real_measured,0.0372,estimated,2026-09-26T09:52:05.343996+00:00
