series_ticker,market_ticker,city_label,station_id,target_date,strike_type,floor_strike,cap_strike,yes_bid,yes_ask,no_bid,no_ask,forecast_kind,forecast_value_f,lead_days,model_sigma_f,sigma_source,model_prob_yes,model_status,pulled_at
KXLOWTMIA,KXLOWTMIA-26SEP17-T81,Lowest temperature in Miami,KMIA,2026-09-17,greater,81.0,,0.0,0.01,0.99,1.0,min,79.0,0,1.92,real_measured,0.1491,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTMIA,KXLOWTMIA-26SEP17-T74,Lowest temperature in Miami,KMIA,2026-09-17,less,,74.0,0.02,0.07,0.93,0.98,min,79.0,0,1.92,real_measured,0.0047,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTMIA,KXLOWTMIA-26SEP17-B80.5,Lowest temperature in Miami,KMIA,2026-09-17,between,80.0,81.0,0.0,0.01,0.99,1.0,min,79.0,0,1.92,real_measured,0.1524,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTMIA,KXLOWTMIA-26SEP17-B78.5,Lowest temperature in Miami,KMIA,2026-09-17,between,78.0,79.0,0.0,0.01,0.99,1.0,min,79.0,0,1.92,real_measured,0.1985,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTMIA,KXLOWTMIA-26SEP17-B76.5,Lowest temperature in Miami,KMIA,2026-09-17,between,76.0,77.0,0.37,0.56,0.44,0.63,min,79.0,0,1.92,real_measured,0.0898,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTMIA,KXLOWTMIA-26SEP17-B74.5,Lowest temperature in Miami,KMIA,2026-09-17,between,74.0,75.0,0.3,0.43,0.57,0.7,min,79.0,0,1.92,real_measured,0.0141,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTSAN,KXLOWTSAN-26SEP17-T67,Low Temperature San Diego,KSAN,2026-09-17,greater,67.0,,0.8,0.96,0.04,0.2,min,67.0,0,1.92,real_measured,0.5,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTSAN,KXLOWTSAN-26SEP17-T60,Low Temperature San Diego,KSAN,2026-09-17,less,,60.0,0.0,0.19,0.81,1.0,min,67.0,0,1.92,real_measured,0.0001,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTSAN,KXLOWTSAN-26SEP17-B66.5,Low Temperature San Diego,KSAN,2026-09-17,between,66.0,67.0,0.03,0.91,0.09,0.97,min,67.0,0,1.92,real_measured,0.1985,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTSAN,KXLOWTSAN-26SEP17-B64.5,Low Temperature San Diego,KSAN,2026-09-17,between,64.0,65.0,0.01,0.02,0.98,0.99,min,67.0,0,1.92,real_measured,0.0898,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTSAN,KXLOWTSAN-26SEP17-B62.5,Low Temperature San Diego,KSAN,2026-09-17,between,62.0,63.0,0.01,0.05,0.95,0.99,min,67.0,0,1.92,real_measured,0.0141,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTSAN,KXLOWTSAN-26SEP17-B60.5,Low Temperature San Diego,KSAN,2026-09-17,between,60.0,61.0,0.01,0.03,0.97,0.99,min,67.0,0,1.92,real_measured,0.0008,estimated,2026-09-17T10:01:03.175867+00:00
KXHIGHTSDF,KXHIGHTSDF-26SEP17-T99,HIGHEST Temperature SATX,KSDF,2026-09-17,greater,99.0,,0.0,0.19,0.81,1.0,max,97.0,0,1.92,real_measured,0.1491,estimated,2026-09-17T10:01:03.175867+00:00
KXHIGHTSDF,KXHIGHTSDF-26SEP17-T92,HIGHEST Temperature SATX,KSDF,2026-09-17,less,,92.0,0.0,0.01,0.99,1.0,max,97.0,0,1.92,real_measured,0.0047,estimated,2026-09-17T10:01:03.175867+00:00
KXHIGHTSDF,KXHIGHTSDF-26SEP17-B98.5,HIGHEST Temperature SATX,KSDF,2026-09-17,between,98.0,99.0,0.22,0.32,0.68,0.78,max,97.0,0,1.92,real_measured,0.1524,estimated,2026-09-17T10:01:03.175867+00:00
KXHIGHTSDF,KXHIGHTSDF-26SEP17-B96.5,HIGHEST Temperature SATX,KSDF,2026-09-17,between,96.0,97.0,0.58,0.61,0.39,0.42,max,97.0,0,1.92,real_measured,0.1985,estimated,2026-09-17T10:01:03.175867+00:00
KXHIGHTSDF,KXHIGHTSDF-26SEP17-B94.5,HIGHEST Temperature SATX,KSDF,2026-09-17,between,94.0,95.0,0.0,0.13,0.87,1.0,max,97.0,0,1.92,real_measured,0.0898,estimated,2026-09-17T10:01:03.175867+00:00
KXHIGHTSDF,KXHIGHTSDF-26SEP17-B92.5,HIGHEST Temperature SATX,KSDF,2026-09-17,between,92.0,93.0,0.0,0.01,0.99,1.0,max,97.0,0,1.92,real_measured,0.0141,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTAUS,KXLOWTAUS-26SEP17-T78,Lowest temperature in Austin,KAUS,2026-09-17,greater,78.0,,0.0,0.01,0.99,1.0,min,75.0,0,1.92,real_measured,0.0593,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTAUS,KXLOWTAUS-26SEP17-T71,Lowest temperature in Austin,KAUS,2026-09-17,less,,71.0,0.0,0.02,0.98,1.0,min,75.0,0,1.92,real_measured,0.0187,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTAUS,KXLOWTAUS-26SEP17-B77.5,Lowest temperature in Austin,KAUS,2026-09-17,between,77.0,78.0,0.0,0.01,0.99,1.0,min,75.0,0,1.92,real_measured,0.0898,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTAUS,KXLOWTAUS-26SEP17-B75.5,Lowest temperature in Austin,KAUS,2026-09-17,between,75.0,76.0,0.0,0.01,0.99,1.0,min,75.0,0,1.92,real_measured,0.1985,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTAUS,KXLOWTAUS-26SEP17-B73.5,Lowest temperature in Austin,KAUS,2026-09-17,between,73.0,74.0,0.6,0.77,0.23,0.4,min,75.0,0,1.92,real_measured,0.1524,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTAUS,KXLOWTAUS-26SEP17-B71.5,Lowest temperature in Austin,KAUS,2026-09-17,between,71.0,72.0,0.25,0.4,0.6,0.75,min,75.0,0,1.92,real_measured,0.0406,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTSEA,KXLOWTSEA-26SEP17-T54,Low Temperature Seattle,KSEA,2026-09-17,greater,54.0,,0.32,0.43,0.57,0.68,min,54.0,0,1.92,real_measured,0.5,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTSEA,KXLOWTSEA-26SEP17-T47,Low Temperature Seattle,KSEA,2026-09-17,less,,47.0,0.0,0.02,0.98,1.0,min,54.0,0,1.92,real_measured,0.0001,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTSEA,KXLOWTSEA-26SEP17-B53.5,Low Temperature Seattle,KSEA,2026-09-17,between,53.0,54.0,0.6,0.69,0.31,0.4,min,54.0,0,1.92,real_measured,0.1985,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTSEA,KXLOWTSEA-26SEP17-B51.5,Low Temperature Seattle,KSEA,2026-09-17,between,51.0,52.0,0.02,0.12,0.88,0.98,min,54.0,0,1.92,real_measured,0.0898,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTSEA,KXLOWTSEA-26SEP17-B49.5,Low Temperature Seattle,KSEA,2026-09-17,between,49.0,50.0,0.01,0.02,0.98,0.99,min,54.0,0,1.92,real_measured,0.0141,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTSEA,KXLOWTSEA-26SEP17-B47.5,Low Temperature Seattle,KSEA,2026-09-17,between,47.0,48.0,0.0,0.02,0.98,1.0,min,54.0,0,1.92,real_measured,0.0008,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTSFO,KXLOWTSFO-26SEP17-T61,Lowest Temperature San Francisco,KSFO,2026-09-17,greater,61.0,,0.0,0.06,0.94,1.0,min,60.0,0,1.92,real_measured,0.3015,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTSFO,KXLOWTSFO-26SEP17-T54,Lowest Temperature San Francisco,KSFO,2026-09-17,less,,54.0,0.0,0.03,0.97,1.0,min,60.0,0,1.92,real_measured,0.0009,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTSFO,KXLOWTSFO-26SEP17-B60.5,Lowest Temperature San Francisco,KSFO,2026-09-17,between,60.0,61.0,0.77,0.87,0.13,0.23,min,60.0,0,1.92,real_measured,0.1985,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTSFO,KXLOWTSFO-26SEP17-B58.5,Lowest Temperature San Francisco,KSFO,2026-09-17,between,58.0,59.0,0.02,0.14,0.86,0.98,min,60.0,0,1.92,real_measured,0.1524,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTSFO,KXLOWTSFO-26SEP17-B56.5,Lowest Temperature San Francisco,KSFO,2026-09-17,between,56.0,57.0,0.02,0.04,0.96,0.98,min,60.0,0,1.92,real_measured,0.0406,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTSFO,KXLOWTSFO-26SEP17-B54.5,Lowest Temperature San Francisco,KSFO,2026-09-17,between,54.0,55.0,0.01,0.03,0.97,0.99,min,60.0,0,1.92,real_measured,0.0038,estimated,2026-09-17T10:01:03.175867+00:00
KXHIGHTSEA,KXHIGHTSEA-26SEP17-T79,Seattle Maximum Temperature Daily,KSEA,2026-09-17,greater,79.0,,0.01,0.02,0.98,0.99,max,73.0,0,1.92,real_measured,0.0009,estimated,2026-09-17T10:01:03.175867+00:00
KXHIGHTSEA,KXHIGHTSEA-26SEP17-T72,Seattle Maximum Temperature Daily,KSEA,2026-09-17,less,,72.0,0.0,0.02,0.98,1.0,max,73.0,0,1.92,real_measured,0.3015,estimated,2026-09-17T10:01:03.175867+00:00
KXHIGHTSEA,KXHIGHTSEA-26SEP17-B78.5,Seattle Maximum Temperature Daily,KSEA,2026-09-17,between,78.0,79.0,0.16,0.17,0.83,0.84,max,73.0,0,1.92,real_measured,0.0038,estimated,2026-09-17T10:01:03.175867+00:00
KXHIGHTSEA,KXHIGHTSEA-26SEP17-B76.5,Seattle Maximum Temperature Daily,KSEA,2026-09-17,between,76.0,77.0,0.63,0.64,0.36,0.37,max,73.0,0,1.92,real_measured,0.0406,estimated,2026-09-17T10:01:03.175867+00:00
KXHIGHTSEA,KXHIGHTSEA-26SEP17-B74.5,Seattle Maximum Temperature Daily,KSEA,2026-09-17,between,74.0,75.0,0.12,0.17,0.83,0.88,max,73.0,0,1.92,real_measured,0.1524,estimated,2026-09-17T10:01:03.175867+00:00
KXHIGHTSEA,KXHIGHTSEA-26SEP17-B72.5,Seattle Maximum Temperature Daily,KSEA,2026-09-17,between,72.0,73.0,0.03,0.04,0.96,0.97,max,73.0,0,1.92,real_measured,0.1985,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTEWR,KXLOWTEWR-26SEP17-T69,"Newark, NJ (EWR) Daily Low Temp",KEWR,2026-09-17,greater,69.0,,0.38,0.51,0.49,0.62,min,69.0,0,1.92,real_measured,0.5,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTEWR,KXLOWTEWR-26SEP17-T62,"Newark, NJ (EWR) Daily Low Temp",KEWR,2026-09-17,less,,62.0,0.01,0.1,0.9,0.99,min,69.0,0,1.92,real_measured,0.0001,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTEWR,KXLOWTEWR-26SEP17-B68.5,"Newark, NJ (EWR) Daily Low Temp",KEWR,2026-09-17,between,68.0,69.0,0.47,0.64,0.36,0.53,min,69.0,0,1.92,real_measured,0.1985,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTEWR,KXLOWTEWR-26SEP17-B66.5,"Newark, NJ (EWR) Daily Low Temp",KEWR,2026-09-17,between,66.0,67.0,0.04,0.15,0.85,0.96,min,69.0,0,1.92,real_measured,0.0898,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTEWR,KXLOWTEWR-26SEP17-B64.5,"Newark, NJ (EWR) Daily Low Temp",KEWR,2026-09-17,between,64.0,65.0,0.02,0.1,0.9,0.98,min,69.0,0,1.92,real_measured,0.0141,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTEWR,KXLOWTEWR-26SEP17-B62.5,"Newark, NJ (EWR) Daily Low Temp",KEWR,2026-09-17,between,62.0,63.0,0.02,0.1,0.9,0.98,min,69.0,0,1.92,real_measured,0.0008,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTSATX,KXLOWTSATX-26SEP17-T78,Lowest Temperature SATX,KSAT,2026-09-17,greater,78.0,,0.0,0.01,0.99,1.0,min,77.0,0,1.92,real_measured,0.3015,estimated,2026-09-17T10:01:03.175867+00:00
KXLOWTSATX,KXLOWTSATX-26SEP17-T71,Lowest Temperature SATX,KSAT,2026-09-17,less,,71.0,0.0,0.04,0.96,1.0,min,77.0,0,1.92,real_measured,0.0009,estimated,2026-09-17T10:01:03.175867+00:00
