series_ticker,market_ticker,city_label,station_id,target_date,strike_type,floor_strike,cap_strike,yes_bid,yes_ask,no_bid,no_ask,forecast_kind,forecast_value_f,lead_days,model_sigma_f,sigma_source,model_prob_yes,model_status,pulled_at
KXLOWTATL,KXLOWTATL-26SEP11-T75,Low Temperature Atlanta,KATL,2026-09-11,greater,75.0,,0.05,0.14,0.86,0.95,min,74.0,1,1.74,real_measured,0.2823,estimated,2026-09-10T19:42:07.071204+00:00
KXLOWTATL,KXLOWTATL-26SEP11-T68,Low Temperature Atlanta,KATL,2026-09-11,less,,68.0,0.0,0.07,0.93,1.0,min,74.0,1,1.74,real_measured,0.0003,estimated,2026-09-10T19:42:07.071204+00:00
KXLOWTATL,KXLOWTATL-26SEP11-B74.5,Low Temperature Atlanta,KATL,2026-09-11,between,74.0,75.0,0.6,0.69,0.31,0.4,min,74.0,1,1.74,real_measured,0.2177,estimated,2026-09-10T19:42:07.071204+00:00
KXLOWTATL,KXLOWTATL-26SEP11-B72.5,Low Temperature Atlanta,KATL,2026-09-11,between,72.0,73.0,0.21,0.3,0.7,0.79,min,74.0,1,1.74,real_measured,0.1576,estimated,2026-09-10T19:42:07.071204+00:00
KXLOWTATL,KXLOWTATL-26SEP11-B70.5,Low Temperature Atlanta,KATL,2026-09-11,between,70.0,71.0,0.02,0.17,0.83,0.98,min,74.0,1,1.74,real_measured,0.0314,estimated,2026-09-10T19:42:07.071204+00:00
KXLOWTATL,KXLOWTATL-26SEP11-B68.5,Low Temperature Atlanta,KATL,2026-09-11,between,68.0,69.0,0.02,0.13,0.87,0.98,min,74.0,1,1.74,real_measured,0.0017,estimated,2026-09-10T19:42:07.071204+00:00
KXLOWTATL,KXLOWTATL-26SEP10-T73,Low Temperature Atlanta,KATL,2026-09-10,greater,73.0,,0.0,0.01,0.99,1.0,min,72.0,0,1.99,real_measured,0.3081,estimated,2026-09-10T19:42:07.071204+00:00
KXLOWTATL,KXLOWTATL-26SEP10-T66,Low Temperature Atlanta,KATL,2026-09-10,less,,66.0,0.0,0.02,0.98,1.0,min,72.0,0,1.99,real_measured,0.0013,estimated,2026-09-10T19:42:07.071204+00:00
KXLOWTATL,KXLOWTATL-26SEP10-B72.5,Low Temperature Atlanta,KATL,2026-09-10,between,72.0,73.0,0.97,0.99,0.01,0.03,min,72.0,0,1.99,real_measured,0.1919,estimated,2026-09-10T19:42:07.071204+00:00
KXLOWTATL,KXLOWTATL-26SEP10-B70.5,Low Temperature Atlanta,KATL,2026-09-10,between,70.0,71.0,0.0,0.02,0.98,1.0,min,72.0,0,1.99,real_measured,0.1501,estimated,2026-09-10T19:42:07.071204+00:00
