series_ticker,market_ticker,city_label,station_id,target_date,strike_type,floor_strike,cap_strike,yes_bid,yes_ask,no_bid,no_ask,forecast_kind,forecast_value_f,lead_days,model_sigma_f,sigma_source,model_prob_yes,model_status,pulled_at
KXLOWTDC,KXLOWTDC-26SEP27-T59,Lowest Temperature DC ,KDCA,2026-09-27,greater,59.0,,0.52,0.71,0.29,0.48,min,58.0,1,1.74,real_measured,0.283,estimated,2026-09-26T15:00:00.740565+00:00
KXLOWTDC,KXLOWTDC-26SEP27-T52,Lowest Temperature DC ,KDCA,2026-09-27,less,,52.0,0.0,0.01,0.99,1.0,min,58.0,1,1.74,real_measured,0.0003,estimated,2026-09-26T15:00:00.740565+00:00
KXLOWTDC,KXLOWTDC-26SEP27-B58.5,Lowest Temperature DC ,KDCA,2026-09-27,between,58.0,59.0,0.13,0.15,0.85,0.87,min,58.0,1,1.74,real_measured,0.217,estimated,2026-09-26T15:00:00.740565+00:00
KXLOWTDC,KXLOWTDC-26SEP27-B56.5,Lowest Temperature DC ,KDCA,2026-09-27,between,56.0,57.0,0.06,0.09,0.91,0.94,min,58.0,1,1.74,real_measured,0.1575,estimated,2026-09-26T15:00:00.740565+00:00
KXLOWTDC,KXLOWTDC-26SEP27-B54.5,Lowest Temperature DC ,KDCA,2026-09-27,between,54.0,55.0,0.01,0.07,0.93,0.99,min,58.0,1,1.74,real_measured,0.0317,estimated,2026-09-26T15:00:00.740565+00:00
KXLOWTDC,KXLOWTDC-26SEP27-B52.5,Lowest Temperature DC ,KDCA,2026-09-27,between,52.0,53.0,0.01,0.07,0.93,0.99,min,58.0,1,1.74,real_measured,0.0018,estimated,2026-09-26T15:00:00.740565+00:00
KXLOWTDC,KXLOWTDC-26SEP26-T58,Lowest Temperature DC ,KDCA,2026-09-26,greater,58.0,,0.71,0.98,0.02,0.29,min,60.0,0,1.85,real_measured,0.86,estimated,2026-09-26T15:00:00.740565+00:00
KXLOWTDC,KXLOWTDC-26SEP26-T51,Lowest Temperature DC ,KDCA,2026-09-26,less,,51.0,0.0,0.01,0.99,1.0,min,60.0,0,1.85,real_measured,0.0,estimated,2026-09-26T15:00:00.740565+00:00
KXLOWTDC,KXLOWTDC-26SEP26-B57.5,Lowest Temperature DC ,KDCA,2026-09-26,between,57.0,58.0,0.01,0.02,0.98,0.99,min,60.0,0,1.85,real_measured,0.0874,estimated,2026-09-26T15:00:00.740565+00:00
KXLOWTDC,KXLOWTDC-26SEP26-B55.5,Lowest Temperature DC ,KDCA,2026-09-26,between,55.0,56.0,0.01,0.04,0.96,0.99,min,60.0,0,1.85,real_measured,0.0119,estimated,2026-09-26T15:00:00.740565+00:00
KXLOWTDC,KXLOWTDC-26SEP26-B53.5,Lowest Temperature DC ,KDCA,2026-09-26,between,53.0,54.0,0.0,0.05,0.95,1.0,min,60.0,0,1.85,real_measured,0.0005,estimated,2026-09-26T15:00:00.740565+00:00
