series_ticker,market_ticker,city_label,station_id,target_date,strike_type,floor_strike,cap_strike,yes_bid,yes_ask,no_bid,no_ask,forecast_kind,forecast_value_f,lead_days,model_sigma_f,sigma_source,model_prob_yes,model_status,pulled_at
KXHIGHTSDF,KXHIGHTSDF-26SEP14-T88,HIGHEST Temperature SATX,KSDF,2026-09-14,greater,88.0,,0.0,0.01,0.99,1.0,max,84.0,0,1.98,real_measured,0.0218,estimated,2026-09-14T10:38:50.109017+00:00
KXHIGHTSDF,KXHIGHTSDF-26SEP14-T81,HIGHEST Temperature SATX,KSDF,2026-09-14,less,,81.0,0.04,0.73,0.27,0.96,max,84.0,0,1.98,real_measured,0.065,estimated,2026-09-14T10:38:50.109017+00:00
KXHIGHTSDF,KXHIGHTSDF-26SEP14-B87.5,HIGHEST Temperature SATX,KSDF,2026-09-14,between,87.0,88.0,0.06,0.8,0.2,0.94,max,84.0,0,1.98,real_measured,0.0433,estimated,2026-09-14T10:38:50.109017+00:00
KXHIGHTSDF,KXHIGHTSDF-26SEP14-B85.5,HIGHEST Temperature SATX,KSDF,2026-09-14,between,85.0,86.0,0.03,0.06,0.94,0.97,max,84.0,0,1.98,real_measured,0.1505,estimated,2026-09-14T10:38:50.109017+00:00
KXHIGHTSDF,KXHIGHTSDF-26SEP14-B83.5,HIGHEST Temperature SATX,KSDF,2026-09-14,between,83.0,84.0,0.04,0.24,0.76,0.96,max,84.0,0,1.98,real_measured,0.1931,estimated,2026-09-14T10:38:50.109017+00:00
KXHIGHTSDF,KXHIGHTSDF-26SEP14-B81.5,HIGHEST Temperature SATX,KSDF,2026-09-14,between,81.0,82.0,0.18,0.77,0.23,0.82,max,84.0,0,1.98,real_measured,0.0914,estimated,2026-09-14T10:38:50.109017+00:00
KXLOWTSATX,KXLOWTSATX-26SEP14-T79,Lowest Temperature SATX,KSAT,2026-09-14,greater,79.0,,0.32,0.51,0.49,0.68,min,77.0,0,1.98,real_measured,0.1564,estimated,2026-09-14T10:38:50.109017+00:00
KXLOWTSATX,KXLOWTSATX-26SEP14-T72,Lowest Temperature SATX,KSAT,2026-09-14,less,,72.0,0.0,0.03,0.97,1.0,min,77.0,0,1.98,real_measured,0.0058,estimated,2026-09-14T10:38:50.109017+00:00
KXLOWTSATX,KXLOWTSATX-26SEP14-B78.5,Lowest Temperature SATX,KSAT,2026-09-14,between,78.0,79.0,0.36,0.42,0.58,0.64,min,77.0,0,1.98,real_measured,0.1505,estimated,2026-09-14T10:38:50.109017+00:00
KXLOWTSATX,KXLOWTSATX-26SEP14-B76.5,Lowest Temperature SATX,KSAT,2026-09-14,between,76.0,77.0,0.02,0.07,0.93,0.98,min,77.0,0,1.98,real_measured,0.1931,estimated,2026-09-14T10:38:50.109017+00:00
KXLOWTSATX,KXLOWTSATX-26SEP14-B74.5,Lowest Temperature SATX,KSAT,2026-09-14,between,74.0,75.0,0.01,0.05,0.95,0.99,min,77.0,0,1.98,real_measured,0.0914,estimated,2026-09-14T10:38:50.109017+00:00
KXLOWTSATX,KXLOWTSATX-26SEP14-B72.5,Lowest Temperature SATX,KSAT,2026-09-14,between,72.0,73.0,0.01,0.04,0.96,0.99,min,77.0,0,1.98,real_measured,0.0159,estimated,2026-09-14T10:38:50.109017+00:00
KXHIGHDEN,KXHIGHDEN-26SEP14-T90,Highest temperature in Denver,KDEN,2026-09-14,greater,90.0,,0.04,0.06,0.94,0.96,max,93.0,0,1.98,real_measured,0.935,estimated,2026-09-14T10:38:50.109017+00:00
KXHIGHDEN,KXHIGHDEN-26SEP14-T83,Highest temperature in Denver,KDEN,2026-09-14,less,,83.0,0.0,0.01,0.99,1.0,max,93.0,0,1.98,real_measured,0.0,estimated,2026-09-14T10:38:50.109017+00:00
KXHIGHDEN,KXHIGHDEN-26SEP14-B89.5,Highest temperature in Denver,KDEN,2026-09-14,between,89.0,90.0,0.41,0.45,0.55,0.59,max,93.0,0,1.98,real_measured,0.0433,estimated,2026-09-14T10:38:50.109017+00:00
KXHIGHDEN,KXHIGHDEN-26SEP14-B87.5,Highest temperature in Denver,KDEN,2026-09-14,between,87.0,88.0,0.42,0.47,0.53,0.58,max,93.0,0,1.98,real_measured,0.0046,estimated,2026-09-14T10:38:50.109017+00:00
KXHIGHDEN,KXHIGHDEN-26SEP14-B85.5,Highest temperature in Denver,KDEN,2026-09-14,between,85.0,86.0,0.07,0.08,0.92,0.93,max,93.0,0,1.98,real_measured,0.0002,estimated,2026-09-14T10:38:50.109017+00:00
KXHIGHDEN,KXHIGHDEN-26SEP14-B83.5,Highest temperature in Denver,KDEN,2026-09-14,between,83.0,84.0,0.01,0.03,0.97,0.99,max,93.0,0,1.98,real_measured,0.0,estimated,2026-09-14T10:38:50.109017+00:00
KXLOWTOKC,KXLOWTOKC-26SEP14-T77,Low Temperature Oklahoma City,KOKC,2026-09-14,greater,77.0,,0.26,0.66,0.34,0.74,min,76.0,0,1.98,real_measured,0.3069,estimated,2026-09-14T10:38:50.109017+00:00
KXLOWTOKC,KXLOWTOKC-26SEP14-T70,Low Temperature Oklahoma City,KOKC,2026-09-14,less,,70.0,0.0,0.03,0.97,1.0,min,76.0,0,1.98,real_measured,0.0012,estimated,2026-09-14T10:38:50.109017+00:00
KXLOWTOKC,KXLOWTOKC-26SEP14-B76.5,Low Temperature Oklahoma City,KOKC,2026-09-14,between,76.0,77.0,0.35,0.37,0.63,0.65,min,76.0,0,1.98,real_measured,0.1931,estimated,2026-09-14T10:38:50.109017+00:00
KXLOWTOKC,KXLOWTOKC-26SEP14-B74.5,Low Temperature Oklahoma City,KOKC,2026-09-14,between,74.0,75.0,0.07,0.08,0.92,0.93,min,76.0,0,1.98,real_measured,0.1505,estimated,2026-09-14T10:38:50.109017+00:00
KXLOWTOKC,KXLOWTOKC-26SEP14-B72.5,Low Temperature Oklahoma City,KOKC,2026-09-14,between,72.0,73.0,0.01,0.05,0.95,0.99,min,76.0,0,1.98,real_measured,0.0433,estimated,2026-09-14T10:38:50.109017+00:00
KXLOWTOKC,KXLOWTOKC-26SEP14-B70.5,Low Temperature Oklahoma City,KOKC,2026-09-14,between,70.0,71.0,0.01,0.04,0.96,0.99,min,76.0,0,1.98,real_measured,0.0046,estimated,2026-09-14T10:38:50.109017+00:00
KXLOWTSFO,KXLOWTSFO-26SEP14-T57,Lowest Temperature San Francisco,KSFO,2026-09-14,greater,57.0,,0.02,0.11,0.89,0.98,min,56.0,0,1.98,real_measured,0.3069,estimated,2026-09-14T10:38:50.109017+00:00
KXLOWTSFO,KXLOWTSFO-26SEP14-T50,Lowest Temperature San Francisco,KSFO,2026-09-14,less,,50.0,0.0,0.03,0.97,1.0,min,56.0,0,1.98,real_measured,0.0012,estimated,2026-09-14T10:38:50.109017+00:00
KXLOWTSFO,KXLOWTSFO-26SEP14-B56.5,Lowest Temperature San Francisco,KSFO,2026-09-14,between,56.0,57.0,0.36,0.46,0.54,0.64,min,56.0,0,1.98,real_measured,0.1931,estimated,2026-09-14T10:38:50.109017+00:00
