outcome_id,flag_id,reported_at,platform,player_name,team,sport,stat_type,resolved_stat_key,flagged_side,first_flagged_line,first_flagged_model_prob,first_flagged_implied_prob,first_flagged_edge,clv_edge_at_close,consensus_available,result,actual_value,entry_type,stake,payout,net_profit,notes,context_lookup_status,graded_by
draftkings|334612412|0QA334612412#2151925101_13L88808Q1-1063669179Q20|2026-09-19T11:02:05Z,draftkings|334612412|0QA334612412#2151925101_13L88808Q1-1063669179Q20,2026-09-19T11:02:05Z,draftkings,Rhamondre Stevenson,,NFL,2+ TDs,rushing_tds+receiving_tds,over,1.5,0.3361,0.1628,0.1733,0.1660583653276459,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 1.5 (2026-09-17 fix).",ok,auto
draftkings|362382884|0QA362382884#2254729947_13L88808Q1-271780635Q20|2026-09-19T11:02:05Z,draftkings|362382884|0QA362382884#2254729947_13L88808Q1-271780635Q20,2026-09-19T11:02:05Z,draftkings,Brian Thomas Jr.,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.1539,0.0565,0.0974,0.0959638299912062,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|362382884|0QA362382884#2254729962_13L88808Q1466829631Q20|2026-09-19T11:02:05Z,draftkings|362382884|0QA362382884#2254729962_13L88808Q1466829631Q20,2026-09-19T11:02:05Z,draftkings,Harold Fannin Jr.,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.5247,0.0498,0.4749,0.4793586495583353,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|362382884|0QA362382884#2254729963_13L88808Q1526503198Q20|2026-09-19T11:02:05Z,draftkings|362382884|0QA362382884#2254729963_13L88808Q1526503198Q20,2026-09-19T11:02:05Z,draftkings,Jerry Jeudy,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.0941,0.038,0.0561,0.0561781432669713,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|362382884|0QA362382884#2254729965_13L88808Q11127564074Q20|2026-09-19T11:02:05Z,draftkings|362382884|0QA362382884#2254729965_13L88808Q11127564074Q20,2026-09-19T11:02:05Z,draftkings,Dylan Sampson,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.1012,0.0262,0.075,0.0751287234960428,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|362382884|0QA362382884#2254729950_13L88808Q1-458881524Q20|2026-09-19T11:02:05Z,draftkings|362382884|0QA362382884#2254729950_13L88808Q1-458881524Q20,2026-09-19T11:02:05Z,draftkings,Travis Hunter,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.2184,0.022,0.1964,0.1964452408387729,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|362382884|0QA362382884#2254729960_13L88808Q1-286456608Q20|2026-09-19T11:02:05Z,draftkings|362382884|0QA362382884#2254729960_13L88808Q1-286456608Q20,2026-09-19T11:02:05Z,draftkings,Raheim Sanders,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.1732,0.01,0.1633,0.1622226204193864,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|362382884|0QA362382884#2254729955_13L88808Q1-1307850565Q20|2026-09-19T11:02:05Z,draftkings|362382884|0QA362382884#2254729955_13L88808Q1-1307850565Q20,2026-09-19T11:02:05Z,draftkings,Quintin Morris,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.1978,0.0067,0.1911,0.1897780687680132,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|363196021|0QA363196021#2258143631_13L88808Q1274701345Q20|2026-09-19T11:02:05Z,draftkings|363196021|0QA363196021#2258143631_13L88808Q1274701345Q20,2026-09-19T11:02:05Z,draftkings,Trevor Lawrence,,NFL,2+ TDs,rushing_tds+receiving_tds,over,1.5,0.1471,0.0665,0.0806,0.0834538657719306,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 1.5 (2026-09-17 fix).",ok,auto
draftkings|363196021|0QA363196021#2258143640_13L88808Q1-862670716Q20|2026-09-19T11:02:05Z,draftkings|363196021|0QA363196021#2258143640_13L88808Q1-862670716Q20,2026-09-19T11:02:05Z,draftkings,Harold Fannin Jr.,,NFL,2+ TDs,rushing_tds+receiving_tds,over,1.5,0.1711,0.0388,0.1324,0.1304371920209557,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 1.5 (2026-09-17 fix).",ok,auto
draftkings|362104903|0QA362104903#2253619459_13L88808Q1850190615Q20|2026-09-19T11:02:05Z,draftkings|362104903|0QA362104903#2253619459_13L88808Q1850190615Q20,2026-09-19T11:02:05Z,draftkings,Chuba Hubbard,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.1591,0.0884,0.0707,0.070334974945273,False,win,2.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|362104903|0QA362104903#2253619460_13L88808Q1-719490824Q20|2026-09-19T11:02:05Z,draftkings|362104903|0QA362104903#2253619460_13L88808Q1-719490824Q20,2026-09-19T11:02:05Z,draftkings,Tetairoa McMillan,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.2924,0.0767,0.2157,0.2210709620095944,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|362104903|0QA362104903#2253619479_13L88808Q12086988331Q20|2026-09-19T11:02:05Z,draftkings|362104903|0QA362104903#2253619479_13L88808Q12086988331Q20,2026-09-19T11:02:05Z,draftkings,Luther Burden III,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.1744,0.0739,0.1005,0.104322348641005,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|362104903|0QA362104903#2253619478_13L88808Q1-2109230062Q20|2026-09-19T11:02:05Z,draftkings|362104903|0QA362104903#2253619478_13L88808Q1-2109230062Q20,2026-09-19T11:02:05Z,draftkings,Colston Loveland,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.4099,0.0689,0.341,0.3300114774507456,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|362104903|0QA362104903#2253619476_13L88808Q1655740791Q20|2026-09-19T11:02:05Z,draftkings|362104903|0QA362104903#2253619476_13L88808Q1655740791Q20,2026-09-19T11:02:05Z,draftkings,Kyle Monangai,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.1368,0.0656,0.0712,0.0713176044678243,False,win,1.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|362104903|0QA362104903#2253619477_13L88808Q1-848465730Q20|2026-09-19T11:02:05Z,draftkings|362104903|0QA362104903#2253619477_13L88808Q1-848465730Q20,2026-09-19T11:02:05Z,draftkings,Rome Odunze,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.2666,0.0645,0.202,0.2000262312089546,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|362104903|0QA362104903#2253619461_13L88808Q1-537154100Q20|2026-09-19T11:02:05Z,draftkings|362104903|0QA362104903#2253619461_13L88808Q1-537154100Q20,2026-09-19T11:02:05Z,draftkings,Jalen Coker,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.3373,0.0496,0.2877,0.2847417614807538,False,win,2.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|362104903|0QA362104903#2253619480_13L88808Q11505799344Q20|2026-09-19T11:02:05Z,draftkings|362104903|0QA362104903#2253619480_13L88808Q11505799344Q20,2026-09-19T11:02:05Z,draftkings,Caleb Williams,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.111,0.0407,0.0703,0.0777131156044774,False,win,2.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|362104903|0QA362104903#2253619464_13L88808Q1294436062Q20|2026-09-19T11:02:05Z,draftkings|362104903|0QA362104903#2253619464_13L88808Q1294436062Q20,2026-09-19T11:02:05Z,draftkings,Darren Waller,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.4134,0.0387,0.3746,0.3770870352048844,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|362104903|0QA362104903#2253619468_13L88808Q1-813345382Q20|2026-09-19T11:02:05Z,draftkings|362104903|0QA362104903#2253619468_13L88808Q1-813345382Q20,2026-09-19T11:02:05Z,draftkings,Tommy Tremble,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.2147,0.0354,0.1793,0.1839736451733637,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|362104903|0QA362104903#2253619462_13L88808Q1922326735Q20|2026-09-19T11:02:05Z,draftkings|362104903|0QA362104903#2253619462_13L88808Q1922326735Q20,2026-09-19T11:02:05Z,draftkings,Xavier Legette,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.0952,0.0339,0.0613,0.0619131156044774,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|362104903|0QA362104903#2253619324_13L88808Q1633357284Q20|2026-09-19T11:02:05Z,draftkings|362104903|0QA362104903#2253619324_13L88808Q1633357284Q20,2026-09-19T11:02:05Z,draftkings,Kalif Raymond,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.1248,0.0254,0.0994,0.099834836703358,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|362104903|0QA362104903#2253619465_13L88808Q11112660000Q20|2026-09-19T11:02:05Z,draftkings|362104903|0QA362104903#2253619465_13L88808Q11112660000Q20,2026-09-19T11:02:05Z,draftkings,Bryce Young,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.171,0.0239,0.1471,0.132957846405117,False,win,1.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|362104903|0QA362104903#2253619470_13L88808Q1-619052431Q20|2026-09-19T11:02:05Z,draftkings|362104903|0QA362104903#2253619470_13L88808Q1-619052431Q20,2026-09-19T11:02:05Z,draftkings,Mitchell Evans,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.0689,0.0169,0.052,0.0498789232025585,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|362104903|0QA362104903#2253619481_13L88808Q1-1770507643Q20|2026-09-19T11:02:05Z,draftkings|362104903|0QA362104903#2253619481_13L88808Q1-1770507643Q20,2026-09-19T11:02:05Z,draftkings,Jahdae Walker,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.357,0.0169,0.3401,0.3359767045923015,False,win,1.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|363171670|0QA363171670#2258072377_13L88808Q1-244560726Q20|2026-09-19T11:02:05Z,draftkings|363171670|0QA363171670#2258072377_13L88808Q1-244560726Q20,2026-09-19T11:02:05Z,draftkings,Colston Loveland,,NFL,2+ TDs,rushing_tds+receiving_tds,over,1.5,0.0987,0.0587,0.0399,0.0105846410506122,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 1.5 (2026-09-17 fix).",ok,auto
draftkings|363171670|0QA363171670#2258072363_13L88808Q1131228805Q20|2026-09-19T11:02:05Z,draftkings|363171670|0QA363171670#2258072363_13L88808Q1131228805Q20,2026-09-19T11:02:05Z,draftkings,Jalen Coker,,NFL,2+ TDs,rushing_tds+receiving_tds,over,1.5,0.0646,0.0322,0.0324,0.0239313727925903,False,win,2.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 1.5 (2026-09-17 fix).",ok,auto
draftkings|363171670|0QA363171670#2258072364_13L88808Q1637812501Q20|2026-09-19T11:02:05Z,draftkings|363171670|0QA363171670#2258072364_13L88808Q1637812501Q20,2026-09-19T11:02:05Z,draftkings,Darren Waller,,NFL,2+ TDs,rushing_tds+receiving_tds,over,1.5,0.1005,0.0196,0.0809,0.07976697436485,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 1.5 (2026-09-17 fix).",ok,auto
draftkings|363171670|0QA363171670#2258072386_13L88808Q1-704328598Q20|2026-09-19T11:02:05Z,draftkings|363171670|0QA363171670#2258072386_13L88808Q1-704328598Q20,2026-09-19T11:02:05Z,draftkings,Jahdae Walker,,NFL,2+ TDs,rushing_tds+receiving_tds,over,1.5,0.0731,0.0071,0.066,0.0591870485869387,False,loss,1.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 1.5 (2026-09-17 fix).",ok,auto
draftkings|362350810|0QA362350810#2254581562_13L88808Q1-677035407Q20|2026-09-19T11:02:05Z,draftkings|362350810|0QA362350810#2254581562_13L88808Q1-677035407Q20,2026-09-19T11:02:05Z,draftkings,Josh Allen,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.5883,0.1142,0.4741,0.4943543289721759,False,win,2.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|362350810|0QA362350810#2254581548_13L88808Q11759839095Q20|2026-09-19T11:02:05Z,draftkings|362350810|0QA362350810#2254581548_13L88808Q11759839095Q20,2026-09-19T11:02:05Z,draftkings,Nico Collins,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.3771,0.0944,0.2827,0.2942067608578022,False,win,1.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|362350810|0QA362350810#2254581547_13L88808Q11052217445Q20|2026-09-19T11:02:05Z,draftkings|362350810|0QA362350810#2254581547_13L88808Q11052217445Q20,2026-09-19T11:02:05Z,draftkings,Woody Marks,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.1945,0.0767,0.1178,0.1341063543392559,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|362350810|0QA362350810#2254581549_13L88808Q12038958166Q20|2026-09-19T11:02:05Z,draftkings|362350810|0QA362350810#2254581549_13L88808Q12038958166Q20,2026-09-19T11:02:05Z,draftkings,Dalton Schultz,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.2198,0.0614,0.1585,0.1662866430854166,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|362350810|0QA362350810#2254581564_13L88808Q12079458734Q20|2026-09-19T11:02:05Z,draftkings|362350810|0QA362350810#2254581564_13L88808Q12079458734Q20,2026-09-19T11:02:05Z,draftkings,Khalil Shakir,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.1689,0.0558,0.1131,0.12085960004259,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|362350810|0QA362350810#2254581567_13L88808Q1-81077793Q20|2026-09-19T11:02:05Z,draftkings|362350810|0QA362350810#2254581567_13L88808Q1-81077793Q20,2026-09-19T11:02:05Z,draftkings,Dalton Kincaid,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.2353,0.0558,0.1796,0.1837444488261941,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|362350810|0QA362350810#2258204273_13L88808Q1401138925Q20|2026-09-19T11:02:05Z,draftkings|362350810|0QA362350810#2258204273_13L88808Q1401138925Q20,2026-09-19T11:02:05Z,draftkings,Kayshon Boutte,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.2399,0.0522,0.1877,0.19185960004259,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|362350810|0QA362350810#2254581550_13L88808Q1-2078311456Q20|2026-09-19T11:02:05Z,draftkings|362350810|0QA362350810#2254581550_13L88808Q1-2078311456Q20,2026-09-19T11:02:05Z,draftkings,Jaylin Noel,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.1679,0.0409,0.127,0.137703177169628,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|362350810|0QA362350810#2254581552_13L88808Q1-1444150535Q20|2026-09-19T11:02:05Z,draftkings|362350810|0QA362350810#2254581552_13L88808Q1-1444150535Q20,2026-09-19T11:02:05Z,draftkings,Xavier Hutchinson,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.0895,0.0409,0.0486,0.0527386504673731,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|362350810|0QA362350810#2254581565_13L88808Q1614963414Q20|2026-09-19T11:02:05Z,draftkings|362350810|0QA362350810#2254581565_13L88808Q1614963414Q20,2026-09-19T11:02:05Z,draftkings,Ray Davis,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.2085,0.0409,0.1676,0.170067680034072,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|362350810|0QA362350810#2254581566_13L88808Q1-2072232579Q20|2026-09-19T11:02:05Z,draftkings|362350810|0QA362350810#2254581566_13L88808Q1-2072232579Q20,2026-09-19T11:02:05Z,draftkings,Keon Coleman,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.2787,0.0351,0.2436,0.248503177169628,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|362350810|0QA362350810#2254581569_13L88808Q11470829306Q20|2026-09-19T11:02:05Z,draftkings|362350810|0QA362350810#2254581569_13L88808Q11470829306Q20,2026-09-19T11:02:05Z,draftkings,Dawson Knox,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.343,0.0327,0.3102,0.3165777800234245,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|362350810|0QA362350810#2254581531_13L88808Q1242387080Q20|2026-09-19T11:02:05Z,draftkings|362350810|0QA362350810#2254581531_13L88808Q1242387080Q20,2026-09-19T11:02:05Z,draftkings,C.J. Stroud,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.19,0.0258,0.1642,0.1688622240187396,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|363186669|0QA363186669#2258117165_13L88808Q11587218485Q20|2026-09-19T11:02:05Z,draftkings|363186669|0QA363186669#2258117165_13L88808Q11587218485Q20,2026-09-19T11:02:05Z,draftkings,Josh Allen,,NFL,2+ TDs,rushing_tds+receiving_tds,over,1.5,0.2229,0.1326,0.0903,0.1010001062198826,False,win,2.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 1.5 (2026-09-17 fix).",ok,auto
draftkings|363186669|0QA363186669#2258117170_13L88808Q1-116043467Q20|2026-09-19T11:02:05Z,draftkings|363186669|0QA363186669#2258117170_13L88808Q1-116043467Q20,2026-09-19T11:02:05Z,draftkings,Dawson Knox,,NFL,2+ TDs,rushing_tds+receiving_tds,over,1.5,0.067,0.0139,0.0531,0.0549439665492192,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 1.5 (2026-09-17 fix).",ok,auto
draftkings|361505183|0QA361505183#2251317257_13L88808Q12018204784Q20|2026-09-19T11:02:05Z,draftkings|361505183|0QA361505183#2251317257_13L88808Q12018204784Q20,2026-09-19T11:02:05Z,draftkings,Zay Flowers,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.5558,0.0893,0.4664,0.4662275218799044,False,win,1.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|361505183|0QA361505183#2251317258_13L88808Q1-1031442765Q20|2026-09-19T11:02:05Z,draftkings|361505183|0QA361505183#2251317258_13L88808Q1-1031442765Q20,2026-09-19T11:02:05Z,draftkings,Mark Andrews,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.1618,0.0832,0.0786,0.0770260474934809,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|361505183|0QA361505183#2251317239_13L88808Q1-297522584Q20|2026-09-19T11:02:05Z,draftkings|361505183|0QA361505183#2251317239_13L88808Q1-297522584Q20,2026-09-19T11:02:05Z,draftkings,Tyler Warren,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.1368,0.071,0.0658,0.0602299783812087,False,win,1.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|361505183|0QA361505183#2251317256_13L88808Q1-1643070992Q20|2026-09-19T11:02:05Z,draftkings|361505183|0QA361505183#2251317256_13L88808Q1-1643070992Q20,2026-09-19T11:02:05Z,draftkings,Lamar Jackson,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.128,0.0699,0.058,0.0601808379947848,False,win,1.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|361505183|0QA361505183#2251317241_13L88808Q1-883785420Q20|2026-09-19T11:02:05Z,draftkings|361505183|0QA361505183#2251317241_13L88808Q1-883785420Q20,2026-09-19T11:02:05Z,draftkings,Josh Downs,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.1689,0.0627,0.1062,0.1064349823636175,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|361505183|0QA361505183#2251321881_13L88808Q1-1866642147Q20|2026-09-19T11:02:05Z,draftkings|361505183|0QA361505183#2251321881_13L88808Q1-1866642147Q20,2026-09-19T11:02:05Z,draftkings,Alec Pierce,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.5276,0.0611,0.4666,0.4634467386437153,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|361505183|0QA361505183#2251317240_13L88808Q1716026518Q20|2026-09-19T11:02:05Z,draftkings|361505183|0QA361505183#2251317240_13L88808Q1716026518Q20,2026-09-19T11:02:05Z,draftkings,Keenan Allen,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.111,0.0574,0.0536,0.055798356507383,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|361505183|0QA361505183#2251317180_13L88808Q1-1969802282Q20|2026-09-19T11:02:05Z,draftkings|361505183|0QA361505183#2251317180_13L88808Q1-1969802282Q20,2026-09-19T11:02:05Z,draftkings,Daniel Jones,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.2073,0.0402,0.1671,0.1620872253298566,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|361505183|0QA361505183#2251317261_13L88808Q11994625172Q20|2026-09-19T11:02:05Z,draftkings|361505183|0QA361505183#2251317261_13L88808Q11994625172Q20,2026-09-19T11:02:05Z,draftkings,Justice Hill,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.2404,0.0371,0.2033,0.2087510577308996,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|361505183|0QA361505183#2251317262_13L88808Q11574112063Q20|2026-09-19T11:02:06Z,draftkings|361505183|0QA361505183#2251317262_13L88808Q11574112063Q20,2026-09-19T11:02:06Z,draftkings,Rasheen Ali,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.0891,0.0161,0.073,0.0732755288654498,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|361505183|0QA361505183#2251317246_13L88808Q11956512748Q20|2026-09-19T11:02:06Z,draftkings|361505183|0QA361505183#2251317246_13L88808Q11956512748Q20,2026-09-19T11:02:06Z,draftkings,Andrew Ogletree,,NFL,Anytime TD Scorer,rushing_tds+receiving_tds,over,0.5,0.1001,0.0134,0.0867,0.0882316466490873,False,loss,0.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 0.5 (2026-09-17 fix).",ok,auto
draftkings|363187905|0QA363187905#2258120974_13L88808Q11746484724Q20|2026-09-19T11:02:06Z,draftkings|363187905|0QA363187905#2258120974_13L88808Q11746484724Q20,2026-09-19T11:02:06Z,draftkings,Derrick Henry,,NFL,2+ TDs,rushing_tds+receiving_tds,over,1.5,0.3267,0.269,0.0578,0.0748598481655621,False,win,3.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 1.5 (2026-09-17 fix).",ok,auto
draftkings|363187905|0QA363187905#2258120975_13L88808Q1-1364480320Q20|2026-09-19T11:02:06Z,draftkings|363187905|0QA363187905#2258120975_13L88808Q1-1364480320Q20,2026-09-19T11:02:06Z,draftkings,Zay Flowers,,NFL,2+ TDs,rushing_tds+receiving_tds,over,1.5,0.1953,0.0644,0.131,0.1296416747003073,False,loss,1.0,,,,,"Auto-graded from nfl's real stats (Session 2.18/2.26), graded against closing line 1.5 (2026-09-17 fix).",ok,auto
