flag_id,track,flagged_side,first_flagged_at,first_flagged_model_prob,first_flagged_market_price,first_flagged_edge,consensus_available,consensus_label,consensus_price,consensus_edge,last_seen_at,last_seen_market_price,status,closing_market_price,closing_pulled_at,price_moved,clv_edge_at_close,platform,source_event_id,source_market_id,source_selection_id,player_name,team,sport,stat_type,prop_category,resolved_stat_key,line,game_id,game_start_time,implied_prob_includes_field_vig
draftkings|0QA334612412#2151925101_13L88808Q1-1063669179Q20,props,over,2026-09-09T17:34:29Z,0.3361,0.125,0.2111,False,,,,2026-09-09T19:02:26Z,0.1628069553264412,open,,,,,draftkings,34118042,334612412.0,0QA334612412#2151925101_13L88808Q1-1063669179Q20,Rhamondre Stevenson,,NFL,2+ TDs,player_touchdown,passing_tds+rushing_tds+receiving_tds,,34118042,2026-09-10T00:20:00.0000000Z,True
draftkings|0QA334612412#2151925232_13L88808Q11740203848Q20,props,over,2026-09-09T17:34:29Z,0.07,0.0345,0.0355,False,,,,2026-09-09T19:02:26Z,0.0469635448057042,open,,,,,draftkings,34118042,334612412.0,0QA334612412#2151925232_13L88808Q11740203848Q20,Hunter Henry,,NFL,2+ TDs,player_touchdown,passing_tds+rushing_tds+receiving_tds,,34118042,2026-09-10T00:20:00.0000000Z,True
draftkings|0QA334612412#2151925331_13L88808Q11724982079Q20,props,over,2026-09-09T17:34:29Z,0.6525,0.0196,0.6329,False,,,,2026-09-09T19:02:26Z,0.0239421993127119,open,,,,,draftkings,34118042,334612412.0,0QA334612412#2151925331_13L88808Q11724982079Q20,Drake Maye,,NFL,2+ TDs,player_touchdown,passing_tds+rushing_tds+receiving_tds,,34118042,2026-09-10T00:20:00.0000000Z,True
draftkings|0QA334612412#2233956191_13L88808Q11556454751Q20,props,over,2026-09-09T17:34:29Z,0.1637,0.011,0.1527,False,,,,2026-09-09T19:02:26Z,0.0110004699544892,open,,,,,draftkings,34118042,334612412.0,0QA334612412#2233956191_13L88808Q11556454751Q20,Tory Horton,,NFL,2+ TDs,player_touchdown,passing_tds+rushing_tds+receiving_tds,,34118042,2026-09-10T00:20:00.0000000Z,True
draftkings|0QA334612412#2151924870_13L88808Q11096856495Q20,props,over,2026-09-09T17:34:29Z,0.3302,0.0076,0.3226,False,,,,2026-09-09T19:02:26Z,0.0100913402061843,open,,,,,draftkings,34118042,334612412.0,0QA334612412#2151924870_13L88808Q11096856495Q20,Sam Darnold,,NFL,2+ TDs,player_touchdown,passing_tds+rushing_tds+receiving_tds,,34118042,2026-09-10T00:20:00.0000000Z,True
draftkings|0QA334613199#2151928221_13L88808Q1-1828996474Q20,props,over,2026-09-09T17:34:29Z,0.6977,0.4878,0.2099,False,,,,2026-09-09T19:02:26Z,0.0952997700556407,open,,,,,draftkings,34118042,334613199.0,0QA334613199#2151928221_13L88808Q1-1828996474Q20,Rhamondre Stevenson,,NFL,Anytime TD Scorer,player_touchdown,passing_tds+rushing_tds+receiving_tds,,34118042,2026-09-10T00:20:00.0000000Z,True
draftkings|0QA334613199#2151928223_13L88808Q1-349638135Q20,props,over,2026-09-09T17:34:29Z,0.2971,0.2597,0.0373,False,,,,2026-09-09T19:02:26Z,0.0465153639557294,open,,,,,draftkings,34118042,334613199.0,0QA334613199#2151928223_13L88808Q1-349638135Q20,Romeo Doubs,,NFL,Anytime TD Scorer,player_touchdown,passing_tds+rushing_tds+receiving_tds,,34118042,2026-09-10T00:20:00.0000000Z,True
draftkings|0QA334613199#2151928224_13L88808Q1-1762786291Q20,props,over,2026-09-09T17:34:29Z,0.3501,0.2532,0.0969,False,,,,2026-09-09T19:02:26Z,0.0520972076304169,open,,,,,draftkings,34118042,334613199.0,0QA334613199#2151928224_13L88808Q1-1762786291Q20,Hunter Henry,,NFL,Anytime TD Scorer,player_touchdown,passing_tds+rushing_tds+receiving_tds,,34118042,2026-09-10T00:20:00.0000000Z,True
draftkings|0QA334613199#2151928226_13L88808Q1-725127430Q20,props,over,2026-09-09T17:34:29Z,0.8924,0.1905,0.7019,False,,,,2026-09-09T19:02:26Z,0.0355208233843751,open,,,,,draftkings,34118042,334613199.0,0QA334613199#2151928226_13L88808Q1-725127430Q20,Drake Maye,,NFL,Anytime TD Scorer,player_touchdown,passing_tds+rushing_tds+receiving_tds,,34118042,2026-09-10T00:20:00.0000000Z,True
draftkings|0QA334613199#2233956178_13L88808Q1-2108815135Q20,props,over,2026-09-09T17:34:29Z,0.5145,0.125,0.3895,False,,,,2026-09-09T19:02:26Z,0.021707169846007,open,,,,,draftkings,34118042,334613199.0,0QA334613199#2233956178_13L88808Q1-2108815135Q20,Tory Horton,,NFL,Anytime TD Scorer,player_touchdown,passing_tds+rushing_tds+receiving_tds,,34118042,2026-09-10T00:20:00.0000000Z,True
