series_ticker,market_ticker,city_label,station_id,target_date,strike_type,floor_strike,cap_strike,settlement_source_name,settlement_source_url,yes_bid,yes_ask,no_bid,no_ask,yes_ask_size,yes_bid_size,volume,liquidity,close_time,status,pulled_at
KXLOWTHOU,KXLOWTHOU-26SEP19-T77,Low Temperature Houston,KHOU,2026-09-19,greater,77.0,,The Weather Company,https://weather.com/kalshi,0.0,0.01,0.99,1.0,12092.15,0.0,162.03,0.0,2026-09-20T06:00:00Z,active,2026-09-19T09:28:06.626610+00:00
KXLOWTHOU,KXLOWTHOU-26SEP19-T70,Low Temperature Houston,KHOU,2026-09-19,less,,70.0,The Weather Company,https://weather.com/kalshi,0.0,0.03,0.97,1.0,281.0,0.0,6.0,0.0,2026-09-20T06:00:00Z,active,2026-09-19T09:28:06.626610+00:00
KXLOWTHOU,KXLOWTHOU-26SEP19-B76.5,Low Temperature Houston,KHOU,2026-09-19,between,76.0,77.0,The Weather Company,https://weather.com/kalshi,0.5,0.62,0.38,0.5,25.0,10.0,386.42,0.0,2026-09-20T06:00:00Z,active,2026-09-19T09:28:06.626610+00:00
KXLOWTHOU,KXLOWTHOU-26SEP19-B74.5,Low Temperature Houston,KHOU,2026-09-19,between,74.0,75.0,The Weather Company,https://weather.com/kalshi,0.38,0.44,0.56,0.62,2.98,0.01,174.66,0.0,2026-09-20T06:00:00Z,active,2026-09-19T09:28:06.626610+00:00
KXLOWTHOU,KXLOWTHOU-26SEP19-B72.5,Low Temperature Houston,KHOU,2026-09-19,between,72.0,73.0,The Weather Company,https://weather.com/kalshi,0.03,0.11,0.89,0.97,25.0,5.0,41.5,0.0,2026-09-20T06:00:00Z,active,2026-09-19T09:28:06.626610+00:00
KXLOWTHOU,KXLOWTHOU-26SEP19-B70.5,Low Temperature Houston,KHOU,2026-09-19,between,70.0,71.0,The Weather Company,https://weather.com/kalshi,0.01,0.04,0.96,0.99,25.0,30.0,66.0,0.0,2026-09-20T06:00:00Z,active,2026-09-19T09:28:06.626610+00:00
KXHIGHTDAL,KXHIGHTDAL-26SEP19-T97,Dallas Maximum Temperature,KDFW,2026-09-19,less,,97.0,The Weather Company,https://weather.com/kalshi,0.18,0.2,0.8,0.82,8.74,5.8,2229.37,0.0,2026-09-20T06:00:00Z,active,2026-09-19T09:28:06.626610+00:00
KXHIGHTDAL,KXHIGHTDAL-26SEP19-T104,Dallas Maximum Temperature,KDFW,2026-09-19,greater,104.0,,The Weather Company,https://weather.com/kalshi,0.0,0.01,0.99,1.0,1174.83,0.0,405.49,0.0,2026-09-20T06:00:00Z,active,2026-09-19T09:28:06.626610+00:00
KXHIGHTDAL,KXHIGHTDAL-26SEP19-B99.5,Dallas Maximum Temperature,KDFW,2026-09-19,between,99.0,100.0,The Weather Company,https://weather.com/kalshi,0.16,0.17,0.83,0.84,1.61,44.0,2526.66,0.0,2026-09-20T06:00:00Z,active,2026-09-19T09:28:06.626610+00:00
KXHIGHTDAL,KXHIGHTDAL-26SEP19-B97.5,Dallas Maximum Temperature,KDFW,2026-09-19,between,97.0,98.0,The Weather Company,https://weather.com/kalshi,0.61,0.64,0.36,0.39,17.98,0.41,1531.61,0.0,2026-09-20T06:00:00Z,active,2026-09-19T09:28:06.626610+00:00
