series_ticker,market_ticker,city_label,station_id,target_date,strike_type,floor_strike,cap_strike,settlement_source_name,settlement_source_url,yes_bid,yes_ask,no_bid,no_ask,yes_ask_size,yes_bid_size,volume,liquidity,close_time,status,pulled_at
KXLOWTSEA,KXLOWTSEA-26SEP14-T55,Low Temperature Seattle,KSEA,2026-09-14,greater,55.0,,The Weather Company,https://weather.com/kalshi,0.2,0.29,0.71,0.8,15.7,50.0,9.0,0.0,2026-09-15T08:00:00Z,active,2026-09-14T01:03:33.271360+00:00
KXLOWTSEA,KXLOWTSEA-26SEP14-T48,Low Temperature Seattle,KSEA,2026-09-14,less,,48.0,The Weather Company,https://weather.com/kalshi,0.0,0.01,0.99,1.0,9.0,0.0,0.0,0.0,2026-09-15T08:00:00Z,active,2026-09-14T01:03:33.271360+00:00
KXLOWTSEA,KXLOWTSEA-26SEP14-B54.5,Low Temperature Seattle,KSEA,2026-09-14,between,54.0,55.0,The Weather Company,https://weather.com/kalshi,0.47,0.55,0.45,0.53,1.0,13.76,3.0,0.0,2026-09-15T08:00:00Z,active,2026-09-14T01:03:33.271360+00:00
KXLOWTSEA,KXLOWTSEA-26SEP14-B52.5,Low Temperature Seattle,KSEA,2026-09-14,between,52.0,53.0,The Weather Company,https://weather.com/kalshi,0.2,0.28,0.72,0.8,56.0,2.0,42.0,0.0,2026-09-15T08:00:00Z,active,2026-09-14T01:03:33.271360+00:00
KXLOWTSEA,KXLOWTSEA-26SEP14-B50.5,Low Temperature Seattle,KSEA,2026-09-14,between,50.0,51.0,The Weather Company,https://weather.com/kalshi,0.03,0.17,0.83,0.97,6.0,2.0,5.09,0.0,2026-09-15T08:00:00Z,active,2026-09-14T01:03:33.271360+00:00
KXLOWTSEA,KXLOWTSEA-26SEP14-B48.5,Low Temperature Seattle,KSEA,2026-09-14,between,48.0,49.0,The Weather Company,https://weather.com/kalshi,0.0,0.02,0.98,1.0,5.0,0.0,110.0,0.0,2026-09-15T08:00:00Z,active,2026-09-14T01:03:33.271360+00:00
KXLOWTSEA,KXLOWTSEA-26SEP13-T55,Low Temperature Seattle,KSEA,2026-09-13,greater,55.0,,The Weather Company,https://weather.com/kalshi,0.0,0.01,0.99,1.0,10176.15,0.0,82.99,0.0,2026-09-14T08:00:00Z,active,2026-09-14T01:03:33.271360+00:00
KXLOWTSEA,KXLOWTSEA-26SEP13-T48,Low Temperature Seattle,KSEA,2026-09-13,less,,48.0,The Weather Company,https://weather.com/kalshi,0.0,0.01,0.99,1.0,154.0,0.0,1.0,0.0,2026-09-14T08:00:00Z,active,2026-09-14T01:03:33.271360+00:00
KXLOWTSEA,KXLOWTSEA-26SEP13-B54.5,Low Temperature Seattle,KSEA,2026-09-13,between,54.0,55.0,The Weather Company,https://weather.com/kalshi,0.89,0.98,0.02,0.11,102.0,10.0,1451.92,0.0,2026-09-14T08:00:00Z,active,2026-09-14T01:03:33.271360+00:00
KXLOWTSEA,KXLOWTSEA-26SEP13-B52.5,Low Temperature Seattle,KSEA,2026-09-13,between,52.0,53.0,The Weather Company,https://weather.com/kalshi,0.03,0.11,0.89,0.97,6.0,2.0,598.88,0.0,2026-09-14T08:00:00Z,active,2026-09-14T01:03:33.271360+00:00
