series_ticker,market_ticker,city_label,station_id,target_date,strike_type,floor_strike,cap_strike,settlement_source_name,settlement_source_url,yes_bid,yes_ask,no_bid,no_ask,yes_ask_size,yes_bid_size,volume,liquidity,close_time,status,pulled_at
KXLOWTDAL,KXLOWTDAL-26SEP21-T75,Lowest temperature Dallas,KDFW,2026-09-21,greater,75.0,,The Weather Company,https://weather.com/kalshi,0.03,0.1,0.9,0.97,2.7,32.0,488.63,0.0,2026-09-22T06:00:00Z,active,2026-09-21T10:40:45.653602+00:00
KXLOWTDAL,KXLOWTDAL-26SEP21-T68,Lowest temperature Dallas,KDFW,2026-09-21,less,,68.0,The Weather Company,https://weather.com/kalshi,0.0,0.02,0.98,1.0,50.0,0.0,15.0,0.0,2026-09-22T06:00:00Z,active,2026-09-21T10:40:45.653602+00:00
KXLOWTDAL,KXLOWTDAL-26SEP21-B74.5,Lowest temperature Dallas,KDFW,2026-09-21,between,74.0,75.0,The Weather Company,https://weather.com/kalshi,0.54,0.93,0.07,0.46,50.0,10.0,289.26,0.0,2026-09-22T06:00:00Z,active,2026-09-21T10:40:45.653602+00:00
KXLOWTDAL,KXLOWTDAL-26SEP21-B72.5,Lowest temperature Dallas,KDFW,2026-09-21,between,72.0,73.0,The Weather Company,https://weather.com/kalshi,0.04,0.15,0.85,0.96,5.0,5.0,35.13,0.0,2026-09-22T06:00:00Z,active,2026-09-21T10:40:45.653602+00:00
KXLOWTDAL,KXLOWTDAL-26SEP21-B70.5,Lowest temperature Dallas,KDFW,2026-09-21,between,70.0,71.0,The Weather Company,https://weather.com/kalshi,0.02,0.07,0.93,0.98,5.0,6.08,28.93,0.0,2026-09-22T06:00:00Z,active,2026-09-21T10:40:45.653602+00:00
KXLOWTDAL,KXLOWTDAL-26SEP21-B68.5,Lowest temperature Dallas,KDFW,2026-09-21,between,68.0,69.0,The Weather Company,https://weather.com/kalshi,0.01,0.05,0.95,0.99,5.0,6.0,137.0,0.0,2026-09-22T06:00:00Z,active,2026-09-21T10:40:45.653602+00:00
KXHIGHNY,KXHIGHNY-26SEP21-T73,Highest temperature in NYC,KNYC,2026-09-21,greater,73.0,,The Weather Company,https://weather.com/kalshi,0.01,0.02,0.98,0.99,6.0,462.69,6509.95,0.0,2026-09-22T05:00:00Z,active,2026-09-21T10:40:45.653602+00:00
KXHIGHNY,KXHIGHNY-26SEP21-T66,Highest temperature in NYC,KNYC,2026-09-21,less,,66.0,The Weather Company,https://weather.com/kalshi,0.0,0.01,0.99,1.0,494.03,0.0,2970.88,0.0,2026-09-22T05:00:00Z,active,2026-09-21T10:40:45.653602+00:00
KXHIGHNY,KXHIGHNY-26SEP21-B72.5,Highest temperature in NYC,KNYC,2026-09-21,between,72.0,73.0,The Weather Company,https://weather.com/kalshi,0.23,0.24,0.76,0.77,125.76,26.0,7781.03,0.0,2026-09-22T05:00:00Z,active,2026-09-21T10:40:45.653602+00:00
KXHIGHNY,KXHIGHNY-26SEP21-B70.5,Highest temperature in NYC,KNYC,2026-09-21,between,70.0,71.0,The Weather Company,https://weather.com/kalshi,0.57,0.58,0.42,0.43,25.0,6.0,5735.99,0.0,2026-09-22T05:00:00Z,active,2026-09-21T10:40:45.653602+00:00
