race_id,tier,state,chamber,district,electindex_dem_name,electindex_rep_name,kalshi_dem_candidate_name,kalshi_dem_ticker,kalshi_dem_yes_bid,kalshi_dem_yes_ask,kalshi_dem_yes_ask_size,kalshi_dem_yes_bid_size,kalshi_dem_close_time,kalshi_dem_status,liquidity_note_kalshi_dem,kalshi_rep_candidate_name,kalshi_rep_ticker,kalshi_rep_yes_bid,kalshi_rep_yes_ask,kalshi_rep_yes_ask_size,kalshi_rep_yes_bid_size,kalshi_rep_close_time,kalshi_rep_status,liquidity_note_kalshi_rep,kalshi_unmatched_candidates,kalshi_total_open_candidates,legal_footprint_kalshi,polymarket_dem_candidate_name,polymarket_dem_market_id,polymarket_dem_yes_bid,polymarket_dem_yes_ask,polymarket_dem_liquidity,polymarket_dem_close_time,polymarket_dem_status,liquidity_note_polymarket_dem,polymarket_rep_candidate_name,polymarket_rep_market_id,polymarket_rep_yes_bid,polymarket_rep_yes_ask,polymarket_rep_liquidity,polymarket_rep_close_time,polymarket_rep_status,liquidity_note_polymarket_rep,polymarket_unmatched_candidates,polymarket_total_open_candidates,legal_footprint_polymarket,pulled_at
US-HOUSE-MI-04,Elections - US House District,MI,,4,Sean McCann,Bill Huizenga,Sean McCann,HOUSEMI4-26-D,0.46,0.49,527.0,200.86,2027-11-03T15:00:00Z,active,ok,Bill Huizenga,HOUSEMI4-26-R,0.52,0.55,35.0,31.0,2027-11-03T15:00:00Z,active,ok,,2,,Will the Democratic Party win the MI-04 House seat?,0xdb02ac87c8cf9941ff45ed2ca572c702a56669f05b73bb5e4f183180113ed77a,0.44,0.46,1029.7732,2026-11-04T00:00:00Z,active,ok,Will the Republican Party win the MI-04 House seat?,0x4fc8fa3232d953ba415ec7bfc2a494d8a01f7001b2e5c4e07fb4f4e4b931af32,0.52,0.53,1303.8166,2026-11-04T00:00:00Z,active,ok,Will another party win the MI-04 House seat?; Will A win the MI-04 House seat?; Will B win the MI-04 House seat?; Will C win the MI-04 House seat?; Will D win the MI-04 House seat?; Will E win the MI-04 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-MI-05,Elections - US House District,MI,,5,Christian Vukasovich,Tim Walberg,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the MI-05 House seat?,0x32f938c7df87ecae23adb63edc6e4e594b416859308870ab88b388eb58c2cb79,0.05,0.06,31600.7247,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the MI-05 House seat?,0x42efe84f9ca7e20fef26387e7e09f74d1212112292a81ae7c65206aff0d9b813,0.94,0.95,10974.8205,2026-11-03T00:00:00Z,active,ok,Will another party win the MI-05 House seat?; Will A win the MI-05 House seat?; Will B win the MI-05 House seat?; Will C win the MI-05 House seat?; Will D win the MI-05 House seat?; Will E win the MI-05 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-MI-06,Elections - US House District,MI,,6,Debbie Dingell,Heather Smiley,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the MI-06 House seat?,0x87b8e28f507be5f3ab4e41507b7445dae743b7cc9a5c98390e1deffaf117256c,0.95,0.96,13565.0652,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the MI-06 House seat?,0x11063a961fa71854747e5f85eda872ac2dd06f4688a291dedf592454d557406c,0.004,0.005,14464.07937,2026-11-03T00:00:00Z,active,ok,Will another party win the MI-06 House seat?; Will A win the MI-06 House seat?; Will B win the MI-06 House seat?; Will C win the MI-06 House seat?; Will D win the MI-06 House seat?; Will E win the MI-06 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-MI-07,Elections - US House District,MI,,7,William Lawrence,Tom Barrett,William Lawrence,HOUSEMI7-26-D,0.51,0.52,841.83,2525.0,2027-11-03T15:00:00Z,active,ok,Tom Barrett,HOUSEMI7-26-R,0.46,0.48,69.0,169.0,2027-11-03T15:00:00Z,active,ok,,2,,Will the Democratic Party win the MI-07 House seat?,0x192ddbbaa122191c951a73b780c808ef51190cc74d6400fae21e74685c60bdae,0.5,0.51,1868.52,2026-11-04T00:00:00Z,active,ok,Will the Republican Party win the MI-07 House seat?,0x95b22110436ed02e65614a42e049e47e9cfeb55eb103cb0d997a3e802d8d52ce,0.46,0.48,1923.9507,2026-11-04T00:00:00Z,active,ok,Will another party win the MI-07 House seat?; Will A win the MI-07 House seat?; Will B win the MI-07 House seat?; Will C win the MI-07 House seat?; Will D win the MI-07 House seat?; Will E win the MI-07 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-MI-08,Elections - US House District,MI,,8,Kristen McDonald Rivet,Thomas J. Smith,Kristen McDonald Rivet,HOUSEMI8-26-D,0.93,0.959,326.0,5.37,2027-11-03T15:00:00Z,active,ok,Thomas J. Smith,HOUSEMI8-26-R,0.043,0.089,500.0,281.0,2027-11-03T15:00:00Z,active,ok,,2,,Will the Democratic Party win the MI-08 House seat?,0x8937a2de7d60389eb73469769446044c12fd670b2a8230eee4f06e1e070b9c92,0.92,0.93,17449.2453,2026-11-04T00:00:00Z,active,ok,Will the Republican Party win the MI-08 House seat?,0xa2234921e55582b6c5575028e01d4d6db1a205569533e7643eee923c5a72847c,0.075,0.079,22407.7538,2026-11-04T00:00:00Z,active,ok,Will another party win the MI-08 House seat?; Will A win the MI-08 House seat?; Will B win the MI-08 House seat?; Will C win the MI-08 House seat?; Will D win the MI-08 House seat?; Will E win the MI-08 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-MI-09,Elections - US House District,MI,,9,Ray Pooley,Lisa McClain,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the MI-09 House seat?,0x85f69bc877f0d6d588b63bb9b0edfd2bc9af2bad1e261a4ba6d30a1d2a38c136,0.05,0.06,27081.6427,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the MI-09 House seat?,0x0863ed37d374a5f1d15253aef9a8b854b446a619e616c4101042a29142939fcb,0.94,0.95,9963.9742,2026-11-03T00:00:00Z,active,ok,Will another party win the MI-09 House seat?; Will A win the MI-09 House seat?; Will B win the MI-09 House seat?; Will C win the MI-09 House seat?; Will D win the MI-09 House seat?; Will E win the MI-09 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-MI-10,Elections - US House District,MI,,10,Christina Hines,Michael Bouchard Jr.,Christina Hines,HOUSEMI10-26-D,0.64,0.66,875.0,242.8,2027-11-03T15:00:00Z,active,ok,Michael Bouchard Jr.,HOUSEMI10-26-R,0.33,0.39,835.0,422.0,2027-11-03T15:00:00Z,active,ok,,2,,Will the Democratic Party win the MI-10 House seat?,0x9d54f82ccce95184f18f3a46dcbab3ce637fbb92a604a15ff74cefdf0b1eb38e,0.63,0.64,1144.8759,2026-11-04T00:00:00Z,active,ok,Will the Republican Party win the MI-10 House seat?,0x088f7c361f9ad03a659def729f6e4f4b4ac888552c4e1b795deb5ce6a0700033,0.37,0.38,801.4447,2026-11-04T00:00:00Z,active,ok,Will another party win the MI-10 House seat?; Will A win the MI-10 House seat?; Will B win the MI-10 House seat?; Will C win the MI-10 House seat?; Will D win the MI-10 House seat?; Will E win the MI-10 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-MI-11,Elections - US House District,MI,,11,Jeremy Moss,Ethan Baker,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the MI-11 House seat?,0x661db570f60b8df6bbb37fb9424c2ac909455291630d7e41f3295a9641082c73,0.964,0.965,49762.97742,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the MI-11 House seat?,0x39fd1c70b7d65566ea72d6d8f24c81d954463b86915699434481752fa04dddaf,0.02,0.032,12798.80461,2026-11-03T00:00:00Z,active,ok,Will another party win the MI-11 House seat?; Will A win the MI-11 House seat?; Will B win the MI-11 House seat?; Will C win the MI-11 House seat?; Will D win the MI-11 House seat?; Will E win the MI-11 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-MI-12,Elections - US House District,MI,,12,Rashida Tlaib,James D. Hooper,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the MI-12 House seat?,0x0e8b95feebce9784a0ccdbd4158c72b6db319d41511f6caa049b4d19ac3ba559,0.945,0.961,8572.5795,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the MI-12 House seat?,0xb1a6ccb6f4c91351bc9e77fb6bd6f6f88c96c738fb2337fb9475b60b68dd17bf,0.003,0.024,17217.81332,2026-11-03T00:00:00Z,active,ok,Will another party win the MI-12 House seat?; Will A win the MI-12 House seat?; Will B win the MI-12 House seat?; Will C win the MI-12 House seat?; Will D win the MI-12 House seat?; Will E win the MI-12 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-MI-13,Elections - US House District,MI,,13,Donavan McKinney,T.P. Nykoriak,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the MI-13 House seat?,0xa20bfa9b100ecefeeae8b9e4b000c67e42fe20f11b998f1b433637bc33b553cf,0.966,0.968,15592.28726,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the MI-13 House seat?,0x427caabb481da82dcd84c3bccf6216d633be0fa0a2fc5c883b4116b673b9493e,0.004,0.005,14333.27066,2026-11-03T00:00:00Z,active,ok,Will another party win the MI-13 House seat?; Will A win the MI-13 House seat?; Will B win the MI-13 House seat?; Will C win the MI-13 House seat?; Will D win the MI-13 House seat?; Will E win the MI-13 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-MN-01,Elections - US House District,MN,,1,Jake Johnson,Brad Finstad,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the MN-01 House seat?,0xcdadbda6f89673336dc76bd48a5765d942494452073e366d9cefd37e6b37dd7e,0.28,0.29,3350.9193,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the MN-01 House seat?,0x4f63b7dddfb9bec2d5185e732dd3eb8463d825bdf5efadf87eec600e96e08ab5,0.71,0.72,3354.6298,2026-11-03T00:00:00Z,active,ok,Will another party win the MN-01 House seat?; Will A win the MN-01 House seat?; Will B win the MN-01 House seat?; Will C win the MN-01 House seat?; Will D win the MN-01 House seat?; Will E win the MN-01 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-MN-02,Elections - US House District,MN,,2,Matt Little,Eric Pratt,Matt Little,HOUSEMN2-26-D,0.91,0.939,333.0,5.0,2027-11-03T15:00:00Z,active,ok,Eric Pratt,HOUSEMN2-26-R,0.058,0.098,301.0,500.0,2027-11-03T15:00:00Z,active,ok,,2,,Will the Democratic Party win the MN-02 House seat?,0x7319fceb8b5a315eae707028bd654463e48acec082565ef1abd3cc18b424ff6f,0.92,0.93,18567.5306,2026-11-04T00:00:00Z,active,ok,Will the Republican Party win the MN-02 House seat?,0xd74edce8d6b32ad9a93eea0dc2350a78474f6bc3894b9196c04348b1a2e64af7,0.07,0.072,20332.97833,2026-11-04T00:00:00Z,active,ok,Will another party win the MN-02 House seat?; Will A win the MN-02 House seat?; Will B win the MN-02 House seat?; Will C win the MN-02 House seat?; Will D win the MN-02 House seat?; Will E win the MN-02 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-MN-03,Elections - US House District,MN,,3,Kelly Morrison,Tyler Bass,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the MN-03 House seat?,0xe99e466a5c6bbd7d38f147eeb6d13050bac7ff6c23fda2e874618221b6aa3f7e,0.94,0.95,9018.8395,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the MN-03 House seat?,0xedddbded9fd0913e46ab92424a38ef81f60999ec59fbd9df4bb19dfcf6d09c72,0.05,0.06,32006.2449,2026-11-03T00:00:00Z,active,ok,Will another party win the MN-03 House seat?; Will A win the MN-03 House seat?; Will B win the MN-03 House seat?; Will C win the MN-03 House seat?; Will D win the MN-03 House seat?; Will E win the MN-03 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-MN-04,Elections - US House District,MN,,4,Betty McCollum,Paul Wikstrom,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the MN-04 House seat?,0x39c39e8299ee7dfd327025b564febd9a581692a93f0e07742898c6cd638a1ad7,0.94,0.969,8614.37978,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the MN-04 House seat?,0xa0fb701d8d9c8cc22e7c71039e8141c8138f27acb3d1bcf2ac18f90ffc4ab270,0.032,0.046,32835.84327,2026-11-03T00:00:00Z,active,ok,Will another party win the MN-04 House seat?; Will A win the MN-04 House seat?; Will B win the MN-04 House seat?; Will C win the MN-04 House seat?; Will D win the MN-04 House seat?; Will E win the MN-04 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-MN-05,Elections - US House District,MN,,5,Ilhan Omar,John Nagel,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the MN-05 House seat?,0x150996aafc2a3bd49f3b4f453e56c9b770977b063fc2c1e9708154bcc1760af5,0.967,0.996,10175.22144,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the MN-05 House seat?,0x3426998806d3d3b2596f86f22fc9bd4e8ad3ab818f7011ab041596082042f520,0.003,0.008,9627.12124,2026-11-03T00:00:00Z,active,ok,Will another party win the MN-05 House seat?; Will A win the MN-05 House seat?; Will B win the MN-05 House seat?; Will C win the MN-05 House seat?; Will D win the MN-05 House seat?; Will E win the MN-05 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-MN-06,Elections - US House District,MN,,6,Doug Chapin,Tom Emmer,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the MN-06 House seat?,0x5da40d2769967a08075c5e1ba2f7181cff82b970a04287c469669a5584b2321c,0.09,0.1,17966.6159,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the MN-06 House seat?,0xca3ee95ca3d6d0e6416aa412c1a01f6c64010476dbb13fb1c90204628ff9e4e1,0.9,0.92,15005.8231,2026-11-03T00:00:00Z,active,ok,Will another party win the MN-06 House seat?; Will A win the MN-06 House seat?; Will B win the MN-06 House seat?; Will C win the MN-06 House seat?; Will D win the MN-06 House seat?; Will E win the MN-06 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-MN-07,Elections - US House District,MN,,7,Erik Osberg,Michelle Fischbach,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the MN-07 House seat?,0x53fb0e949bb1a6225b19557ebaaa2a45581f639fada74a376660e29a9704d601,0.05,0.06,24314.6447,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the MN-07 House seat?,0xc2024a97c8e1b376d0fbdb3b8cea2d24c146e738a58a27599cbbd2940b445749,0.94,0.95,9204.1307,2026-11-03T00:00:00Z,active,ok,Will another party win the MN-07 House seat?; Will A win the MN-07 House seat?; Will B win the MN-07 House seat?; Will C win the MN-07 House seat?; Will D win the MN-07 House seat?; Will E win the MN-07 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-MN-08,Elections - US House District,MN,,8,Trina Swanson,Pete Stauber,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the MN-08 House seat?,0xf83d984df52349f3b30fc061e888582d411c16bcf8c9710e3d2d3e1c5b075afe,0.14,0.15,14207.4582,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the MN-08 House seat?,0xdd5b568a1b1066258cd7fa7a7083de550a092157959dc850e49e6384847955ae,0.85,0.86,13586.6132,2026-11-03T00:00:00Z,active,ok,Will another party win the MN-08 House seat?; Will A win the MN-08 House seat?; Will B win the MN-08 House seat?; Will C win the MN-08 House seat?; Will D win the MN-08 House seat?; Will E win the MN-08 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-MO-01,Elections - US House District,MO,,1,Wesley Bell,Paul Berry,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the MO-01 House seat?,0xf29d968c8f41259205535042d734f76ca8e35a1bf169e2fa95a609ced0d0dcfa,0.965,0.985,13627.54687,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the MO-01 House seat?,0xe1c68daea315b7bab4dc9ad52d5dd219fee6446c2386a86091fcece3702cd0ab,0.013,0.025,8839.1628,2026-11-03T00:00:00Z,active,ok,Will another party win the MO-01 House seat?; Will A win the MO-01 House seat?; Will B win the MO-01 House seat?; Will C win the MO-01 House seat?; Will D win the MO-01 House seat?; Will E win the MO-01 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-MO-02,Elections - US House District,MO,,2,Fred Wellman,Ann Wagner,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the MO-02 House seat?,0x5bdb02a9f816135f1a7f897291a0f9243eeb79c658a5589ba1205eb12dcfbb65,0.32,0.33,1496.564,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the MO-02 House seat?,0xc54ff8cf0bf8d1c04eb1cad0f55f8a643081a97156bf19bdb4c36e6143daa424,0.64,0.68,1039.1383,2026-11-03T00:00:00Z,active,ok,Will another party win the MO-02 House seat?; Will A win the MO-02 House seat?; Will B win the MO-02 House seat?; Will C win the MO-02 House seat?; Will D win the MO-02 House seat?; Will E win the MO-02 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-MO-03,Elections - US House District,MO,,3,Bethany Mann,Bob Onder,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the MO-03 House seat?,0x9041a41d6d08dc9282a5e135b0e2504d7c4950883e772a5942f17b607e354ca4,0.07,0.08,18922.9228,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the MO-03 House seat?,0xf32f28247b2a9653f52ee8078e6aa265c0fdc00b0697ef390902d86fdbef35e4,0.9,0.91,15690.4648,2026-11-03T00:00:00Z,active,ok,Will another party win the MO-03 House seat?; Will A win the MO-03 House seat?; Will B win the MO-03 House seat?; Will C win the MO-03 House seat?; Will D win the MO-03 House seat?; Will E win the MO-03 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-MO-04,Elections - US House District,MO,,4,Jordan Herrera,Mark Alford,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the MO-04 House seat?,0x0f5868daefc27134fb347d98330a02b606deecd6e7f71123c0f3c991eb11c75d,0.07,0.08,18598.4744,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the MO-04 House seat?,0x76760be0910778c2e7ff3958ef9571032cfb65800aae68de81e9b940a4b87adf,0.92,0.93,15298.2444,2026-11-03T00:00:00Z,active,ok,Will another party win the MO-04 House seat?; Will A win the MO-04 House seat?; Will B win the MO-04 House seat?; Will C win the MO-04 House seat?; Will D win the MO-04 House seat?; Will E win the MO-04 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-MO-05,Elections - US House District,MO,,5,Emanuel Cleaver,Rick Brattin,,,,,,,,,,,,,,,,,,,Republican party; Democratic party,2,,Will the Democratic Party win the MO-05 House seat?,0xd9d9532b0d1a2485cfda6cae8cd4831bb323b7df6aeb72741bca50c6c4587393,0.77,0.78,9348.9567,2026-11-04T00:00:00Z,active,ok,Will the Republican Party win the MO-05 House seat?,0xb54ccf642fdfab45637e1f093509e5ee69fcb1ff25979c11cf04650f18c3f97e,0.19,0.22,9085.4483,2026-11-04T00:00:00Z,active,ok,Will another party win the MO-05 House seat?; Will A win the MO-05 House seat?; Will B win the MO-05 House seat?; Will C win the MO-05 House seat?; Will D win the MO-05 House seat?; Will E win the MO-05 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-MO-06,Elections - US House District,MO,,6,Josh Smead,Chris Stigall,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the MO-06 House seat?,0x0f0cb205ef2ce23411b5102e6823f983c93cdfc39ea356566964f45699082edd,0.05,0.06,24235.4234,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the MO-06 House seat?,0xf4a61ae3b71e713136daded3fb8fd5882a6b6ff61bc15dc556803e6a2da2e108,0.94,0.95,10571.5214,2026-11-03T00:00:00Z,active,ok,Will another party win the MO-06 House seat?; Will A win the MO-06 House seat?; Will B win the MO-06 House seat?; Will C win the MO-06 House seat?; Will D win the MO-06 House seat?; Will E win the MO-06 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-MO-07,Elections - US House District,MO,,7,Missi Hesketh,Eric Burlison,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the MO-07 House seat?,0x4eb412112a449c3fc2337a22c84a79d30c6859e6f8990b1fc9579a239d19a36f,0.05,0.06,64929.3736,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the MO-07 House seat?,0x1f98ec58aa845d073cfb1f7f7bbe8bc5c5b45379df937bc77b728c26055205f6,0.94,0.95,9011.298,2026-11-03T00:00:00Z,active,ok,Will another party win the MO-07 House seat?; Will A win the MO-07 House seat?; Will B win the MO-07 House seat?; Will C win the MO-07 House seat?; Will D win the MO-07 House seat?; Will E win the MO-07 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-MO-08,Elections - US House District,MO,,8,Christopher Reichard,Jason Smith,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the MO-08 House seat?,0x98cf33581904ace1d70ca33ca74c9ac2018bd097b47407d236bb07b6e3d1abed,0.03,0.039,17103.32514,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the MO-08 House seat?,0x3e5bcf7f2ef739483844bcee91b3f3dd6583428bd70a7292eda42aa94f6056a7,0.963,0.964,9515.42118,2026-11-03T00:00:00Z,active,ok,Will another party win the MO-08 House seat?; Will A win the MO-08 House seat?; Will B win the MO-08 House seat?; Will C win the MO-08 House seat?; Will D win the MO-08 House seat?; Will E win the MO-08 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-MS-01,Elections - US House District,MS,,1,Cliff Johnson,Trent Kelly,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the MS-01 House seat?,0x48192768012001a3f44fbe3b68c935739f205dd53c5f5f0e4b4d755d4da45114,0.023,0.053,13440.35859,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the MS-01 House seat?,0x09d136a3f1111d466c0b93ca6309b6e1f2e95a71a0b1f4bdf8b4be492440bde6,0.94,0.95,43930.7638,2026-11-03T00:00:00Z,active,ok,Will another party win the MS-01 House seat?; Will A win the MS-01 House seat?; Will B win the MS-01 House seat?; Will C win the MS-01 House seat?; Will D win the MS-01 House seat?; Will E win the MS-01 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-MS-02,Elections - US House District,MS,,2,Bennie Thompson,Ron Eller,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the MS-02 House seat?,0x10f136589658b6b86598b8949117d6cccd03ebf6fc9c05ee67f732a363ab6086,0.93,0.94,19365.7459,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the MS-02 House seat?,0x8a335b146be423c575a126c5e45329dec4d3a6b6763340d4b82928c53f1b84be,0.06,0.08,18608.8344,2026-11-03T00:00:00Z,active,ok,Will another party win the MS-02 House seat?; Will A win the MS-02 House seat?; Will B win the MS-02 House seat?; Will C win the MS-02 House seat?; Will D win the MS-02 House seat?; Will E win the MS-02 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-MS-03,Elections - US House District,MS,,3,Michael Chiaradio,Michael Guest,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the MS-03 House seat?,0x5264a64154942898bebe8a052cef01dc3e4396591777069b3438ce624c971ee9,0.004,0.005,10598.89037,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the MS-03 House seat?,0x192afc2a7787609e0a825a451c73cc0666ba378bacfcedf6fc84400a219e02b7,0.969,0.97,9300.79781,2026-11-03T00:00:00Z,active,ok,Will another party win the MS-03 House seat?; Will A win the MS-03 House seat?; Will B win the MS-03 House seat?; Will C win the MS-03 House seat?; Will D win the MS-03 House seat?; Will E win the MS-03 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-MS-04,Elections - US House District,MS,,4,Jeffrey Hulum III,Mike Ezell,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the MS-04 House seat?,0x7e6054ad2c78fa6473cee225a54d1046d7ba2f6909615d55cfd0df2e8510af17,0.02,0.037,9492.78019,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the MS-04 House seat?,0xae27764c02626c81bcbb732cb1e6cbb456ea16446c71fdbbd3f558b4469a804f,0.965,0.97,13210.87959,2026-11-03T00:00:00Z,active,ok,Will another party win the MS-04 House seat?; Will A win the MS-04 House seat?; Will B win the MS-04 House seat?; Will C win the MS-04 House seat?; Will D win the MS-04 House seat?; Will E win the MS-04 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-MT-01,Elections - US House District,MT,,1,Sam Forstag,Aaron Flint,Sam Forstag,HOUSEMT1-26-D,0.32,0.34,35.99,38.0,2027-11-03T15:00:00Z,active,ok,Aaron Flint,HOUSEMT1-26-R,0.66,0.68,83.0,81.97,2027-11-03T15:00:00Z,active,ok,,2,,Will the Democratic Party win the MT-01 House seat?,0xe0fbb3e61e61b14f5fef15ffdd0e2a0c6cf4336bb5b15877fe3e3c9fdcc6bc7f,0.37,0.38,1625.9909,2026-11-04T00:00:00Z,active,ok,Will the Republican Party win the MT-01 House seat?,0xf207d480dde3add509a4b1a355d4f3b06195f917de37ff94f7814d9277df0cdd,0.61,0.63,1239.9929,2026-11-04T00:00:00Z,active,ok,Will another party win the MT-01 House seat?; Will A win the MT-01 House seat?; Will B win the MT-01 House seat?; Will C win the MT-01 House seat?; Will D win the MT-01 House seat?; Will E win the MT-01 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-MT-02,Elections - US House District,MT,,2,Brian Miller,Troy Downing,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the MT-02 House seat?,0x2abdf732aad2c0be398af2f7bdc3292839bd74a9f7b9aed65fd1cab6bcb493c0,0.04,0.06,19088.4064,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the MT-02 House seat?,0xcc88455563aeff8473ed34a4c77671b3444a81ab2aaba1e11bc6526f32ddc4a0,0.94,0.95,10434.7292,2026-11-03T00:00:00Z,active,ok,Will another party win the MT-02 House seat?; Will A win the MT-02 House seat?; Will B win the MT-02 House seat?; Will C win the MT-02 House seat?; Will D win the MT-02 House seat?; Will E win the MT-02 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-NC-01,Elections - US House District,NC,,1,Don Davis,Laurie Buckhout,Don Davis,HOUSENC1-26-D,0.59,0.61,200.0,312.0,2027-11-03T15:00:00Z,active,ok,Laurie Buckhout,HOUSENC1-26-R,0.39,0.41,295.76,200.0,2027-11-03T15:00:00Z,active,ok,,2,,Will the Democratic Party win the NC-01 House seat?,0x2b94021bfae4d3742477c683eef5f901e26cdc07d42a3dea536a3092b290f177,0.61,0.62,1333.9325,2026-11-04T00:00:00Z,active,ok,Will the Republican Party win the NC-01 House seat?,0x587f44f11f175ae5a67de2052bceec0a2eb9bb9b98c99f051103211211604606,0.38,0.39,1995.7935,2026-11-04T00:00:00Z,active,ok,Will another party win the NC-01 House seat?; Will A win the NC-01 House seat?; Will B win the NC-01 House seat?; Will C win the NC-01 House seat?; Will D win the NC-01 House seat?; Will E win the NC-01 House seat?,8,,2026-09-17T17:44:56.023541+00:00
