race_id,tier,state,chamber,district,estimate_source,dem_win_prob,rep_win_prob,margin_dem_minus_rep,rating,pulled_at
STATE-LEG-OH-HOUSE-61,State Legislature District,OH,House,61,ElectIndex model,0.2835,0.7165,-8.75,Lean R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-62,State Legislature District,OH,House,62,ElectIndex model,0.0268,0.9732,-29.52,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-63,State Legislature District,OH,House,63,ElectIndex model,0.0011,0.9989,-46.83,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-64,State Legislature District,OH,House,64,ElectIndex model,0.02,0.98,-6.14,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-65,State Legislature District,OH,House,65,ElectIndex model,0.0393,0.9607,-26.9,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-66,State Legislature District,OH,House,66,ElectIndex model,0.2237,0.7763,-11.62,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-67,State Legislature District,OH,House,67,ElectIndex model,0.0198,0.9802,-31.47,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-68,State Legislature District,OH,House,68,ElectIndex model,0.185,0.815,-13.71,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-69,State Legislature District,OH,House,69,ElectIndex model,0.0038,0.9962,-40.87,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-7,State Legislature District,OH,House,7,ElectIndex model,0.9981,0.0019,44.34,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-70,State Legislature District,OH,House,70,ElectIndex model,0.1657,0.8343,-14.86,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-71,State Legislature District,OH,House,71,ElectIndex model,0.0151,0.9849,-33.16,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-72,State Legislature District,OH,House,72,ElectIndex model,0.128,0.872,-17.37,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-73,State Legislature District,OH,House,73,ElectIndex model,0.242,0.758,-10.7,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-74,State Legislature District,OH,House,74,ElectIndex model,0.0522,0.9478,-24.84,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-75,State Legislature District,OH,House,75,ElectIndex model,0.1019,0.8981,-19.43,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-76,State Legislature District,OH,House,76,ElectIndex model,0.0003,0.9997,-52.37,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-77,State Legislature District,OH,House,77,ElectIndex model,0.0083,0.9917,-36.62,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-78,State Legislature District,OH,House,78,ElectIndex model,0.0045,0.9955,-39.9,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-79,State Legislature District,OH,House,79,ElectIndex model,0.0016,0.9984,-45.1,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-8,State Legislature District,OH,House,8,ElectIndex model,0.997,0.003,42.01,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-80,State Legislature District,OH,House,80,ElectIndex model,0.004,0.996,-40.55,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-81,State Legislature District,OH,House,81,ElectIndex model,0.0246,0.9754,-30.07,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-82,State Legislature District,OH,House,82,ElectIndex model,0.0011,0.9989,-46.73,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-83,State Legislature District,OH,House,83,ElectIndex model,0.0036,0.9964,-41.05,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-84,State Legislature District,OH,House,84,ElectIndex model,0.0001,0.9999,-56.45,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-85,State Legislature District,OH,House,85,ElectIndex model,0.0008,0.9992,-48.3,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-86,State Legislature District,OH,House,86,ElectIndex model,0.1122,0.8878,-18.58,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-87,State Legislature District,OH,House,87,ElectIndex model,0.0077,0.9923,-37.03,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-88,State Legislature District,OH,House,88,ElectIndex model,0.0447,0.9553,-25.97,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-89,State Legislature District,OH,House,89,ElectIndex model,0.1019,0.8981,-19.44,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-9,State Legislature District,OH,House,9,ElectIndex model,0.9997,0.0003,51.96,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-90,State Legislature District,OH,House,90,ElectIndex model,0.0008,0.9992,-48.25,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-91,State Legislature District,OH,House,91,ElectIndex model,0.0012,0.9988,-46.38,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-92,State Legislature District,OH,House,92,ElectIndex model,0.0168,0.9832,-32.5,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-93,State Legislature District,OH,House,93,ElectIndex model,0.0006,0.9994,-49.39,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-94,State Legislature District,OH,House,94,ElectIndex model,0.009,0.991,-36.16,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-95,State Legislature District,OH,House,95,ElectIndex model,0.0193,0.9807,-31.64,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-96,State Legislature District,OH,House,96,ElectIndex model,0.0109,0.9891,-35.08,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-97,State Legislature District,OH,House,97,ElectIndex model,0.02,0.98,-40.54,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-98,State Legislature District,OH,House,98,ElectIndex model,0.0011,0.9989,-46.81,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-HOUSE-99,State Legislature District,OH,House,99,ElectIndex model,0.0693,0.9307,-22.65,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-SENATE-1,State Legislature District,OH,Senate,1,ElectIndex model,0.02,0.98,-32.83,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-SENATE-11,State Legislature District,OH,Senate,11,ElectIndex model,0.9955,0.0045,39.97,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-SENATE-13,State Legislature District,OH,Senate,13,ElectIndex model,0.5443,0.4557,1.7,Toss-up,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-SENATE-15,State Legislature District,OH,Senate,15,ElectIndex model,0.9999,0.0001,58.0,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-SENATE-17,State Legislature District,OH,Senate,17,ElectIndex model,0.0012,0.9988,-46.49,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-SENATE-19,State Legislature District,OH,Senate,19,ElectIndex model,0.2647,0.7353,-9.62,Lean R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-SENATE-21,State Legislature District,OH,Senate,21,ElectIndex model,1.0,0.0,71.79,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-SENATE-23,State Legislature District,OH,Senate,23,ElectIndex model,0.9987,0.0013,45.88,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-SENATE-25,State Legislature District,OH,Senate,25,ElectIndex model,0.9991,0.0009,47.86,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-SENATE-27,State Legislature District,OH,Senate,27,ElectIndex model,0.5033,0.4967,0.13,Toss-up,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-SENATE-29,State Legislature District,OH,Senate,29,ElectIndex model,0.1523,0.8477,-15.7,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-SENATE-3,State Legislature District,OH,Senate,3,ElectIndex model,0.3501,0.6499,-5.89,Lean R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-SENATE-31,State Legislature District,OH,Senate,31,ElectIndex model,0.0048,0.9952,-39.64,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-SENATE-33,State Legislature District,OH,Senate,33,ElectIndex model,0.09,0.91,-20.5,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-SENATE-5,State Legislature District,OH,Senate,5,ElectIndex model,0.0788,0.9212,-21.61,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-SENATE-7,State Legislature District,OH,Senate,7,ElectIndex model,0.3439,0.6561,-6.14,Lean R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OH-SENATE-9,State Legislature District,OH,Senate,9,ElectIndex model,0.9999,0.0001,56.42,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-1,State Legislature District,OK,House,1,ElectIndex model,0.0003,0.9997,-52.03,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-10,State Legislature District,OK,House,10,ElectIndex model,0.0001,0.9999,-55.68,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-100,State Legislature District,OK,House,100,ElectIndex model,0.2282,0.7718,-11.39,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-101,State Legislature District,OK,House,101,ElectIndex model,0.02,0.98,-30.07,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-11,State Legislature District,OK,House,11,ElectIndex model,0.02,0.98,-44.41,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-12,State Legislature District,OK,House,12,ElectIndex model,0.0006,0.9994,-49.76,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-13,State Legislature District,OK,House,13,ElectIndex model,0.02,0.98,-27.49,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-14,State Legislature District,OK,House,14,ElectIndex model,0.0046,0.9954,-39.81,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-15,State Legislature District,OK,House,15,ElectIndex model,0.02,0.98,-57.81,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-16,State Legislature District,OK,House,16,ElectIndex model,0.0325,0.9675,-28.22,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-17,State Legislature District,OK,House,17,ElectIndex model,0.02,0.98,-56.1,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-18,State Legislature District,OK,House,18,ElectIndex model,0.02,0.98,-57.9,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-19,State Legislature District,OK,House,19,ElectIndex model,0.02,0.98,-51.31,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-2,State Legislature District,OK,House,2,ElectIndex model,0.02,0.98,-57.65,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-20,State Legislature District,OK,House,20,ElectIndex model,0.0014,0.9986,-45.84,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-21,State Legislature District,OK,House,21,ElectIndex model,0.0002,0.9998,-53.8,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-22,State Legislature District,OK,House,22,ElectIndex model,0.02,0.98,-62.0,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-23,State Legislature District,OK,House,23,ElectIndex model,0.0011,0.9989,-46.63,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-24,State Legislature District,OK,House,24,ElectIndex model,0.02,0.98,-56.73,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-25,State Legislature District,OK,House,25,ElectIndex model,0.02,0.98,-46.49,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-26,State Legislature District,OK,House,26,ElectIndex model,0.0546,0.9454,-24.49,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-27,State Legislature District,OK,House,27,ElectIndex model,0.001,0.999,-47.45,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-28,State Legislature District,OK,House,28,ElectIndex model,0.0016,0.9984,-45.19,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-29,State Legislature District,OK,House,29,ElectIndex model,0.02,0.98,-55.56,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-3,State Legislature District,OK,House,3,ElectIndex model,0.0014,0.9986,-45.83,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-30,State Legislature District,OK,House,30,ElectIndex model,0.0015,0.9985,-45.31,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-31,State Legislature District,OK,House,31,ElectIndex model,0.02,0.98,-45.91,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-32,State Legislature District,OK,House,32,ElectIndex model,0.02,0.98,-58.87,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-33,State Legislature District,OK,House,33,ElectIndex model,0.0051,0.9949,-39.33,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-34,State Legislature District,OK,House,34,ElectIndex model,0.9091,0.0909,20.42,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-35,State Legislature District,OK,House,35,ElectIndex model,0.02,0.98,-55.23,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-36,State Legislature District,OK,House,36,ElectIndex model,0.0002,0.9998,-54.57,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-37,State Legislature District,OK,House,37,ElectIndex model,0.02,0.98,-32.33,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-38,State Legislature District,OK,House,38,ElectIndex model,0.0004,0.9996,-50.98,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-39,State Legislature District,OK,House,39,ElectIndex model,0.02,0.98,-33.52,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-4,State Legislature District,OK,House,4,ElectIndex model,0.0332,0.9668,-28.07,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-40,State Legislature District,OK,House,40,ElectIndex model,0.02,0.98,-30.94,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-41,State Legislature District,OK,House,41,ElectIndex model,0.0077,0.9923,-37.04,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-42,State Legislature District,OK,House,42,ElectIndex model,0.02,0.98,-60.89,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-43,State Legislature District,OK,House,43,ElectIndex model,0.02,0.98,-37.55,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-44,State Legislature District,OK,House,44,ElectIndex model,0.98,0.02,44.84,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-45,State Legislature District,OK,House,45,ElectIndex model,0.9408,0.0592,23.88,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-46,State Legislature District,OK,House,46,ElectIndex model,0.98,0.02,21.68,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-47,State Legislature District,OK,House,47,ElectIndex model,0.018,0.982,-32.06,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-48,State Legislature District,OK,House,48,ElectIndex model,0.02,0.98,-47.23,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-49,State Legislature District,OK,House,49,ElectIndex model,0.0,1.0,-63.01,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-5,State Legislature District,OK,House,5,ElectIndex model,0.02,0.98,-55.53,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-50,State Legislature District,OK,House,50,ElectIndex model,0.02,0.98,-60.24,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-51,State Legislature District,OK,House,51,ElectIndex model,0.02,0.98,-51.44,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-52,State Legislature District,OK,House,52,ElectIndex model,0.02,0.98,-56.97,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-53,State Legislature District,OK,House,53,ElectIndex model,0.0323,0.9677,-28.27,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-54,State Legislature District,OK,House,54,ElectIndex model,0.1543,0.8457,-15.57,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-55,State Legislature District,OK,House,55,ElectIndex model,0.02,0.98,-61.94,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-56,State Legislature District,OK,House,56,ElectIndex model,0.0032,0.9968,-41.67,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-57,State Legislature District,OK,House,57,ElectIndex model,0.02,0.98,-45.27,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-58,State Legislature District,OK,House,58,ElectIndex model,0.0,1.0,-67.37,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-59,State Legislature District,OK,House,59,ElectIndex model,0.02,0.98,-65.23,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-6,State Legislature District,OK,House,6,ElectIndex model,0.02,0.98,-56.9,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-60,State Legislature District,OK,House,60,ElectIndex model,0.0056,0.9944,-38.82,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-61,State Legislature District,OK,House,61,ElectIndex model,0.02,0.98,-70.09,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-62,State Legislature District,OK,House,62,ElectIndex model,0.3002,0.6998,-8.01,Lean R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-63,State Legislature District,OK,House,63,ElectIndex model,0.0018,0.9982,-44.56,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-64,State Legislature District,OK,House,64,ElectIndex model,0.4257,0.5743,-2.87,Toss-up,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-65,State Legislature District,OK,House,65,ElectIndex model,0.02,0.98,-33.21,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-66,State Legislature District,OK,House,66,ElectIndex model,0.0025,0.9975,-42.99,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-67,State Legislature District,OK,House,67,ElectIndex model,0.02,0.98,-32.98,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-68,State Legislature District,OK,House,68,ElectIndex model,0.0185,0.9815,-31.9,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-69,State Legislature District,OK,House,69,ElectIndex model,0.0269,0.9731,-29.5,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-7,State Legislature District,OK,House,7,ElectIndex model,0.02,0.98,-53.38,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-70,State Legislature District,OK,House,70,ElectIndex model,0.98,0.02,15.81,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-71,State Legislature District,OK,House,71,ElectIndex model,0.98,0.02,26.34,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-72,State Legislature District,OK,House,72,ElectIndex model,0.9897,0.0103,35.4,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-73,State Legislature District,OK,House,73,ElectIndex model,0.98,0.02,78.95,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-74,State Legislature District,OK,House,74,ElectIndex model,0.02,0.98,-48.37,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-75,State Legislature District,OK,House,75,ElectIndex model,0.0591,0.9409,-23.9,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-76,State Legislature District,OK,House,76,ElectIndex model,0.0131,0.9869,-34.0,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-77,State Legislature District,OK,House,77,ElectIndex model,0.98,0.02,6.36,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-78,State Legislature District,OK,House,78,ElectIndex model,0.98,0.02,22.66,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-79,State Legislature District,OK,House,79,ElectIndex model,0.7183,0.2817,8.84,Lean D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-8,State Legislature District,OK,House,8,ElectIndex model,0.02,0.98,-56.98,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-80,State Legislature District,OK,House,80,ElectIndex model,0.0022,0.9978,-43.65,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-81,State Legislature District,OK,House,81,ElectIndex model,0.1607,0.8393,-15.16,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-82,State Legislature District,OK,House,82,ElectIndex model,0.031,0.969,-28.53,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-83,State Legislature District,OK,House,83,ElectIndex model,0.2061,0.7939,-12.54,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-84,State Legislature District,OK,House,84,ElectIndex model,0.0787,0.9213,-21.62,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-85,State Legislature District,OK,House,85,ElectIndex model,0.7217,0.2783,8.99,Lean D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-86,State Legislature District,OK,House,86,ElectIndex model,0.0008,0.9992,-48.22,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-87,State Legislature District,OK,House,87,ElectIndex model,0.9769,0.0231,30.49,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-88,State Legislature District,OK,House,88,ElectIndex model,0.98,0.02,51.62,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-89,State Legislature District,OK,House,89,ElectIndex model,0.98,0.02,39.3,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-9,State Legislature District,OK,House,9,ElectIndex model,0.0117,0.9883,-34.64,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-90,State Legislature District,OK,House,90,ElectIndex model,0.0198,0.9802,-31.48,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-91,State Legislature District,OK,House,91,ElectIndex model,0.1241,0.8759,-17.66,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-92,State Legislature District,OK,House,92,ElectIndex model,0.98,0.02,34.82,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-93,State Legislature District,OK,House,93,ElectIndex model,0.98,0.02,17.66,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-94,State Legislature District,OK,House,94,ElectIndex model,0.98,0.02,19.39,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-95,State Legislature District,OK,House,95,ElectIndex model,0.1823,0.8177,-13.86,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-96,State Legislature District,OK,House,96,ElectIndex model,0.0208,0.9792,-31.15,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-97,State Legislature District,OK,House,97,ElectIndex model,0.9999,0.0001,55.34,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-98,State Legislature District,OK,House,98,ElectIndex model,0.0212,0.9788,-31.02,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-HOUSE-99,State Legislature District,OK,House,99,ElectIndex model,0.9999,0.0001,56.31,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-SENATE-10,State Legislature District,OK,Senate,10,ElectIndex model,0.0004,0.9996,-51.09,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-SENATE-12,State Legislature District,OK,Senate,12,ElectIndex model,0.0004,0.9996,-51.07,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-SENATE-14,State Legislature District,OK,Senate,14,ElectIndex model,0.02,0.98,-55.85,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-SENATE-16,State Legislature District,OK,Senate,16,ElectIndex model,0.98,0.02,35.42,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-SENATE-18,State Legislature District,OK,Senate,18,ElectIndex model,0.0097,0.9903,-35.72,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-SENATE-2,State Legislature District,OK,Senate,2,ElectIndex model,0.0021,0.9979,-43.87,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-SENATE-20,State Legislature District,OK,Senate,20,ElectIndex model,0.02,0.98,-48.83,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-SENATE-22,State Legislature District,OK,Senate,22,ElectIndex model,0.0203,0.9797,-31.31,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-SENATE-24,State Legislature District,OK,Senate,24,ElectIndex model,0.1315,0.8685,-17.12,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-SENATE-26,State Legislature District,OK,Senate,26,ElectIndex model,0.02,0.98,-42.04,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-SENATE-28,State Legislature District,OK,Senate,28,ElectIndex model,0.0007,0.9993,-48.83,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-SENATE-30,State Legislature District,OK,Senate,30,ElectIndex model,0.98,0.02,27.88,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-OK-SENATE-32,State Legislature District,OK,Senate,32,ElectIndex model,0.2111,0.7889,-12.27,Likely R,2026-09-07T10:49:29.824588+00:00
