race_id,tier,state,chamber,district,party,candidate_name,electindex_prob,electindex_model_status,hours_to_resolution,kalshi_raw_price_dem,kalshi_raw_price_rep,kalshi_corrected_prob_dem,kalshi_corrected_prob_rep,kalshi_slope_used_dem,kalshi_slope_used_rep,kalshi_edge_vs_raw_dem,kalshi_edge_vs_raw_rep,kalshi_edge_vs_electindex_dem,kalshi_edge_vs_electindex_rep,kalshi_model_status_dem,kalshi_model_status_rep,polymarket_raw_price_dem,polymarket_raw_price_rep,polymarket_corrected_prob_dem,polymarket_corrected_prob_rep,polymarket_slope_used_dem,polymarket_slope_used_rep,polymarket_edge_vs_raw_dem,polymarket_edge_vs_raw_rep,polymarket_edge_vs_electindex_dem,polymarket_edge_vs_electindex_rep,polymarket_model_status_dem,polymarket_model_status_rep
STATE-LEG-CA-SENATE-26,Elections - State Legislature District,CA,Senate,26,DEM,Sara Hernandez,0.98,estimated,1158.2,0.84,,0.9233,,1.5007,,0.0833,,-0.0567,,estimated,,,,,,,,,,,,no_market_price,
STATE-LEG-CA-SENATE-26,Elections - State Legislature District,CA,Senate,26,REP,,0.02,estimated,1158.2,,,,,,,,,,,,no_market_price,,,,,,,,,,,,no_market_price
STATE-LEG-MD-SENATE-2,Elections - State Legislature District,MD,Senate,2,DEM,Eric Van Buren,0.0947,estimated,1158.2,0.04,,0.0084,,1.5007,,-0.0316,,-0.0863,,estimated,,,,,,,,,,,,no_market_price,
STATE-LEG-MD-SENATE-2,Elections - State Legislature District,MD,Senate,2,REP,Paul Corderman,0.9053,estimated,1158.2,,0.945,,0.9862,,1.5007,,0.0412,,0.0809,,estimated,,,,,,,,,,,,no_market_price
STATE-LEG-MO-SENATE-30,Elections - State Legislature District,MO,Senate,30,DEM,Betsy Fogle,0.5269,estimated,1158.2,0.84,,0.9233,,1.5007,,0.0833,,0.3964,,estimated,,,,,,,,,,,,no_market_price,
STATE-LEG-MO-SENATE-30,Elections - State Legislature District,MO,Senate,30,REP,Melanie Stinnett,0.4731,estimated,1158.2,,0.155,,0.0728,,1.5007,,-0.0822,,-0.4003,,estimated,,,,,,,,,,,,no_market_price
STATE-LEG-MO-SENATE-8,Elections - State Legislature District,MO,Senate,8,DEM,Keri Ingle,0.4131,estimated,1158.2,0.31,,0.2313,,1.5007,,-0.0787,,-0.1818,,estimated,,,,,,,,,,,,no_market_price,
STATE-LEG-MO-SENATE-8,Elections - State Legislature District,MO,Senate,8,REP,Jon Patterson,0.5869,estimated,1158.2,,0.72,,0.8049,,1.5007,,0.0849,,0.218,,estimated,,,,,,,,,,,,no_market_price
STATE-LEG-PA-HOUSE-12,Elections - State Legislature District,PA,House,12,DEM,Brandon Dukes,0.626,estimated,1158.2,0.525,,0.5375,,1.5007,,0.0125,,-0.0885,,estimated,,,,,,,,,,,,no_market_price,
STATE-LEG-PA-HOUSE-12,Elections - State Legislature District,PA,House,12,REP,Scott Timko,0.374,estimated,1158.2,,0.485,,0.4775,,1.5007,,-0.0075,,0.1035,,estimated,,,,,,,,,,,,no_market_price
US-HOUSE-AK-01,Elections - US House District,AK,,1,DEM,(No Democrat),0.39399999999999996,estimated,1158.2,,,,,,,,,,,no_market_price,,,,,,,,,,,,no_market_price,
US-HOUSE-AK-01,Elections - US House District,AK,,1,REP,Nick Begich III,0.606,estimated,1158.2,,,,,,,,,,,,no_market_price,,,,,,,,,,,,no_market_price
US-HOUSE-AL-01,Elections - US House District,AL,,1,DEM,Will the Democratic Party win the AL-01 House seat?,0.003,estimated,1158.2,,,,,,,,,,,no_market_price,,0.0245,,0.004,,1.5007,,-0.0205,,0.001,,estimated,
US-HOUSE-AL-01,Elections - US House District,AL,,1,REP,Will the Republican Party win the AL-01 House seat?,0.997,estimated,1158.2,,,,,,,,,,,,no_market_price,,0.945,,0.9862,,1.5007,,0.0412,,-0.0108,,estimated
US-HOUSE-AL-02,Elections - US House District,AL,,2,DEM,Will the Democratic Party win the AL-02 House seat?,0.414,estimated,1158.2,,,,,,,,,,,no_market_price,,0.315,,0.2376,,1.5007,,-0.0774,,-0.1764,,estimated,
US-HOUSE-AL-02,Elections - US House District,AL,,2,REP,Will the Republican Party win the AL-02 House seat?,0.586,estimated,1158.2,,,,,,,,,,,,no_market_price,,0.69,,0.7687,,1.5007,,0.0787,,0.1827,,estimated
US-HOUSE-AL-03,Elections - US House District,AL,,3,DEM,Will the Democratic Party win the AL-03 House seat?,0.0,estimated,1158.2,,,,,,,,,,,no_market_price,,0.004,,0.0003,,1.5007,,-0.0037,,0.0003,,estimated,
US-HOUSE-AL-03,Elections - US House District,AL,,3,REP,Will the Republican Party win the AL-03 House seat?,1.0,estimated,1158.2,,,,,,,,,,,,no_market_price,,0.945,,0.9862,,1.5007,,0.0412,,-0.0138,,estimated
