review_id,run_at,period_start,period_end,n_graded_this_period,n_wins_this_period,win_rate_this_period,n_graded_cumulative,n_wins_cumulative,win_rate_cumulative,breakeven_win_rate,pct_of_full_sample_reached,sample_status,calibration_gap,calibration_check_status,post_fit_calibration_gap,post_fit_check_status,post_shrinkage_calibration_gap,post_shrinkage_check_status,recalibration_suggested,edge_threshold_effectiveness,edge_check_status,recommendation
review_20260914T161340Z,2026-09-14T16:13:40Z,2026-09-14 15:47:51+00:00,2026-09-14T16:13:40Z,7659,5167,0.6746311528920225,7659,5167,0.6746311528920225,0.5774,205.61,ok,0.0635,ok,,,,,,"{'median_edge_split': np.float64(0.2175), 'n_high_edge': 3830, 'win_rate_high_edge': np.float64(0.7728), 'n_low_edge': 3829, 'win_rate_low_edge': np.float64(0.5764), 'high_minus_low': np.float64(0.1965)}",ok,Model looks overconfident by 6.3% on average (stated confidence vs. real win rate) -- consider revisiting pickem_model.py's blend weights. High-edge flags are outperforming low-edge flags by 19.7% -- the edge threshold looks like it's doing real work so far.
review_20260915T123547Z,2026-09-15T12:35:47Z,2026-09-14 16:13:40+00:00,2026-09-15T12:35:47Z,537,337,0.62756052141527,8196,5504,0.6715470961444607,0.5774,220.03,ok,0.0674,ok,,"insufficient post-fit sample (n=0, need 20+ legs graded since the last fit at 2026-09-15)",,,False,"{'median_edge_split': np.float64(0.2184), 'n_high_edge': 4098, 'win_rate_high_edge': np.float64(0.7709), 'n_low_edge': 4098, 'win_rate_low_edge': np.float64(0.5722), 'high_minus_low': np.float64(0.1986)}",ok,"All-time model confidence looks overconfident by 6.7% on average (stated confidence vs. real win rate, across every graded leg ever, including ones flagged before the last sigma fit -- see the post-fit figure below for the number that actually matters right now). Post-fit calibration check: insufficient post-fit sample (n=0, need 20+ legs graded since the last fit at 2026-09-15). High-edge flags are outperforming low-edge flags by 19.9% -- the edge threshold looks like it's doing real work so far."
review_20260917T171200Z,2026-09-17T17:12:00Z,2026-09-15 12:35:47+00:00,2026-09-17T17:12:00Z,28464,16677,0.585897976391231,28464,16677,0.585897976391231,0.5774,764.13,ok,0.0518,ok,0.0075,ok,,,False,"{'median_edge_split': np.float64(0.1339), 'n_high_edge': 14232, 'win_rate_high_edge': np.float64(0.6589), 'n_low_edge': 14232, 'win_rate_low_edge': np.float64(0.5129), 'high_minus_low': np.float64(0.1459)}",ok,"All-time model confidence looks overconfident by 5.2% on average (stated confidence vs. real win rate, across every graded leg ever, including ones flagged before the last sigma fit -- see the post-fit figure below for the number that actually matters right now). Post-fit calibration gap (+0.8%) is within the 3% threshold -- no re-fit needed yet. High-edge flags are outperforming low-edge flags by 14.6% -- the edge threshold looks like it's doing real work so far."
review_20260917T171341Z,2026-09-17T17:13:41Z,2026-09-17 17:12:00+00:00,2026-09-17T17:13:41Z,0,0,,28464,16677,0.585897976391231,0.5774,764.13,ok,0.0518,ok,,"insufficient post-fit sample (n=0, need 20+ legs FLAGGED since the last fit at 2026-09-17 16:21 UTC -- grading lag means this can legitimately stay at 0 for a while after a same-day fit)",,,False,"{'median_edge_split': np.float64(0.1339), 'n_high_edge': 14232, 'win_rate_high_edge': np.float64(0.6589), 'n_low_edge': 14232, 'win_rate_low_edge': np.float64(0.5129), 'high_minus_low': np.float64(0.1459)}",ok,"All-time model confidence looks overconfident by 5.2% on average (stated confidence vs. real win rate, across every graded leg ever, including ones flagged before the last sigma fit -- see the post-fit figure below for the number that actually matters right now). Post-fit calibration check: insufficient post-fit sample (n=0, need 20+ legs FLAGGED since the last fit at 2026-09-17 16:21 UTC -- grading lag means this can legitimately stay at 0 for a while after a same-day fit). High-edge flags are outperforming low-edge flags by 14.6% -- the edge threshold looks like it's doing real work so far."
review_20260917T181609Z,2026-09-17T18:16:09Z,2026-09-17 17:13:41+00:00,2026-09-17T18:16:09Z,0,0,,28464,16677,0.585897976391231,0.5774,764.13,ok,0.0518,ok,,"insufficient post-fit sample (n=0, need 20+ legs FLAGGED since the last fit at 2026-09-17 16:21 UTC -- grading lag means this can legitimately stay at 0 for a while after a same-day fit)",,,False,"{'median_edge_split': np.float64(0.1339), 'n_high_edge': 14232, 'win_rate_high_edge': np.float64(0.6589), 'n_low_edge': 14232, 'win_rate_low_edge': np.float64(0.5129), 'high_minus_low': np.float64(0.1459)}",ok,"All-time model confidence looks overconfident by 5.2% on average (stated confidence vs. real win rate, across every graded leg ever, including ones flagged before the last sigma fit -- see the post-fit figure below for the number that actually matters right now). Post-fit calibration check: insufficient post-fit sample (n=0, need 20+ legs FLAGGED since the last fit at 2026-09-17 16:21 UTC -- grading lag means this can legitimately stay at 0 for a while after a same-day fit). High-edge flags are outperforming low-edge flags by 14.6% -- the edge threshold looks like it's doing real work so far."
review_20260917T181813Z,2026-09-17T18:18:13Z,2026-09-17 18:16:09+00:00,2026-09-17T18:18:13Z,0,0,,28464,16677,0.585897976391231,0.5774,764.13,ok,0.0518,ok,,"insufficient post-fit sample (n=0, need 20+ legs FLAGGED since the last fit at 2026-09-17 16:21 UTC -- grading lag means this can legitimately stay at 0 for a while after a same-day fit)",,"insufficient post-fit sample (n=0, need 20+ legs FLAGGED since the last fit at 2026-09-17 17:33 UTC -- grading lag means this can legitimately stay at 0 for a while after a same-day fit)",False,"{'median_edge_split': np.float64(0.1339), 'n_high_edge': 14232, 'win_rate_high_edge': np.float64(0.6589), 'n_low_edge': 14232, 'win_rate_low_edge': np.float64(0.5129), 'high_minus_low': np.float64(0.1459)}",ok,"All-time model confidence looks overconfident by 5.2% on average (stated confidence vs. real win rate, across every graded leg ever, including ones flagged before the last sigma fit -- see the post-fit figure below for the number that actually matters right now). Post-fit calibration check: insufficient post-fit sample (n=0, need 20+ legs FLAGGED since the last fit at 2026-09-17 16:21 UTC -- grading lag means this can legitimately stay at 0 for a while after a same-day fit). Post-shrinkage-fit calibration check: insufficient post-fit sample (n=0, need 20+ legs FLAGGED since the last fit at 2026-09-17 17:33 UTC -- grading lag means this can legitimately stay at 0 for a while after a same-day fit). High-edge flags are outperforming low-edge flags by 14.6% -- the edge threshold looks like it's doing real work so far."
