run_at,n_legs,real_win_rate,baseline_avg_confidence,baseline_calibration_gap,baseline_brier,fitted_k,fitted_avg_confidence,fitted_calibration_gap,fitted_brier
2026-09-15T12:17:06Z,8196,0.6715470961444607,0.7389514527131766,0.0674043565687159,0.2106195010328647,1.61,0.6723619858035257,0.0008148896590649,0.2051644996584957
2026-09-17T16:13:38Z,27977,0.5862315473424599,0.6387780825017315,0.0525465351592716,0.2235887895223422,1.3399999999999932,0.6112346543573683,0.0250031070149084,0.2219912211851104
2026-09-17T16:21:04Z,18766,0.5717254609399979,0.6311725809121821,0.059447119972184215,0.23634370754607886,1.6649999999999863,0.5867989626773787,0.015073501737380868,0.2323688617614964
