outcome_id,flag_id,reported_at,platform,player_name,team,sport,stat_type,resolved_stat_key,flagged_side,first_flagged_line,first_flagged_model_prob,first_flagged_implied_prob,first_flagged_edge,clv_edge_at_close,consensus_available,result,actual_value,entry_type,stake,payout,net_profit,notes,context_lookup_status,graded_by
prizepicks|15047793|2026-09-20T22:32:10Z,prizepicks|15047793,2026-09-20T22:32:10Z,prizepicks,Samad Taylor,,MLB,Hitter FS,hitter fs,over,3.5,0.6142857142857142,0.5490575349432251,0.0652281793424891,,False,win,13.0,,,,,"Auto-graded from mlb's real stats (Session 2.18/2.26), graded against closing line 3.5 (2026-09-17 fix).",ok,auto
