platform,source_event_id,source_market_id,source_selection_id,player_name,team,sport,stat_type,prop_category,line,over_american_odds,under_american_odds,game_id,game_start_time,status,pulled_at
betmgm,2978439,anytd,15909,Kenneth Walker,KC,NFL,anytd,player_touchdown,,-125,,2978439,,,2026-09-14T19:53:32.123810+00:00
betmgm,2978439,anytd,8783,Travis Kelce,KC,NFL,anytd,player_touchdown,,210,,2978439,,,2026-09-14T19:53:32.123810+00:00
betmgm,2978439,anytd,14418,J.K. Dobbins,DEN,NFL,anytd,player_touchdown,,150,,2978439,,,2026-09-14T19:53:32.123810+00:00
betmgm,2978439,anytd,16963,Rashee Rice,KC,NFL,anytd,player_touchdown,,165,,2978439,,,2026-09-14T19:53:32.123810+00:00
betmgm,2978439,anytd,17687,Xavier Worthy,KC,NFL,anytd,player_touchdown,,250,,2978439,,,2026-09-14T19:53:32.123810+00:00
betmgm,2978439,anytd,18522,RJ Harvey,DEN,NFL,anytd,player_touchdown,,240,,2978439,,,2026-09-14T19:53:32.123810+00:00
betmgm,2978439,anytd,15404,Jaylen Waddle,DEN,NFL,anytd,player_touchdown,,180,,2978439,,,2026-09-14T19:53:32.123810+00:00
betmgm,2978439,anytd,12586,Courtland Sutton,DEN,NFL,anytd,player_touchdown,,250,,2978439,,,2026-09-14T19:53:32.123810+00:00
betmgm,2978439,anytd,18562,Pat Bryant,DEN,NFL,anytd,player_touchdown,,400,,2978439,,,2026-09-14T19:53:32.123810+00:00
betmgm,2978439,anytd,19631,Cyrus Allen,KC,NFL,anytd,player_touchdown,,390,,2978439,,,2026-09-14T19:53:32.123810+00:00
betmgm,2978439,anytd,11805,Evan Engram,DEN,NFL,anytd,player_touchdown,,425,,2978439,,,2026-09-14T19:53:32.123810+00:00
betmgm,2978439,anytd,16995,Bo Nix,DEN,NFL,anytd,player_touchdown,,425,,2978439,,,2026-09-14T19:53:32.123810+00:00
betmgm,2978439,anytd,19240,Emmett Johnson,KC,NFL,anytd,player_touchdown,,450,,2978439,,,2026-09-14T19:53:32.123810+00:00
betmgm,2978439,anytd,15831,Tyquan Thornton,KC,NFL,anytd,player_touchdown,,450,,2978439,,,2026-09-14T19:53:32.123810+00:00
betmgm,2978439,anytd,15459,Noah Gray,KC,NFL,anytd,player_touchdown,,725,,2978439,,,2026-09-14T19:53:32.123810+00:00
betmgm,2978439,anytd,11839,Patrick Mahomes,KC,NFL,anytd,player_touchdown,,500,,2978439,,,2026-09-14T19:53:32.123810+00:00
betmgm,2978439,anytd,19241,Jonah Coleman,DEN,NFL,anytd,player_touchdown,,625,,2978439,,,2026-09-14T19:53:32.123810+00:00
betmgm,2978439,anytd,16849,Marvin Mims,DEN,NFL,anytd,player_touchdown,,625,,2978439,,,2026-09-14T19:53:32.123810+00:00
betmgm,2978439,anytd,18529,Brashard Smith,KC,NFL,anytd,player_touchdown,,950,,2978439,,,2026-09-14T19:53:32.123810+00:00
betmgm,2978439,anytd,14541,Adam Trautman,DEN,NFL,anytd,player_touchdown,,950,,2978439,,,2026-09-14T19:53:32.123810+00:00
betmgm,2978439,anytd,17719,Troy Franklin,DEN,NFL,anytd,player_touchdown,,1250,,2978439,,,2026-09-14T19:53:32.123810+00:00
betmgm,2978439,anytd,16992,Nate Adkins,DEN,NFL,anytd,player_touchdown,,2200,,2978439,,,2026-09-14T19:53:32.123810+00:00
betmgm,2978439,anytd,18542,Jake Briningstool,KC,NFL,anytd,player_touchdown,,2500,,2978439,,,2026-09-14T19:53:32.123810+00:00
betmgm,2978439,anytd,16744,Nikko Remigio,KC,NFL,anytd,player_touchdown,,3300,,2978439,,,2026-09-14T19:53:32.123810+00:00
betmgm,2978439,comp,11839,Patrick Mahomes,KC,NFL,comp,player_performance,21.5,100,-130,2978439,,,2026-09-14T19:53:32.123810+00:00
betmgm,2978439,comp,16995,Bo Nix,DEN,NFL,comp,player_performance,20.5,-135,100,2978439,,,2026-09-14T19:53:32.123810+00:00
