platform,source_event_id,source_market_id,source_selection_id,player_name,team,sport,stat_type,prop_category,line,over_american_odds,under_american_odds,game_id,game_start_time,status,pulled_at
betmgm,2978439,anytd,15909,Kenneth Walker,KC,NFL,anytd,player_touchdown,,-130,,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,anytd,14418,J.K. Dobbins,DEN,NFL,anytd,player_touchdown,,140,,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,anytd,8783,Travis Kelce,KC,NFL,anytd,player_touchdown,,220,,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,anytd,16963,Rashee Rice,KC,NFL,anytd,player_touchdown,,175,,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,anytd,17687,Xavier Worthy,KC,NFL,anytd,player_touchdown,,240,,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,anytd,15404,Jaylen Waddle,DEN,NFL,anytd,player_touchdown,,180,,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,anytd,18522,RJ Harvey,DEN,NFL,anytd,player_touchdown,,230,,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,anytd,12586,Courtland Sutton,DEN,NFL,anytd,player_touchdown,,240,,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,anytd,18562,Pat Bryant,DEN,NFL,anytd,player_touchdown,,400,,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,anytd,15831,Tyquan Thornton,KC,NFL,anytd,player_touchdown,,400,,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,anytd,11805,Evan Engram,DEN,NFL,anytd,player_touchdown,,425,,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,anytd,19240,Emmett Johnson,KC,NFL,anytd,player_touchdown,,425,,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,anytd,16995,Bo Nix,DEN,NFL,anytd,player_touchdown,,425,,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,anytd,19631,Cyrus Allen,KC,NFL,anytd,player_touchdown,,850,,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,anytd,15459,Noah Gray,KC,NFL,anytd,player_touchdown,,675,,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,anytd,11839,Patrick Mahomes,KC,NFL,anytd,player_touchdown,,500,,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,anytd,19241,Jonah Coleman,DEN,NFL,anytd,player_touchdown,,625,,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,anytd,14541,Adam Trautman,DEN,NFL,anytd,player_touchdown,,950,,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,anytd,16849,Marvin Mims,DEN,NFL,anytd,player_touchdown,,800,,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,anytd,18529,Brashard Smith,KC,NFL,anytd,player_touchdown,,950,,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,anytd,17719,Troy Franklin,DEN,NFL,anytd,player_touchdown,,1350,,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,anytd,16992,Nate Adkins,DEN,NFL,anytd,player_touchdown,,2200,,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,anytd,18542,Jake Briningstool,KC,NFL,anytd,player_touchdown,,2000,,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,anytd,16744,Nikko Remigio,KC,NFL,anytd,player_touchdown,,3500,,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978391,comp,18574,Jaxson Dart,NYG,NFL,comp,player_performance,18.5,-130,100,2978391,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,comp,11839,Patrick Mahomes,KC,NFL,comp,player_performance,21.5,-110,-120,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,comp,16995,Bo Nix,DEN,NFL,comp,player_performance,21.5,-135,100,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978391,comp,11008,Dak Prescott,DAL,NFL,comp,player_performance,21.5,-135,105,2978391,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978391,passatt,18574,Jaxson Dart,NYG,NFL,passatt,player_performance,28.5,-120,-110,2978391,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,passatt,11839,Patrick Mahomes,KC,NFL,passatt,player_performance,31.5,-125,-105,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978391,passatt,11008,Dak Prescott,DAL,NFL,passatt,player_performance,33.5,-110,-120,2978391,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,passatt,16995,Bo Nix,DEN,NFL,passatt,player_performance,34.5,-118,-110,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978391,passyds,18574,Jaxson Dart,NYG,NFL,passyds,player_performance,210.5,-110,-110,2978391,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,passyds,11839,Patrick Mahomes,KC,NFL,passyds,player_performance,229.5,-110,-110,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,passyds,16995,Bo Nix,DEN,NFL,passyds,player_performance,225.5,-110,-110,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978391,passyds,11008,Dak Prescott,DAL,NFL,passyds,player_performance,256.5,-110,-110,2978391,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978391,passtd,18574,Jaxson Dart,NYG,NFL,passtd,player_performance,1.5,125,-165,2978391,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,passtd,11839,Patrick Mahomes,KC,NFL,passtd,player_performance,1.5,105,-140,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,passtd,16995,Bo Nix,DEN,NFL,passtd,player_performance,1.5,140,-185,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978391,passtd,11008,Dak Prescott,DAL,NFL,passtd,player_performance,1.5,-140,105,2978391,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978391,intsthrown,18574,Jaxson Dart,NYG,NFL,intsthrown,player_performance,0.5,110,-145,2978391,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,intsthrown,11839,Patrick Mahomes,KC,NFL,intsthrown,player_performance,0.5,110,-150,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,intsthrown,16995,Bo Nix,DEN,NFL,intsthrown,player_performance,0.5,-130,100,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978391,intsthrown,11008,Dak Prescott,DAL,NFL,intsthrown,player_performance,0.5,-110,-118,2978391,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978391,recs,9255,Odell Beckham,NYG,NFL,recs,player_performance,0.5,-220,165,2978391,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978391,recs,15468,Najee Harris,NYG,NFL,recs,player_performance,0.5,-115,-115,2978391,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,recs,14541,Adam Trautman,DEN,NFL,recs,player_performance,1.5,155,-210,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978391,recs,13894,KaVontae Turpin,DAL,NFL,recs,player_performance,0.5,-225,165,2978391,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,recs,14418,J.K. Dobbins,DEN,NFL,recs,player_performance,1.5,170,-225,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978391,recs,17974,Ryan Flournoy,DAL,NFL,recs,player_performance,1.5,-190,145,2978391,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,recs,15459,Noah Gray,KC,NFL,recs,player_performance,1.5,145,-190,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978391,recs,17021,Theo Johnson,NYG,NFL,recs,player_performance,1.5,-105,-125,2978391,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978391,recs,14510,Darnell Mooney,NYG,NFL,recs,player_performance,1.5,-110,-120,2978391,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,recs,18529,Brashard Smith,KC,NFL,recs,player_performance,1.5,165,-220,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,recs,15831,Tyquan Thornton,KC,NFL,recs,player_performance,1.5,-105,-125,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978391,recs,15306,Javonte Williams,DAL,NFL,recs,player_performance,1.5,-165,130,2978391,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,recs,18562,Pat Bryant,DEN,NFL,recs,player_performance,2.5,130,-175,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,recs,11805,Evan Engram,DEN,NFL,recs,player_performance,2.5,-135,100,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978391,recs,19313,Malachi Fields,NYG,NFL,recs,player_performance,2.5,145,-200,2978391,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,recs,18522,RJ Harvey,DEN,NFL,recs,player_performance,2.5,115,-150,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978391,recs,18514,Cam Skattebo,NYG,NFL,recs,player_performance,2.5,110,-145,2978391,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,recs,15909,Kenneth Walker,KC,NFL,recs,player_performance,2.5,-160,125,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,recs,17687,Xavier Worthy,KC,NFL,recs,player_performance,2.5,-185,135,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978391,recs,15947,Jake Ferguson,DAL,NFL,recs,player_performance,3.5,100,-135,2978391,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,recs,8783,Travis Kelce,KC,NFL,recs,player_performance,3.5,-165,125,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978391,recs,16033,Isaiah Likely,NYG,NFL,recs,player_performance,3.5,-110,-118,2978391,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,recs,12586,Courtland Sutton,DEN,NFL,recs,player_performance,3.5,-165,130,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978391,recs,17704,Malik Nabers,NYG,NFL,recs,player_performance,4.5,-135,100,2978391,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978391,recs,15853,George Pickens,DAL,NFL,recs,player_performance,4.5,-145,110,2978391,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,recs,15404,Jaylen Waddle,DEN,NFL,recs,player_performance,4.5,-115,-115,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978391,recs,14411,CeeDee Lamb,DAL,NFL,recs,player_performance,5.5,-135,100,2978391,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,recs,16963,Rashee Rice,KC,NFL,recs,player_performance,5.5,110,-145,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978391,rushrec,9255,Odell Beckham,NYG,NFL,rushrec,player_performance,8.5,-118,-110,2978391,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,rushrec,18529,Brashard Smith,KC,NFL,rushrec,player_performance,12.5,-110,-118,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978391,rushrec,14510,Darnell Mooney,NYG,NFL,rushrec,player_performance,17.5,-118,-115,2978391,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978391,rushrec,13894,KaVontae Turpin,DAL,NFL,rushrec,player_performance,17.5,-110,-118,2978391,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,rushrec,18562,Pat Bryant,DEN,NFL,rushrec,player_performance,21.5,-118,-110,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978391,rushrec,17974,Ryan Flournoy,DAL,NFL,rushrec,player_performance,22.5,-118,-115,2978391,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978391,rushrec,15468,Najee Harris,NYG,NFL,rushrec,player_performance,22.5,-120,-110,2978391,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978391,rushrec,19313,Malachi Fields,NYG,NFL,rushrec,player_performance,23.5,-115,-115,2978391,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,rushrec,18522,RJ Harvey,DEN,NFL,rushrec,player_performance,39.5,-110,-118,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,rushrec,17687,Xavier Worthy,KC,NFL,rushrec,player_performance,38.5,-115,-115,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,rushrec,12586,Courtland Sutton,DEN,NFL,rushrec,player_performance,41.5,-110,-118,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978391,rushrec,17704,Malik Nabers,NYG,NFL,rushrec,player_performance,53.5,-118,-110,2978391,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,rushrec,14418,J.K. Dobbins,DEN,NFL,rushrec,player_performance,54.5,-118,-110,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,rushrec,15404,Jaylen Waddle,DEN,NFL,rushrec,player_performance,54.5,-118,-110,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978391,rushrec,15853,George Pickens,DAL,NFL,rushrec,player_performance,66.5,-115,-115,2978391,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978391,rushrec,18514,Cam Skattebo,NYG,NFL,rushrec,player_performance,67.5,-115,-115,2978391,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978391,rushrec,14411,CeeDee Lamb,DAL,NFL,rushrec,player_performance,73.5,-115,-115,2978391,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978439,rushrec,15909,Kenneth Walker,KC,NFL,rushrec,player_performance,83.5,-115,-115,2978439,,,2026-09-13T20:58:00.471587+00:00
betmgm,2978391,rushrec,15306,Javonte Williams,DAL,NFL,rushrec,player_performance,87.5,-115,-115,2978391,,,2026-09-13T20:58:00.471587+00:00
