platform,source_event_id,source_market_id,source_selection_id,player_name,team,sport,stat_type,prop_category,line,over_american_odds,under_american_odds,game_id,game_start_time,status,pulled_at
betmgm,2978623,firsttd,15807,Kyren Williams,LAR,NFL,firsttd,player_touchdown,,400,,2978623,,,2026-09-21T05:10:06.948719+00:00
betmgm,2978623,firsttd,9455,Davante Adams,LAR,NFL,firsttd,player_touchdown,,650,,2978623,,,2026-09-21T05:10:06.948719+00:00
betmgm,2978623,firsttd,16790,Puka Nacua,LAR,NFL,firsttd,player_touchdown,,650,,2978623,,,2026-09-21T05:10:06.948719+00:00
betmgm,2978623,firsttd,18514,Cam Skattebo,NYG,NFL,firsttd,player_touchdown,,725,,2978623,,,2026-09-21T05:10:06.948719+00:00
betmgm,2978623,firsttd,17690,Blake Corum,LAR,NFL,firsttd,player_touchdown,,850,,2978623,,,2026-09-21T05:10:06.948719+00:00
betmgm,2978623,firsttd,18497,Terrance Ferguson,LAR,NFL,firsttd,player_touchdown,,1500,,2978623,,,2026-09-21T05:10:06.948719+00:00
betmgm,2978623,firsttd,17704,Malik Nabers,NYG,NFL,firsttd,player_touchdown,,1150,,2978623,,,2026-09-21T05:10:06.948719+00:00
betmgm,2978623,firsttd,18574,Jaxson Dart,NYG,NFL,firsttd,player_touchdown,,1400,,2978623,,,2026-09-21T05:10:06.948719+00:00
betmgm,2978623,firsttd,14463,Colby Parkinson,LAR,NFL,firsttd,player_touchdown,,1250,,2978623,,,2026-09-21T05:10:06.948719+00:00
betmgm,2978623,firsttd,16033,Isaiah Likely,NYG,NFL,firsttd,player_touchdown,,1500,,2978623,,,2026-09-21T05:10:06.948719+00:00
betmgm,2978623,firsttd,10854,Tyler Higbee,LAR,NFL,firsttd,player_touchdown,,2500,,2978623,,,2026-09-21T05:10:06.948719+00:00
betmgm,2978623,firsttd,13449,Devin Singletary,NYG,NFL,firsttd,player_touchdown,,1900,,2978623,,,2026-09-21T05:10:06.948719+00:00
betmgm,2978623,firsttd,17081,Konata Mumpfield,LAR,NFL,firsttd,player_touchdown,,2800,,2978623,,,2026-09-21T05:10:06.948719+00:00
betmgm,2978623,firsttd,19313,Malachi Fields,NYG,NFL,firsttd,player_touchdown,,2500,,2978623,,,2026-09-21T05:10:06.948719+00:00
betmgm,2978623,firsttd,17030,Davis Allen,LAR,NFL,firsttd,player_touchdown,,3500,,2978623,,,2026-09-21T05:10:06.948719+00:00
betmgm,2978623,firsttd,15468,Najee Harris,NYG,NFL,firsttd,player_touchdown,,4000,,2978623,,,2026-09-21T05:10:06.948719+00:00
betmgm,2978623,firsttd,17467,Xavier Smith,LAR,NFL,firsttd,player_touchdown,,3300,,2978623,,,2026-09-21T05:10:06.948719+00:00
betmgm,2978623,firsttd,14510,Darnell Mooney,NYG,NFL,firsttd,player_touchdown,,3300,,2978623,,,2026-09-21T05:10:06.948719+00:00
betmgm,2978623,firsttd,17021,Theo Johnson,NYG,NFL,firsttd,player_touchdown,,3300,,2978623,,,2026-09-21T05:10:06.948719+00:00
betmgm,2978623,firsttd,5971,Matthew Stafford,LAR,NFL,firsttd,player_touchdown,,5500,,2978623,,,2026-09-21T05:10:06.948719+00:00
betmgm,2978623,firsttd,9255,Odell Beckham,NYG,NFL,firsttd,player_touchdown,,6600,,2978623,,,2026-09-21T05:10:06.948719+00:00
betmgm,2978623,firsttd,16108,Ronnie Rivers,LAR,NFL,firsttd,player_touchdown,,9000,,2978623,,,2026-09-21T05:10:06.948719+00:00
betmgm,2978623,anytd,15807,Kyren Williams,LAR,NFL,anytd,player_touchdown,,-175,,2978623,,,2026-09-21T05:10:06.948719+00:00
betmgm,2978623,anytd,9455,Davante Adams,LAR,NFL,anytd,player_touchdown,,-115,,2978623,,,2026-09-21T05:10:06.948719+00:00
betmgm,2978623,anytd,18514,Cam Skattebo,NYG,NFL,anytd,player_touchdown,,125,,2978623,,,2026-09-21T05:10:06.948719+00:00
betmgm,2978623,anytd,16790,Puka Nacua,LAR,NFL,anytd,player_touchdown,,100,,2978623,,,2026-09-21T05:10:06.948719+00:00
betmgm,2978623,anytd,17690,Blake Corum,LAR,NFL,anytd,player_touchdown,,138,,2978623,,,2026-09-21T05:10:06.948719+00:00
