platform,source_event_id,source_market_id,source_selection_id,player_name,team,sport,stat_type,prop_category,line,over_american_odds,under_american_odds,game_id,game_start_time,status,pulled_at
betmgm,2978668,firsttd,16739,Bijan Robinson,ATL,NFL,firsttd,player_touchdown,,360,,2978668,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978668,firsttd,15946,Christian Watson,GB,NFL,firsttd,player_touchdown,,750,,2978668,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978668,firsttd,16649,Tucker Kraft,GB,NFL,firsttd,player_touchdown,,1000,,2978668,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978668,firsttd,17795,MarShawn Lloyd,GB,NFL,firsttd,player_touchdown,,950,,2978668,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978668,firsttd,18500,Matthew Golden,GB,NFL,firsttd,player_touchdown,,950,,2978668,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978668,firsttd,18515,Kaleb Johnson,GB,NFL,firsttd,player_touchdown,,950,,2978668,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978668,firsttd,15868,Drake London,ATL,NFL,firsttd,player_touchdown,,1050,,2978668,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978668,firsttd,16741,Chris Brooks,GB,NFL,firsttd,player_touchdown,,1100,,2978668,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978668,firsttd,15907,Brian Robinson,ATL,NFL,firsttd,player_touchdown,,1650,,2978668,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978668,firsttd,15265,Kyle Pitts,ATL,NFL,firsttd,player_touchdown,,1800,,2978668,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978668,firsttd,16005,Skyy Moore,GB,NFL,firsttd,player_touchdown,,2500,,2978668,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978668,firsttd,15850,Jahan Dotson,ATL,NFL,firsttd,player_touchdown,,2500,,2978668,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978668,firsttd,14371,Jordan Love,GB,NFL,firsttd,player_touchdown,,2500,,2978668,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978668,firsttd,11807,Jonnu Smith,GB,NFL,firsttd,player_touchdown,,3500,,2978668,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978668,firsttd,17700,Michael Penix,ATL,NFL,firsttd,player_touchdown,,5500,,2978668,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978668,firsttd,15935,Bo Melton,GB,NFL,firsttd,player_touchdown,,6600,,2978668,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978668,firsttd,13833,Olamide Zaccheaus,ATL,NFL,firsttd,player_touchdown,,4000,,2978668,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978668,firsttd,10748,Austin Hooper,ATL,NFL,firsttd,player_touchdown,,6600,,2978668,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978668,firsttd,19262,Zachariah Branch,ATL,NFL,firsttd,player_touchdown,,6000,,2978668,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978668,firsttd,18920,Mark Redman,GB,NFL,firsttd,player_touchdown,,8000,,2978668,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978668,firsttd,14608,Charlie Woerner,ATL,NFL,firsttd,player_touchdown,,6600,,2978668,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978668,firsttd,16866,Josh Whyle,GB,NFL,firsttd,player_touchdown,,8000,,2978668,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978656,anytd,16808,Jahmyr Gibbs,DET,NFL,anytd,player_touchdown,,-300,,2978656,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978649,anytd,15909,Kenneth Walker,KC,NFL,anytd,player_touchdown,,-295,,2978649,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978392,anytd,10819,Derrick Henry,BAL,NFL,anytd,player_touchdown,,-210,,2978392,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978645,anytd,15876,James Cook,BUF,NFL,anytd,player_touchdown,,-175,,2978645,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978392,anytd,15306,Javonte Williams,DAL,NFL,anytd,player_touchdown,,-145,,2978392,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978668,anytd,16739,Bijan Robinson,ATL,NFL,anytd,player_touchdown,,-165,,2978668,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978645,anytd,12483,Josh Allen,BUF,NFL,anytd,player_touchdown,,-155,,2978645,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978645,anytd,18445,Omarion Hampton,LAC,NFL,anytd,player_touchdown,,-110,,2978645,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978662,anytd,15242,Chuba Hubbard,CAR,NFL,anytd,player_touchdown,,-135,,2978662,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978658,anytd,16934,Chase Brown,CIN,NFL,anytd,player_touchdown,,-125,,2978658,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978656,anytd,15332,Amon-Ra St. Brown,DET,NFL,anytd,player_touchdown,,100,,2978656,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978656,anytd,15810,Breece Hall,NYJ,NFL,anytd,player_touchdown,,100,,2978656,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978649,anytd,16661,De'Von Achane,MIA,NFL,anytd,player_touchdown,,-120,,2978649,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978658,anytd,15984,Jaylen Warren,PIT,NFL,anytd,player_touchdown,,105,,2978658,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978392,anytd,16919,Zay Flowers,BAL,NFL,anytd,player_touchdown,,140,,2978392,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978662,anytd,18516,Quinshon Judkins,CLE,NFL,anytd,player_touchdown,,110,,2978662,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978392,anytd,14411,CeeDee Lamb,DAL,NFL,anytd,player_touchdown,,120,,2978392,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978658,anytd,15183,Ja'Marr Chase,CIN,NFL,anytd,player_touchdown,,115,,2978658,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978392,anytd,12559,Mark Andrews,BAL,NFL,anytd,player_touchdown,,125,,2978392,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978668,anytd,15946,Christian Watson,GB,NFL,anytd,player_touchdown,,125,,2978668,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978392,anytd,15853,George Pickens,DAL,NFL,anytd,player_touchdown,,138,,2978392,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978645,anytd,16697,Dalton Kincaid,BUF,NFL,anytd,player_touchdown,,140,,2978645,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978656,anytd,15829,Garrett Wilson,NYJ,NFL,anytd,player_touchdown,,155,,2978656,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978668,anytd,15868,Drake London,ATL,NFL,anytd,player_touchdown,,185,,2978668,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978649,anytd,8783,Travis Kelce,KC,NFL,anytd,player_touchdown,,155,,2978649,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978668,anytd,16649,Tucker Kraft,GB,NFL,anytd,player_touchdown,,180,,2978668,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978662,anytd,18547,Tetairoa McMillan,CAR,NFL,anytd,player_touchdown,,160,,2978662,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978668,anytd,18500,Matthew Golden,GB,NFL,anytd,player_touchdown,,165,,2978668,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978658,anytd,14506,Tee Higgins,CIN,NFL,anytd,player_touchdown,,165,,2978658,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978668,anytd,17795,MarShawn Lloyd,GB,NFL,anytd,player_touchdown,,175,,2978668,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978668,anytd,18515,Kaleb Johnson,GB,NFL,anytd,player_touchdown,,180,,2978668,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978645,anytd,12477,DJ Moore,BUF,NFL,anytd,player_touchdown,,185,,2978645,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978645,anytd,15892,Khalil Shakir,BUF,NFL,anytd,player_touchdown,,220,,2978645,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978649,anytd,16963,Rashee Rice,KC,NFL,anytd,player_touchdown,,180,,2978649,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978658,anytd,13424,DK Metcalf,PIT,NFL,anytd,player_touchdown,,180,,2978658,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978656,anytd,15849,Jameson Williams,DET,NFL,anytd,player_touchdown,,180,,2978656,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978649,anytd,17687,Xavier Worthy,KC,NFL,anytd,player_touchdown,,180,,2978649,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978656,anytd,17033,Sam LaPorta,DET,NFL,anytd,player_touchdown,,185,,2978656,,,2026-09-22T13:30:46.867739+00:00
betmgm,2978392,anytd,12561,Lamar Jackson,BAL,NFL,anytd,player_touchdown,,200,,2978392,,,2026-09-22T13:30:46.867739+00:00
