race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,rcv_field,rcv_winner_name,rcv_exhausted,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_coh,rep_coh,ind_coh,dem_outside,rep_outside,dem_spent,rep_spent,ind_spent,dem_small,rep_small,ind_small,dem_pac,rep_pac,ind_pac,dem_self,rep_self,ind_self,dem_debt,rep_debt,ind_debt,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
IN-05,house,IN,05,J.D. Ford,Victoria Spartz,DEM,REP,REP,REP,-13.89,8.5,91.5,Likely R,-17.4,5.3,-15.46,-0.58,-2.0,-0.78,-17.13,3.23,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,46.0,48.0,1,-5.0,0.15,582087,1327228,0,314652,230004,0,0,0,267434,1355274,0,107719,403303,0,49904,118750,0,616,25000,0,0,200000,0,43.05,56.95,0.0,111258,147161,0,0,258419
IN-06,house,IN,06,Cynthia Wirth,Jefferson Shreve,DEM,REP,REP,REP,-34.72,0.0,100.0,Safe R,-33.34,5.3,-34.72,-2.51,-3.38,-0.79,-33.1,-1.62,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,37046,2426805,0,7151,1608235,0,0,0,30400,950285,0,10487,2220,0,0,291000,0,4919,2000000,0,0,3900000,0,32.64,67.36,0.0,74395,153532,0,0,227927
IN-07,house,IN,07,Andre Carson,Patrick McAuley,DEM,REP,DEM,DEM,48.81,100.0,0.0,Safe D,42.2,5.3,48.81,0.0,1.24,0.07,42.16,6.65,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1006177,0,0,621351,0,0,0,0,834249,0,0,33892,0,0,506242,0,0,730,0,0,0,0,0,74.4,25.6,0.0,141272,48601,0,0,189873
IN-08,house,IN,08,Mary Allen,Mark Messmer,DEM,REP,REP,REP,-37.6,0.0,100.0,Safe R,-35.75,5.3,-37.6,-0.95,-5.33,-0.88,-36.49,-1.11,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,294502,1171366,0,179308,713500,0,0,0,115194,664972,0,107411,5915,0,23845,421375,0,1929,3500,0,0,6250,0,31.2,68.8,0.0,72590,160088,0,0,232678
IN-09,house,IN,09,Brad Meyer,Erin Houchin,DEM,REP,REP,REP,-29.87,0.2,99.8,Safe R,-29.74,5.3,-29.87,-1.88,-2.69,-0.86,-30.39,0.52,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,105510,1856572,0,17840,1183066,0,0,0,81901,1415551,0,21487,23017,0,0,1041193,0,11339,931,0,11339,0,0,35.07,64.93,0.0,86768,160676,0,0,247444
KS-01,house,KS,01,Lauren Reinhold,Tracey Mann,DEM,REP,REP,REP,-31.38,0.1,99.9,Safe R,-28.87,5.3,-31.38,-2.06,-5.4,-0.35,-31.85,0.47,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,48261,1488465,0,4784,2713324,0,0,0,43478,528838,0,13201,10184,0,0,598040,0,4601,0,0,4000,0,0,34.31,65.69,0.0,74584,142801,0,0,217385
KS-02,house,KS,02,Don Coover,Derek Schmidt,DEM,REP,REP,REP,-17.2,4.5,95.5,Safe R,-16.44,5.3,-17.2,-0.47,-5.18,-0.41,-20.06,2.86,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,758823,1457605,0,244286,939168,0,0,0,514537,556938,0,240192,55452,0,33500,505500,0,7000,0,0,0,2898,0,41.4,58.6,0.0,89232,126300,0,0,215532
KS-03,house,KS,03,Sharice Davids,Eric Jenkins,DEM,REP,DEM,DEM,21.57,98.3,1.7,Safe D,6.53,5.3,21.57,3.0,7.29,-0.55,4.17,17.4,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,3690440,18916,0,1724212,12284,0,0,0,2369484,6633,0,1119972,986,0,807231,10000,0,0,1790,0,0,1790,0,60.79,39.21,0.0,169174,109139,0,0,278313
KS-04,house,KS,04,Katy Tyndell,Ron Estes,DEM,REP,REP,REP,-22.66,1.3,98.7,Safe R,-20.83,5.3,-22.66,-1.43,-5.29,-0.42,-23.7,1.04,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,234455,1855035,0,72896,1757677,0,0,0,161558,1295634,0,38412,9091,0,0,1090100,0,600,0,0,0,0,0,38.67,61.33,0.0,84335,133749,0,0,218084
KY-01,house,KY,01,Drew Williams,James Comer,DEM,REP,REP,REP,-46.05,0.0,100.0,Safe R,-46.22,5.3,-46.05,-1.84,-2.5,-0.8,-47.91,1.86,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,118755,1899533,0,20182,3041112,0,0,0,98532,2067643,0,69518,692697,0,5000,426900,0,1700,0,0,1700,0,0,26.97,73.03,0.0,64732,175243,0,0,239975
KY-02,house,KY,02,Megan Wingfield,Brett Guthrie,DEM,REP,REP,REP,-43.73,0.0,100.0,Safe R,-40.32,5.3,-43.73,-3.32,-4.58,-0.81,-41.93,-1.8,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,7539,4707593,0,1197,1718271,0,0,80276,6342,3355566,0,6104,8727,0,0,3025480,0,0,0,0,0,2295,0,28.14,71.86,0.0,69213,176788,0,0,246001
KY-03,house,KY,03,Morgan McGarvey,Maria Rodriguez,DEM,REP,DEM,DEM,33.23,99.9,0.1,Safe D,20.43,5.3,33.23,2.21,5.67,-0.38,19.27,13.96,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1633684,38069,0,1813760,15672,0,0,0,1083341,22297,0,157955,4269,0,538001,5500,0,0,0,0,0,0,0,66.61,33.39,0.0,155119,77743,0,0,232862
KY-04,house,KY,04,Melissa Strange,Ed Gallrein,DEM,REP,,REP,-31.09,0.1,99.9,Safe R,-35.1,5.3,-31.09,-0.46,0.0,-0.84,-36.16,5.07,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,94464,3567324,0,11145,179309,0,8366952,5378133,83319,3388014,0,12513,396242,0,0,56130,0,20000,0,0,20000,0,0,34.45,65.55,0.0,90441,172067,0,0,262508
KY-05,house,KY,05,Ned Pillersdorf,Harold Rogers,DEM,REP,REP,REP,-61.25,0.0,100.0,Safe R,-62.88,5.3,-61.25,-1.02,-1.67,-0.98,-64.67,3.42,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,182281,849758,0,91274,874716,0,0,0,91006,946293,0,29940,1147,0,250,314150,0,62875,0,0,0,0,0,19.38,80.62,0.0,42968,178785,0,0,221754
KY-06,house,KY,06,Zach Dembo,Ralph Alvarado,DEM,REP,,REP,-7.91,21.6,78.4,Likely R,-14.08,5.3,-9.46,-0.01,0.0,-0.67,-15.31,7.4,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,44.91,44.86,4,-2.95,0.237,1463855,1521813,0,491275,398018,0,286464,168599,972579,1123795,0,161118,11113,0,58150,263541,0,3665,57245,0,0,0,0,46.04,53.96,0.0,114680,134389,0,0,249069
LA-01,house,LA,01,Lauren Jewett,Steve Scalise,DEM,REP,REP,REP,-46.93,0.0,100.0,Safe R,-39.86,5.3,-46.93,-3.01,-9.01,-0.35,-39.08,-7.86,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,142677,10638030,0,11884,3885942,0,0,0,130793,10883241,0,55075,325922,0,1250,171500,0,1272,0,0,0,0,0,26.53,73.47,0.0,67015,185553,0,0,252568
LA-02,house,LA,02,Troy Carter,Republican candidate (LA-02),DEM,REP,DEM,DEM,63.34,100.0,0.0,Safe D,49.58,5.3,63.34,0.0,8.23,0.23,48.71,14.63,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,1412697,0,0,382786,0,0,0,0,1539321,0,0,4075,0,0,950717,0,0,0,0,0,24914,0,0,81.67,18.33,0.0,179453,40280,0,0,219732
LA-03,house,LA,03,Tia Lebrun,Clay Higgins,DEM,REP,REP,REP,-36.9,0.0,100.0,Safe R,-36.0,5.3,-36.9,-2.05,-3.74,-0.41,-36.65,-0.25,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,6968,822841,0,3465,595415,0,0,0,4102,551995,0,1043,87799,0,0,132500,0,2350,0,0,2350,0,0,31.55,68.45,0.0,74778,162242,0,0,237021
LA-04,house,LA,04,Matthew Gromlich,Mike Johnson,DEM,REP,REP,REP,-39.72,0.0,100.0,Safe R,-33.73,5.3,-39.72,-3.14,-7.75,-0.41,-34.59,-5.14,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,268772,20976864,0,10175,9613157,0,0,0,258532,12616083,0,38644,3867677,0,0,1813700,0,203058,0,0,200000,0,0,30.14,69.86,0.0,67417,156279,0,0,223696
LA-05,house,LA,05,Dan McKay,Blake Miguez,DEM,REP,,REP,-28.44,0.3,99.7,Safe R,-33.35,5.3,-28.44,0.0,0.0,-0.39,-34.39,5.95,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,90000,0,0,-19056,0,0,0,0,109075,0,0,23786,0,0,0,0,0,39238,0,0,39238,0,0,35.78,64.22,0.0,80369,144254,0,0,224623
LA-06,house,LA,06,Democratic candidate (LA-06),Peter Williams,DEM,REP,,DEM,-27.94,0.3,99.7,Safe R,-32.87,5.3,-27.94,0.0,0.0,-0.37,-32.4,4.45,False,False,,0,,0.0,,0.0,0.0,,,0.0,projected,confirmed,,,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.03,63.97,0.0,89077,158166,0,0,247243
MA-01,house,MA,01,Richard Neal,Republican candidate (MA-01),DEM,REP,DEM,DEM,24.99,99.3,0.7,Safe D,18.15,5.3,24.99,0.0,1.67,-0.12,13.91,11.08,False,False,,0,,0.0,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,2462685,0,0,3276321,0,0,0,0,3074234,0,0,9311,0,0,1557500,0,0,0,0,0,0,0,0,62.5,37.5,0.0,166834,100118,0,0,266951
MA-02,house,MA,02,Jim McGovern,Republican candidate (MA-02),DEM,REP,DEM,DEM,34.61,100.0,0.0,Safe D,28.09,5.3,34.61,0.0,1.67,-0.45,24.29,10.32,False,False,,0,,0.0,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,864676,0,0,348736,0,0,0,0,910105,0,0,165653,0,0,233100,0,0,0,0,0,0,0,0,67.31,32.69,0.0,181368,88103,0,0,269471
MA-03,house,MA,03,Lori Trahan,Gary Grossi,DEM,REP,DEM,DEM,33.19,99.9,0.1,Safe D,23.6,5.3,33.19,2.54,1.67,0.08,19.39,13.79,False,False,,0,,0.0,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,1639978,7121,0,1773389,5775,0,0,0,1321741,1346,0,0,1086,0,813250,600,0,0,4000,0,0,4000,0,66.59,33.41,0.0,167304,83927,0,0,251231
MA-04,house,MA,04,Jake Auchincloss,Republican candidate (MA-04),DEM,REP,DEM,DEM,30.67,99.9,0.1,Safe D,24.42,5.3,30.67,0.0,1.67,-0.72,20.13,10.54,False,False,,0,,0.0,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,3630329,0,0,7341766,0,0,189528,0,1271790,0,0,34036,0,0,727250,0,0,0,0,0,0,0,0,65.33,34.67,0.0,186048,98719,0,0,284768
MA-05,house,MA,05,Katherine Clark,Republican candidate (MA-05),DEM,REP,DEM,DEM,56.29,100.0,0.0,Safe D,49.78,5.3,56.29,0.0,1.67,-0.46,46.35,9.94,False,False,,0,,0.0,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,4503671,0,0,2047792,0,0,0,0,3781770,0,0,86343,0,0,1838507,0,0,0,0,0,0,0,0,78.14,21.86,0.0,205062,57357,0,0,262420
MA-06,house,MA,06,Daniel Koh,John Field,DEM,REP,,DEM,29.43,99.8,0.2,Safe D,24.63,5.3,29.43,0.0,0.0,-0.5,21.09,8.34,False,False,,0,,0.0,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,4716543,0,0,1994307,0,0,1760631,35000,2723575,0,0,214320,0,0,105550,0,0,93505,0,0,69000,0,0,64.71,35.29,0.0,196220,106997,0,0,303217
MA-07,house,MA,07,Ayanna Pressley,Republican candidate (MA-07),DEM,REP,DEM,DEM,77.08,100.0,0.0,Safe D,69.79,5.3,77.08,0.0,1.67,0.32,65.14,11.94,False,False,,0,,0.0,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,1204995,0,0,76201,0,0,0,0,1247015,0,0,330117,0,0,79755,0,0,0,0,0,0,0,0,88.54,11.46,0.0,173753,22493,0,0,196246
MA-08,house,MA,08,Stephen Lynch,Gavin Solomon,DEM,REP,DEM,DEM,46.4,100.0,0.0,Safe D,31.19,5.3,46.4,0.0,10.45,-0.55,26.99,19.41,False,False,,0,,0.0,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,910160,0,0,642256,0,0,77931,213732,1356628,0,0,30667,0,0,339200,0,0,0,0,0,0,0,0,73.2,26.8,0.0,201426,73755,0,0,275181
MA-09,house,MA,09,Bill Keating,Robert MacAllister,DEM,REP,DEM,DEM,23.46,98.9,1.1,Safe D,14.67,5.3,23.46,0.56,3.67,-0.73,10.94,12.52,False,False,,0,,0.0,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,422462,175122,0,495522,35051,0,0,0,592807,140071,0,49162,25576,0,170100,1250,0,0,1005,0,0,1005,0,61.73,38.27,0.0,198821,123263,0,0,322083
MD-01,house,MD,01,Dan Schwartz,Andy Harris,DEM,REP,REP,REP,-15.41,6.4,93.6,Likely R,-15.55,5.3,-15.29,-0.86,-3.57,-0.61,-17.31,1.89,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,39.0,52.0,1,-16.0,0.165,695170,2319668,0,72575,1853603,0,26174,15256,622594,1221001,0,292096,527134,0,11600,443459,0,15568,0,0,34175,0,0,42.29,57.71,0.0,126433,172501,0,0,298934
MD-02,house,MD,02,Johnny Olszewski,Dave Wallace,DEM,REP,DEM,DEM,31.81,99.9,0.1,Safe D,20.68,5.3,31.81,2.06,4.22,-0.44,18.95,12.87,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1040390,20194,0,614275,3073,0,0,0,592706,17122,0,26185,3334,0,334224,0,0,0,1200,0,0,1000,0,65.91,34.09,0.0,182388,94347,0,0,276734
MD-03,house,MD,03,Sarah Elfreth,Berney Flowers,DEM,REP,DEM,DEM,35.58,100.0,0.0,Safe D,25.89,5.3,35.58,2.21,2.59,-0.41,24.49,11.09,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1141516,12708,0,335826,2016,0,0,0,836430,14404,0,64297,3422,0,441881,4750,0,649,0,0,0,0,0,67.79,32.21,0.0,197871,94026,0,0,291896
MD-04,house,MD,04,Glenn Ivey,George McDermott,DEM,REP,DEM,DEM,87.27,100.0,0.0,Safe D,79.37,5.3,87.27,0.0,1.67,0.93,75.67,11.6,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,674406,0,0,459226,0,0,0,0,520568,0,0,31930,0,0,338250,0,0,0,0,0,0,0,0,93.63,6.37,0.0,185751,12627,0,0,198379
MD-05,house,MD,05,Adrian Boafo,Chris Chaffee,DEM,REP,,DEM,40.51,100.0,0.0,Safe D,35.78,5.3,40.51,0.0,-0.45,-0.13,34.05,6.46,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1676916,0,0,91867,0,0,12093528,0,1585049,0,0,21486,0,0,116745,0,0,0,0,0,7400,0,0,70.25,29.75,0.0,212183,89844,0,0,302027
MD-06,house,MD,06,April McClain Delaney,Robin Ficker,DEM,REP,DEM,DEM,19.84,97.5,2.5,Safe D,8.16,5.3,19.84,2.47,4.17,-0.26,5.93,13.91,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,12308220,403934,0,307611,401,0,516368,42387,12013488,403533,0,34837,1072,0,377303,0,0,11000000,402862,0,14873000,402862,0,59.92,40.08,0.0,163731,109526,0,0,273257
MD-07,house,MD,07,Kweisi Mfume,Scott Collier,DEM,REP,DEM,DEM,72.58,100.0,0.0,Safe D,63.26,5.3,72.58,0.0,3.9,0.12,60.49,12.08,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,415174,0,0,702810,0,0,0,0,406290,0,0,8064,0,0,233750,0,0,0,0,0,0,0,0,86.29,13.71,0.0,183602,29177,0,0,212779
MD-08,house,MD,08,Jamie Raskin,Cheryl Riley,DEM,REP,DEM,DEM,70.06,100.0,0.0,Safe D,61.1,5.3,70.06,3.54,-0.02,0.14,58.06,12.01,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,7425389,16590,0,7893447,1806,0,0,0,4497145,15372,0,3050018,4483,0,395799,0,0,0,0,0,0,0,0,85.03,14.97,0.0,231991,40836,0,0,272827
ME-01,house,ME,01,Chellie Pingree,Ronald Russell,DEM,REP,DEM,DEM,30.85,99.9,0.1,Safe D,21.72,5.3,30.85,1.0,3.77,-0.95,22.33,8.52,True,False,,2,Chellie Pingree,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,429634,75680,0,423112,20023,0,0,0,422200,69878,0,69003,7445,0,237050,6819,0,0,1000,0,20000,4537,0,65.43,34.57,0.0,199920,105652,0,0,305572
ME-02,house,ME,02,Matthew Dunlap,Paul LePage,DEM,REP,,DEM,-5.1,30.9,69.1,Lean R,-9.42,5.3,-5.58,-0.46,0.0,-1.0,-9.72,4.63,True,False,,2,Paul LePage,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,47.91,48.13,3,-2.42,0.154,1205432,2563901,0,228649,1685710,0,482441,16616,976783,878191,0,646576,167616,0,13500,408301,0,10000,0,0,0,0,0,47.45,52.55,0.0,131151,145239,0,0,276390
MI-01,house,MI,01,Callie Barr,Jack Bergman,DEM,REP,REP,REP,-12.5,10.8,89.2,Likely R,-17.16,5.3,-12.5,-0.61,1.0,-1.03,-21.52,9.02,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,824341,1917574,0,530725,660163,0,0,18250,301257,1368361,0,100309,151276,0,64250,756925,0,0,0,0,0,0,0,43.75,56.25,0.0,148774,191288,0,0,340063
MI-02,house,MI,02,Benjamin Ambrose,John Moolenaar,DEM,REP,REP,REP,-27.44,0.4,99.6,Safe R,-25.82,5.3,-27.44,-1.9,-4.17,-0.85,-30.54,3.09,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,85094,1652235,0,21868,1905561,0,0,0,62840,1028618,0,19434,35444,0,250,549373,0,0,0,0,0,27361,0,36.28,63.72,0.0,112154,196987,0,0,309141
MI-03,house,MI,03,Hillary Scholten,Terri DeBoer,DEM,REP,DEM,DEM,21.81,98.4,1.6,Safe D,11.83,5.3,21.81,0.83,4.28,-0.43,7.95,13.86,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2329122,551697,0,1356573,361355,0,0,562026,1322264,190342,0,169694,7983,0,696370,12000,0,0,0,0,0,19951,0,60.91,39.09,0.0,182312,117021,0,0,299333
MI-04,house,MI,04,Sean McCann,Bill Huizenga,DEM,REP,REP,REP,-1.52,43.7,56.3,Toss-up,-1.33,5.3,-1.74,-0.26,-4.89,-0.57,-5.61,4.09,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,47.46,45.22,3,-0.29,0.15,2620011,4093991,0,1686240,2268747,0,1195618,511996,933771,1934284,0,454574,214513,0,316050,1580550,0,0,0,0,0,0,0,49.24,50.76,0.0,149562,154181,0,0,303743
MI-05,house,MI,05,Christian Vukasovich,Tim Walberg,DEM,REP,REP,REP,-25.23,0.7,99.3,Safe R,-22.53,5.3,-25.23,-2.12,-5.07,-0.8,-27.41,2.18,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,55756,1742399,0,13290,993833,0,0,0,42467,1658017,0,14490,66697,0,3000,786598,0,0,0,0,0,0,0,37.39,62.61,0.0,110536,185124,0,0,295660
MI-06,house,MI,06,Debbie Dingell,Heather Smiley,DEM,REP,DEM,DEM,38.93,100.0,0.0,Safe D,28.65,5.3,38.93,0.0,5.67,-0.69,23.92,15.01,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1193712,0,0,414935,0,0,0,0,1122149,0,0,69239,0,0,691593,0,0,0,0,0,0,0,0,69.47,30.53,0.0,225761,99230,0,0,324990
MI-07,house,MI,07,William Lawrence,Tom Barrett,DEM,REP,REP,REP,2.06,58.3,41.7,Toss-up,3.21,5.3,2.84,-1.14,-3.8,-0.73,-1.33,3.39,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,48.08,46.08,2,-1.0,0.203,1119198,6306828,0,383116,2871872,0,1290564,2882597,736082,3457356,0,290681,1642639,0,39844,1470275,0,13072,0,0,10000,2809,0,51.03,48.97,0.0,165429,158747,0,0,324176
MI-08,house,MI,08,Kristen McDonald Rivet,Thomas J. Smith,DEM,REP,DEM,DEM,20.05,97.6,2.4,Safe D,3.28,5.3,20.05,2.23,9.86,-0.62,-2.01,22.05,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,5644876,243238,0,4254099,219799,0,27821,0,1407808,23439,0,392735,1385,0,1533240,0,0,0,7605,0,0,7600,0,60.02,39.98,0.0,182259,121391,0,0,303650
MI-09,house,MI,09,Ray Pooley,Lisa McClain,DEM,REP,REP,REP,-32.24,0.1,99.9,Safe R,-28.06,5.3,-32.24,-3.38,-5.22,-0.87,-32.75,0.52,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,8084,5242309,0,4942,1536890,0,0,0,3142,4312277,0,4295,964382,0,0,1454798,0,0,0,0,0,0,0,33.88,66.12,0.0,115413,225218,0,0,340631
MI-10,house,MI,10,Christina Hines,Michael Bouchard Jr.,DEM,REP,,REP,2.06,58.3,41.7,Toss-up,-1.27,5.3,3.13,-0.15,0.0,-0.75,-6.68,8.74,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,44.99,44.98,2,-2.98,0.175,1211489,1623745,0,158196,1144520,0,500000,230057,1053292,479225,0,269873,108726,0,75763,124500,0,0,0,0,0,124275,0,51.03,48.97,0.0,155825,149535,0,0,305360
MI-11,house,MI,11,Jeremy Moss,Ethan Baker,DEM,REP,,DEM,27.53,99.7,0.3,Safe D,21.27,5.3,27.53,1.6,0.0,-0.64,16.42,11.1,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1485178,141876,0,352517,121125,0,399495,20000,1132661,21751,0,93323,6975,0,141950,1000,0,7000,0,0,0,0,0,63.76,36.24,0.0,205500,116782,0,0,322281
MI-12,house,MI,12,Rashida Tlaib,James D. Hooper,DEM,REP,DEM,DEM,59.56,100.0,0.0,Safe D,46.32,5.3,59.56,2.96,5.22,-0.24,39.62,19.94,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2756214,775,0,3434433,8381,0,0,10000,3585336,1411,0,793973,525,0,37150,0,0,0,0,0,0,533,0,79.78,20.22,0.0,208059,52733,0,0,260793
MI-13,house,MI,13,Donavan McKinney,T.P. Nykoriak,DEM,REP,,DEM,54.19,100.0,0.0,Safe D,48.81,5.3,54.19,0.0,0.0,0.08,42.28,11.91,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1372309,0,0,142854,0,0,1983888,268690,1229455,0,0,577662,0,0,91383,0,0,0,0,0,0,0,0,77.1,22.9,0.0,180747,53694,0,0,234440
MN-01,house,MN,01,Jake Johnson,Brad Finstad,DEM,REP,REP,REP,-6.31,26.5,73.5,Lean R,-9.19,5.3,-6.27,-0.01,-1.67,-0.71,-12.23,5.93,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,41.49,47.93,2,-6.49,0.15,2000547,2030569,0,1011593,1283923,0,7063,0,988953,808055,0,729421,147427,0,108500,966407,0,5372,0,0,0,0,0,46.85,53.15,0.0,127748,144942,0,0,272690
MN-02,house,MN,02,Matt Little,Eric Pratt,DEM,REP,,DEM,12.77,89.7,10.3,Likely D,8.44,5.3,13.62,0.52,0.0,-0.64,5.95,6.82,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,45.0,40.0,1,8.0,0.15,923277,511213,0,127543,254373,0,475327,17393,796236,256841,0,145833,31473,0,42370,48000,0,162000,112100,0,131000,105000,0,56.39,43.61,0.0,168403,130256,0,0,298658
MN-03,house,MN,03,Kelly Morrison,Tyler Bass,DEM,REP,DEM,DEM,29.97,99.8,0.2,Safe D,23.72,5.3,29.97,0.0,1.67,-0.71,21.72,8.26,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1361933,0,0,413942,0,0,0,0,973380,0,0,95446,0,0,208783,0,0,7000,0,0,0,0,0,64.99,35.01,0.0,193298,104142,0,0,297440
MN-04,house,MN,04,Betty McCollum,Paul Wikstrom,DEM,REP,DEM,DEM,47.73,100.0,0.0,Safe D,39.41,5.3,47.73,2.11,1.5,-0.6,36.47,11.26,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1251583,28031,0,498697,2205,0,0,0,1307805,14744,0,42626,5364,0,458800,5000,0,0,0,0,0,0,0,73.86,26.14,0.0,195752,69270,0,0,265021
MN-05,house,MN,05,Ilhan Omar,John Nagel,DEM,REP,DEM,DEM,66.16,100.0,0.0,Safe D,66.24,5.3,66.16,1.5,-6.48,-0.4,63.54,2.62,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,5829715,747046,0,1347365,46922,0,0,0,4806570,700125,0,3688613,572704,0,73828,263,0,0,0,0,0,33270,0,83.08,16.92,0.0,214831,43749,0,0,258581
MN-06,house,MN,06,Doug Chapin,Tom Emmer,DEM,REP,REP,REP,-16.84,4.8,95.2,Safe R,-17.37,5.3,-16.84,-2.25,-1.67,-0.85,-20.07,3.23,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,438700,9786064,0,70293,4496007,0,0,0,368407,6978508,0,163570,691336,0,8234,2244251,0,73351,0,0,50000,0,0,41.58,58.42,0.0,125734,176659,0,0,302392
MN-07,house,MN,07,Erik Osberg,Michelle Fischbach,DEM,REP,REP,REP,-31.86,0.1,99.9,Safe R,-33.72,5.3,-31.86,-0.93,-1.67,-0.84,-37.1,5.24,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,334945,1286028,0,114432,919823,0,0,0,220512,777286,0,120827,152054,0,1000,729549,0,24237,0,0,0,0,0,34.07,65.93,0.0,95635,185070,0,0,280706
