race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,rcv_field,rcv_winner_name,rcv_exhausted,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_coh,rep_coh,ind_coh,dem_outside,rep_outside,dem_spent,rep_spent,ind_spent,dem_small,rep_small,ind_small,dem_pac,rep_pac,ind_pac,dem_self,rep_self,ind_self,dem_debt,rep_debt,ind_debt,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
NC-SEN,senate,NC,SEN,Roy Cooper,Michael Whatley,DEM,REP,,REP,5.65,71.4,28.6,Lean D,-2.8,5.31,4.64,0.53,1.9,-0.3,-3.27,8.92,False,False,GRN,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,50.06,40.36,27,9.49,0.305,34975789,11272504,0,20717567,3461698,0,12779729,24288501,14258222,7810806,0,4748620,1775437,0,820563,936330,0,0,0,0,0,46928,0,51.84,46.29,1.87,2066971,1845930,74566,0,3987467
NE-SEN,senate,NE,SEN,(No Democrat),Pete Ricketts,DEM,REP,REP,REP,-6.3,26.5,73.5,Lean R,-20.11,5.31,-7.14,-0.49,8.63,-0.48,-20.84,14.54,False,True,IND,0,,0.0,Dan Osborn,46.85,26.5,,,0.0,,confirmed,47.0,46.63,4,-2.63,0.187,0,11233507,5751951,0,6910970,2421487,992973,1732682,0,4809506,3393630,0,232136,2195423,0,1701815,139868,0,5295888,0,0,0,0,0.0,53.15,0.0,0,352389,0,310622,663011
NH-SEN,senate,NH,SEN,Chris Pappas,John E. Sununu,DEM,REP,,DEM,7.29,76.6,23.4,Likely D,-0.12,5.31,9.24,0.71,4.2,-0.86,2.82,4.47,False,False,,0,,0.0,,0.0,0.0,,,0.0,presumptive,presumptive,44.77,42.57,19,2.5,0.289,15384657,4124582,0,4251918,3019794,0,974532,5911852,11540323,1104788,0,4743838,481949,0,1106373,479000,0,0,0,0,0,0,0,53.64,46.36,0.0,310242,268091,0,0,578332
NJ-SEN,senate,NJ,SEN,Cory Booker,Justin Murphy,DEM,REP,DEM,DEM,19.82,97.5,2.5,Safe D,8.31,5.31,19.82,4.13,1.88,0.19,5.63,14.19,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,18869341,27316,0,23060940,123,0,0,0,7000887,26297,0,8440493,7240,0,500530,650,0,0,4932,0,0,8782,0,59.91,40.09,0.0,1745530,1168156,0,0,2913686
NM-SEN,senate,NM,SEN,Ben Ray Lujan,Larry Marker,DEM,REP,DEM,DEM,19.56,97.3,2.7,Safe D,8.3,5.31,19.56,3.16,1.67,1.12,6.14,13.42,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,5626629,33525,0,4396754,11850,0,0,0,2443668,21675,0,1158566,1065,0,1738346,5000,0,0,0,0,0,0,0,59.78,40.22,0.0,386408,259969,0,0,646377
OH-SEN,senate,OH,SEN,Sherrod Brown,Jon Husted,DEM,REP,REP,REP,0.2,51.2,48.8,Toss-up,-8.71,5.31,-2.19,0.5,1.39,-0.69,-11.31,11.51,False,False,LIB,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,49.04,43.96,18,5.0,0.289,38566234,14360028,0,16229741,9419311,0,4995514,18510784,22336493,4940716,0,13527788,1843640,0,861223,2382560,0,0,0,0,0,0,0,49.31,49.12,1.57,1989994,1982160,63358,0,4035512
OK-SEN,senate,OK,SEN,Jasmine Thomas,Kevin Hern,DEM,REP,,REP,-33.14,0.1,99.9,Safe R,-33.69,5.31,-35.32,-3.46,-2.78,-0.7,-34.95,1.8,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,25.0,49.0,1,-24.0,0.192,57159,9953579,0,456,2491910,0,0,2428319,57639,7461669,0,41107,132138,0,0,761500,0,0,5050000,0,0,0,0,33.43,66.57,0.0,366453,729770,0,0,1096222
OR-SEN,senate,OR,SEN,Jeff Merkley,David Brock Smith,DEM,REP,DEM,DEM,21.87,98.4,1.6,Safe D,12.89,5.31,21.87,2.47,1.67,-0.46,14.89,6.98,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,4540974,120760,0,6828404,28980,0,0,0,1979569,91781,0,1059223,34621,0,477520,11000,0,0,0,0,0,8156,0,60.94,39.06,0.0,957764,614010,0,0,1571774
RI-SEN,senate,RI,SEN,Jack Reed,Raymond McKay,DEM,REP,DEM,DEM,24.68,99.2,0.8,Safe D,17.28,5.31,26.08,2.03,1.67,-0.2,14.16,10.52,False,False,,0,,0.0,,0.0,0.0,,,0.0,presumptive,presumptive,51.21,31.81,3,19.4,0.21,3381651,180468,0,3093684,7569,0,0,0,1876160,173238,0,30579,69332,0,1140100,1600,0,0,1,0,0,690,0,62.34,37.66,0.0,224010,135338,0,0,359348
SC-SEN,senate,SC,SEN,Annie Andrews,Darline Graham,DEM,REP,,REP,-4.79,31.6,68.4,Lean R,-14.63,5.31,-5.23,1.23,3.25,-0.39,-18.12,13.33,False,False,LIB,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,37.78,41.77,5,-5.01,0.275,10804040,346783,0,4119295,251431,0,392162,5229594,6684746,95351,0,6474403,50733,0,104955,47000,0,0,0,0,1025357,0,0,46.71,51.42,1.87,833227,917116,33355,0,1783698
SD-SEN,senate,SD,SEN,(No Democrat),Mike Rounds,DEM,REP,REP,REP,-20.21,2.3,97.7,Safe R,-22.35,5.31,-23.52,-1.06,-4.39,-1.02,-29.98,9.77,False,True,IND,0,,0.0,Brian Bengs,39.89,2.3,,,0.0,,confirmed,40.43,47.29,6,-8.23,0.216,0,3176451,782050,0,2736664,51406,0,586948,0,2309816,730644,0,36975,474153,0,1443800,5000,0,0,0,0,0,0,0.0,60.11,0.0,0,179399,0,119074,298473
TN-SEN,senate,TN,SEN,Marquita Bradshaw,Bill Hagerty,DEM,REP,REP,REP,-28.22,0.3,99.7,Safe R,-25.3,5.31,-30.5,-3.72,-6.25,-0.54,-30.12,1.9,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,31.84,53.94,1,-22.1,0.272,2257,7162897,0,1043,5234429,0,0,782360,1293,3855937,0,2007,958119,0,0,1545200,0,0,0,0,0,0,0,35.89,64.11,0.0,769750,1375009,0,0,2144759
TX-SEN,senate,TX,SEN,James Talarico,Ken Paxton,DEM,REP,,REP,0.22,51.2,48.8,Toss-up,-10.6,5.31,-1.09,1.11,2.05,1.04,-13.88,14.1,False,False,LIB,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,46.46,44.62,28,1.85,0.31,68555930,9248699,0,21548155,1755783,0,33969556,27019707,47007775,7492915,0,36717034,1764118,0,343408,219500,0,0,0,0,0,0,0,49.1,48.89,2.01,3920026,3902682,160462,0,7983170
VA-SEN,senate,VA,SEN,Mark Warner,Bert Mizusawa,DEM,REP,DEM,DEM,17.71,96.0,4.0,Safe D,6.82,5.31,17.71,2.74,3.15,-0.3,5.89,11.82,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,17889335,418742,0,16114725,90328,0,150000,0,7327844,328750,0,2953209,122597,0,2117795,5000,0,0,171454,0,0,50783,0,58.86,41.14,0.0,1855340,1296962,0,0,3152302
WV-SEN,senate,WV,SEN,Rachel Fetty Anderson,Shelley Moore Capito,DEM,REP,REP,REP,-42.28,0.0,100.0,Safe R,-42.1,5.31,-42.28,-2.9,-1.67,-0.93,-42.69,0.4,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,49913,4624145,0,22129,4377201,0,0,337585,34780,2558310,0,14901,84240,0,100,1742755,0,7890,0,0,0,0,0,28.86,71.14,0.0,154008,379665,0,0,533673
WY-SEN,senate,WY,SEN,James Byrd,Harriet Hageman,DEM,REP,,REP,-43.63,0.0,100.0,Safe R,-45.55,5.31,-43.63,-2.75,0.0,-0.64,-46.96,3.33,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,22559,2435023,0,356,915369,0,0,1042710,23293,2402617,0,5589,598315,0,0,581700,0,1000,0,0,0,0,0,28.18,71.82,0.0,53080,135253,0,0,188334
AK-01,house,AK,01,(No Democrat),Nick Begich III,DEM,REP,REP,REP,-2.92,37.7,62.3,Lean R,-3.99,5.31,-2.43,-1.02,-1.67,-1.06,-13.8,10.88,True,False,IND,4,Nick Begich III,1.02,Bill Hill,45.1,37.7,,,0.0,,confirmed,36.81,48.68,5,-13.29,0.242,0,5470446,1336292,0,3119158,515886,225000,553399,0,2455619,820406,0,1108897,233665,0,1033577,62050,0,0,0,0,225764,0,3.8,49.9,1.2,8985,117992,2832,106637,236446
AL-01,house,AL,01,Clyde Jones,Jerry Carl,DEM,REP,,REP,-27.93,0.3,99.7,Safe R,-30.93,5.31,-27.93,-1.75,0.0,-0.56,-36.34,8.42,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,85968,1162583,0,28030,366616,0,0,547042,57938,865257,0,44055,45133,0,2000,303059,0,0,0,0,0,254536,0,36.04,63.96,0.0,82756,146893,0,0,229648
AL-02,house,AL,02,Shomari Figures,Rhett Marques,DEM,REP,DEM,DEM,-2.33,40.6,59.4,Toss-up,-9.15,5.31,-2.08,-0.45,2.48,-0.28,-14.46,12.14,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,45.09,45.55,2,-3.45,0.178,1355789,1318574,0,662600,187718,0,100000,3738607,716297,1130856,0,167493,8808,0,830380,188469,0,0,0,0,12000,0,0,48.84,51.16,0.0,100223,104999,0,0,205222
AL-03,house,AL,03,Lee McInnis,Mike Rogers,DEM,REP,REP,REP,-40.89,0.0,100.0,Safe R,-41.7,5.31,-40.89,-2.23,-1.67,-0.61,-47.04,6.14,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,60787,2133554,0,9462,2590964,0,3435,0,28900,1464925,0,17227,8029,0,0,735704,0,0,0,0,0,0,0,29.55,70.45,0.0,65456,156031,0,0,221487
AL-04,house,AL,04,Amanda Pusczek,Robert Aderholt,DEM,REP,REP,REP,-61.07,0.0,100.0,Safe R,-61.95,5.31,-61.07,-2.1,-1.67,-0.67,-66.99,5.92,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,15591,1022664,0,396,749660,0,0,0,14624,1239901,0,7452,9102,0,0,422278,0,0,0,0,12000,0,0,19.46,80.54,0.0,44124,182579,0,0,226703
AL-05,house,AL,05,Andrew Sneed,Dale Strong,DEM,REP,REP,REP,-23.0,1.2,98.8,Safe R,-25.49,5.31,-23.0,-0.59,-1.67,-0.56,-29.51,6.52,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,646512,1477819,0,169720,1424334,0,0,0,476792,682462,0,73555,6635,0,2350,631300,0,20000,0,0,0,240000,0,38.5,61.5,0.0,95299,152221,0,0,247520
AL-06,house,AL,06,Maurice Mercer,Gary Palmer,DEM,REP,REP,REP,-30.69,0.1,99.9,Safe R,-31.01,5.31,-30.69,-2.26,-2.19,-0.54,-34.79,4.1,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,6539,1053566,0,1863,260721,0,0,131018,4676,946083,0,3680,806,0,0,464000,0,0,0,0,0,0,0,34.65,65.35,0.0,84774,159857,0,0,244631
AL-07,house,AL,07,Terri Sewell,Ammie Akin,DEM,REP,DEM,DEM,34.46,100.0,0.0,Safe D,23.22,5.31,34.46,1.73,4.31,-0.12,17.99,16.47,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1961991,150730,0,3754350,115936,0,0,0,1678202,34794,0,67584,522,0,1589750,0,0,0,100000,0,0,100000,0,67.23,32.77,0.0,141416,68936,0,0,210352
AR-01,house,AR,01,Terri Green,Rick Crawford,DEM,REP,REP,REP,-42.0,0.0,100.0,Safe R,-40.74,5.31,-42.0,-1.62,-4.28,-0.68,-46.4,4.39,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,65149,944302,0,11958,1031631,0,0,0,53192,743498,0,13695,12107,0,4900,557750,0,14395,0,0,17838,0,0,29.0,71.0,0.0,56785,139041,0,0,195826
AR-02,house,AR,02,Chris Jones,French Hill,DEM,REP,REP,REP,-6.83,24.8,75.2,Likely R,-11.53,5.31,-8.86,-0.99,-1.12,-0.52,-16.22,9.38,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,48.0,44.0,2,3.99,0.158,1174414,4421510,0,191398,2967541,0,0,418058,983016,2830321,0,303345,28686,0,27750,1457367,0,0,0,0,17801,0,0,46.58,53.42,0.0,105035,120441,0,0,225476
AR-03,house,AR,03,Robb Ryerse,Steve Womack,DEM,REP,REP,REP,-24.86,0.7,99.3,Safe R,-21.72,5.31,-24.86,-1.82,-6.29,-0.34,-25.81,0.95,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,120526,1871761,0,5951,2404276,0,0,0,114576,1183378,0,57841,27541,0,5886,877500,0,250,0,0,20588,0,0,37.57,62.43,0.0,83249,138348,0,0,221598
AR-04,house,AR,04,James Russell,Bruce Westerman,DEM,REP,REP,REP,-38.12,0.0,100.0,Safe R,-35.1,5.31,-38.12,-2.88,-4.96,-0.49,-40.73,2.61,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,5853,2562973,0,907,4668447,0,0,0,5628,928087,0,1762,38088,0,1500,1053550,0,0,0,0,1052,0,0,30.94,69.06,0.0,60815,135743,0,0,196558
AZ-01,house,AZ,01,Amish Shah,Jay Feely,DEM,REP,,REP,5.19,69.8,30.2,Lean D,1.31,5.31,5.82,-0.49,0.0,-0.3,-3.14,8.32,False,False,LIB,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,42.71,42.94,2,-0.94,0.15,1830193,2528497,0,401745,794475,0,216384,3555973,1520251,1734022,0,205293,28573,0,146250,328330,0,430655,330000,0,210070,330000,0,51.6,46.52,1.88,162818,146764,5932,0,315514
AZ-02,house,AZ,02,Jonathan Nez,Eli Crane,DEM,REP,REP,REP,0.4,51.9,48.1,Toss-up,-9.83,5.31,1.95,-0.68,7.81,-0.67,-15.12,15.52,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,43.5,45.67,2,-5.17,0.217,3519760,9481428,0,1910990,2841745,0,883973,68355,1674073,6957053,0,1473633,3385826,0,213271,86500,0,0,0,0,0,0,0,50.2,49.8,0.0,146351,145183,0,0,291534
AZ-03,house,AZ,03,Yassamin Ansari,(no Republican filed),DEM,REP,DEM,DEM,60.88,100.0,0.0,Safe D,47.01,5.31,60.88,0.0,6.47,2.1,40.31,20.58,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,,,,0,,0.0,1436333,0,0,547321,0,0,0,0,899423,0,0,145331,0,0,226033,0,0,65705,0,0,70000,0,0,80.44,19.56,0.0,120064,29191,0,0,149255
AZ-04,house,AZ,04,Greg Stanton,Zuhdi Jasser,DEM,REP,DEM,DEM,20.38,97.8,2.2,Safe D,10.85,5.31,20.38,0.99,3.02,0.21,6.76,13.62,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2117114,564641,0,2020289,341651,0,422716,0,1112556,222990,0,90792,24225,0,638763,5000,0,0,10000,0,0,0,0,60.19,39.81,0.0,146418,96836,0,0,243254
AZ-05,house,AZ,05,Elizabeth Lee,Mark Lamb,DEM,REP,,REP,-12.38,11.0,89.0,Likely R,-16.05,5.31,-12.38,-1.44,0.0,-0.2,-20.19,7.82,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,153111,1222217,0,26740,243426,0,0,325479,126371,978791,0,65653,514699,0,0,70400,0,5000,40047,0,5000,0,0,43.81,56.19,0.0,136479,175038,0,0,311518
AZ-06,house,AZ,06,JoAnna Mendoza,Juan Ciscomani,DEM,REP,REP,REP,5.82,71.9,28.1,Lean D,2.76,5.31,6.4,0.13,-1.91,0.11,-0.76,6.58,False,False,LIB,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,46.96,44.87,3,-0.29,0.15,7354808,6172867,0,3260877,4135163,0,91037,67084,4093932,2274265,0,2800193,500509,0,516802,1655410,0,0,0,0,3300,0,0,51.79,46.09,2.12,159575,142016,6532,0,308122
AZ-07,house,AZ,07,Adelita Grijalva,Daniel Butierez,DEM,REP,DEM,DEM,39.8,100.0,0.0,Safe D,29.05,5.31,39.8,1.53,2.05,1.86,22.39,17.42,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2285639,224367,0,427977,11399,0,817317,195587,1857663,213560,0,1015921,16901,0,435939,2000,0,0,175207,0,0,144120,0,69.9,30.1,0.0,137833,59347,0,0,197180
AZ-08,house,AZ,08,Bernadette Greene-Placentia,Abraham Hamadeh,DEM,REP,REP,REP,-8.23,20.6,79.4,Likely R,-12.54,5.31,-8.23,0.0,-0.95,-0.05,-16.48,8.25,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,1206361,0,0,384185,0,0,0,0,858585,0,0,213882,0,0,269960,0,0,0,0,0,103414,0,45.89,54.11,0.0,125917,148500,0,0,274416
AZ-09,house,AZ,09,Danielle Sterbinsky,Paul Gosar,DEM,REP,REP,REP,-22.54,1.3,98.7,Safe R,-26.67,5.31,-22.54,-0.33,-1.21,0.35,-31.34,8.8,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,354383,580042,0,25745,303214,0,0,0,332316,368426,0,306781,127935,0,0,85000,0,250,0,0,0,6958,0,38.73,61.27,0.0,109107,172623,0,0,281730
CA-01,house,CA,01,Mike McGuire,James Gallagher,DEM,REP,REP,REP,19.68,97.4,2.6,Safe D,15.71,5.31,19.68,0.21,-1.67,0.11,12.63,7.05,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1827711,1488906,0,152606,332899,0,474065,0,1675105,1156006,0,483160,74465,0,300070,282863,0,0,0,0,0,33633,0,59.84,40.16,0.0,143106,96045,0,0,239151
CA-02,house,CA,02,Jared Huffman,Robin Littau,DEM,REP,DEM,DEM,33.75,100.0,0.0,Safe D,28.09,5.31,33.75,0.0,0.77,-0.42,25.45,8.3,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,978277,0,0,1075956,0,0,0,0,886964,0,0,55444,0,0,316245,0,0,0,0,0,2131,0,0,66.88,33.12,0.0,182253,90268,0,0,272520
CA-03,house,CA,03,Amerish Bera,Robb Tucker,DEM,REP,DEM,DEM,21.56,98.3,1.7,Safe D,13.08,5.31,21.56,1.08,2.23,-0.13,10.55,11.01,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1250126,258139,0,1830338,16000,0,0,0,1293160,242139,0,51066,6749,0,649068,0,0,0,205000,0,105000,205000,0,60.78,39.22,0.0,155992,100652,0,0,256644
CA-04,house,CA,04,Mike Thompson,(no Republican — top-two),DEM,REP,DEM,DEM,40.0,100.0,0.0,Safe D,18.54,5.31,26.98,0.0,2.74,0.39,14.96,25.04,False,False,,0,,0.0,,0.0,0.0,DEM,Eric Jones,80.0,confirmed,,,,0,,0.0,4204013,0,0,1075737,0,0,1150453,1714969,4337765,0,0,197819,0,0,1849646,0,0,0,0,0,37712,0,0,100.0,0.0,0.0,240754,0,0,0,240754
CA-05,house,CA,05,Michael Masuda,Tom McClintock,DEM,REP,REP,REP,-17.8,4.0,96.0,Safe R,-17.97,5.31,-17.8,-0.65,-4.77,0.28,-21.2,3.41,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,361735,928788,0,89452,201472,0,0,0,272284,875521,0,141932,112113,0,18750,156551,0,0,0,0,27146,5106,0,41.1,58.9,0.0,104284,149439,0,0,253723
CA-06,house,CA,06,Richard Pan,Kevin Kiley,DEM,IND,IND,IND,12.83,89.8,10.2,Likely D,11.51,5.31,12.83,-0.35,-3.7,0.06,8.67,4.16,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1098283,2988805,0,359132,2123953,0,2301713,75888,739151,1245831,0,241251,433049,0,308198,361391,0,0,15,0,117141,6225,0,56.42,43.58,0.0,132826,102615,0,0,235441
CA-07,house,CA,07,Mai Vang,(no Republican — top-two),DEM,REP,,DEM,40.0,100.0,0.0,Safe D,16.9,5.31,22.34,0.0,0.0,0.13,13.26,26.74,False,False,,0,,0.0,,0.0,0.0,DEM,Doris Matsui,58.0,confirmed,,,,0,,0.0,1086084,0,0,105536,0,0,609028,12161,980548,0,0,248455,0,0,53827,0,0,0,0,0,19908,0,0,100.0,0.0,0.0,242835,0,0,0,242835
CA-08,house,CA,08,John Garamendi,Rudy Recile,DEM,REP,DEM,DEM,49.41,100.0,0.0,Safe D,39.44,5.31,49.41,1.66,2.41,0.58,35.19,14.22,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,489135,8576,0,1196018,1541,0,0,0,557834,8073,0,7559,1628,0,334500,0,0,0,25,0,0,31273,0,74.7,25.3,0.0,163337,55306,0,0,218644
CA-09,house,CA,09,Josh Harder,John McBride,DEM,REP,DEM,DEM,31.14,99.9,0.1,Safe D,17.58,5.31,31.14,2.78,4.61,0.87,11.8,19.35,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,4083528,52178,0,4739488,18738,0,0,0,1032871,33569,0,377932,3149,0,508815,19882,0,0,0,0,0,23491,0,65.57,34.43,0.0,123236,64704,0,0,187940
CA-10,house,CA,10,Mark DeSaulnier,Jeff Frese,DEM,REP,DEM,DEM,43.31,100.0,0.0,Safe D,37.75,5.31,43.31,0.0,0.33,-0.07,34.75,8.57,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,567258,0,0,586497,0,0,0,0,609748,0,0,40092,0,0,304983,0,0,0,0,0,0,0,0,71.66,28.34,0.0,189518,74962,0,0,264480
CA-11,house,CA,11,Scott Wiener,(no Republican — top-two),DEM,REP,,DEM,40.0,100.0,0.0,Safe D,74.3,5.31,79.3,0.0,0.0,-0.31,70.62,-30.62,False,False,,0,,0.0,,0.0,0.0,DEM,Connie Chan,58.0,confirmed,,,,0,,0.0,4561120,0,0,1234692,0,0,1657500,41145,3326428,0,0,159240,0,0,93676,0,0,0,0,0,157267,0,0,100.0,0.0,0.0,252827,0,0,0,252827
CA-12,house,CA,12,Lateefah Simon,(no Republican — top-two),DEM,REP,DEM,DEM,40.0,100.0,0.0,Safe D,81.05,5.31,88.29,0.0,1.67,0.26,77.64,-37.64,False,False,,0,,0.0,,0.0,0.0,DEM,Jamie Joyce,80.0,confirmed,,,,0,,0.0,1449191,0,0,777590,0,0,111599,0,957256,0,0,85221,0,0,261421,0,0,0,0,0,0,0,0,100.0,0.0,0.0,222860,0,0,0,222860
CA-13,house,CA,13,Adam Gray,Kevin Lincoln,DEM,REP,DEM,DEM,22.03,98.5,1.5,Safe D,7.15,5.31,22.03,0.46,7.04,2.08,0.51,21.52,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,4191397,2237084,0,2072111,837885,0,991,70830,2311244,1423323,0,482042,445085,0,1269883,251621,0,0,0,0,0,126125,0,61.02,38.98,0.0,88820,56749,0,0,145569
CA-14,house,CA,14,Aisha Wahab,(no Republican — top-two),DEM,REP,DEM,DEM,40.0,100.0,0.0,Safe D,40.97,5.31,48.07,0.0,1.67,0.12,36.2,3.8,False,False,,0,,0.0,,0.0,0.0,DEM,Melissa Hernandez,80.0,confirmed,,,,0,,0.0,631749,0,0,146906,0,0,260366,2892831,484843,0,0,26791,0,0,155983,0,0,38500,0,0,43900,0,0,100.0,0.0,0.0,199910,0,0,0,199910
CA-15,house,CA,15,Kevin Mullin,Charles Hoelter,DEM,REP,DEM,DEM,58.65,100.0,0.0,Safe D,54.07,5.31,58.65,0.0,-0.99,0.26,49.64,9.01,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,819662,0,0,219735,0,0,0,0,651698,0,0,15210,0,0,470712,0,0,0,0,0,5325,0,0,79.32,20.68,0.0,169663,44227,0,0,213889
CA-16,house,CA,16,Sam Liccardo,Peter Sundin Soulé,DEM,REP,DEM,DEM,60.06,100.0,0.0,Safe D,53.18,5.31,60.06,0.0,1.67,-0.1,49.91,10.15,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,3489298,0,0,2152957,0,0,0,0,1426732,0,0,15733,0,0,662750,0,0,0,0,0,840,0,0,80.03,19.97,0.0,190531,47544,0,0,238075
CA-17,house,CA,17,Rohit Khanna,Ritesh Tandon,DEM,REP,DEM,DEM,49.41,100.0,0.0,Safe D,45.42,5.31,49.41,3.69,-4.76,-0.25,40.75,8.67,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,13761491,37653,0,16929752,891,0,0,37500,7540830,36763,0,1650809,2226,0,1000,0,0,0,25,0,89348,0,0,74.71,25.29,0.0,138183,46783,0,0,184966
CA-18,house,CA,18,Zoe Lofgren,Shane Lewis,DEM,REP,DEM,DEM,44.35,100.0,0.0,Safe D,35.35,5.31,44.35,2.1,-0.49,2.08,29.37,14.98,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1721916,60180,0,643341,3307,0,109274,0,1318327,56873,0,436598,2664,0,438813,0,0,0,41958,0,0,40225,0,72.18,27.82,0.0,119965,46249,0,0,166214
CA-19,house,CA,19,Jimmy Panetta,Peter Verbica,DEM,REP,DEM,DEM,49.71,100.0,0.0,Safe D,38.91,5.31,50.62,2.46,3.85,0.1,35.64,14.06,False,False,GRN,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2887610,76324,0,5109558,24682,0,1198560,0,1492690,51642,0,88768,4624,0,1559107,3500,0,0,505,0,0,0,0,72.11,24.23,3.66,190009,63831,9644,0,263484
CA-20,house,CA,20,Sandra Van Scotter,Vince Fong,DEM,REP,REP,REP,-28.19,0.3,99.7,Safe R,-30.06,5.31,-28.19,-2.51,-1.67,0.73,-32.98,4.79,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,17086,1849356,0,-2017,453750,0,0,0,16701,1434838,0,5369,17074,0,0,894497,0,9907,0,0,0,0,0,35.91,64.09,0.0,79280,141523,0,0,220803
CA-21,house,CA,21,Jim Costa,Kyle Kirkland,DEM,REP,DEM,DEM,21.32,98.2,1.8,Safe D,12.05,5.31,21.32,0.95,0.92,2.08,6.17,15.15,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1338630,338971,0,938778,17934,0,0,0,608734,321037,0,11086,38714,0,796717,0,0,0,127459,0,0,33141,0,60.66,39.34,0.0,85688,55575,0,0,141263
